time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filtered_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
795.0,3.893213935378247,3.8980625929966695,3.8980625929966695,3.893213935378247,True,False,False,3.7000000000000005e-05,0.32956933235068087,3.789127916307242,33.500009999999016,reduced_model
800.0,3.894240134042719,3.898642624537065,3.898642624537065,3.894240134042719,True,False,False,3.69e-05,0.3306510657212483,3.7900137188662346,33.50000999999993,reduced_model
805.0,3.8952265765057907,3.899222887222486,3.899222887222486,3.8952265765057907,True,False,False,3.5900000000000005e-05,0.331733073103611,3.790900324025926,33.500009999999726,reduced_model
810.0,3.8961747905673,3.899800539575303,3.899800539575303,3.8961747905673,True,False,False,3.69e-05,0.3328153438787686,3.7917876816214977,33.500009999999854,reduced_model
815.0,3.897086245875256,3.9003728987836164,3.9003728987836164,3.897086245875256,True,False,False,3.69e-05,0.33389786783595615,3.7926757447811674,33.5000099999985,reduced_model
820.0,3.897962356868093,3.9009375011456733,3.9009375011456733,3.897962356868093,True,False,False,3.74e-05,0.3349806351573084,3.7935644698103723,33.50000999999977,reduced_model
825.0,3.89880448361105,3.9014921411819246,3.9014921411819246,3.89880448361105,True,False,False,3.69e-05,0.33606363640275594,3.794453816034553,33.5000099999979,reduced_model
830.0,3.899613935644359,3.9020348961103037,3.9020348961103037,3.899613935644359,True,False,False,4.61e-05,0.33714686249599046,3.7953437457195096,33.50000999999977,reduced_model
835.0,3.9003919715722546,3.902564135319923,3.902564135319923,3.9003919715722546,True,False,False,4.1e-05,0.33823030471031607,3.796234223899822,33.50000999999993,reduced_model
840.0,3.901139802994961,3.9030785230922636,3.9030785230922636,3.901139802994961,True,False,False,5.9800000000000003e-05,0.33931395465559244,3.797125218313549,33.500009999998426,reduced_model
845.0,3.9018585952618143,3.903577011230401,3.903577011230401,3.9018585952618143,True,False,False,3.8700000000000006e-05,0.3403978042653874,3.7980166992714866,33.50000999999785,reduced_model
850.0,3.9025494691435223,3.9040588279563853,3.9040588279563853,3.9025494691435223,True,False,False,3.7300000000000005e-05,0.34148184578459395,3.7989086395518905,33.50000999999963,reduced_model
855.0,3.9032135023962535,3.9045234629473238,3.9045234629473238,3.9032135023962535,True,False,False,3.7300000000000005e-05,0.3425660717574818,3.799801014298348,33.50000999999828,reduced_model
860.0,3.9038517324330115,3.90497065005888,3.90497065005888,3.9038517324330115,True,False,False,3.7000000000000005e-05,0.343650475016491,3.800693800950055,33.50000999999802,reduced_model
865.0,3.9044651563553723,3.905400347392799,3.905400347392799,3.9044651563553723,True,False,False,3.6700000000000004e-05,0.34473504867103416,3.8015869791157897,33.50000999999868,reduced_model
870.0,3.9050547332353007,3.9058127185742464,3.9058127185742464,3.9050547332353007,True,False,False,3.8100000000000005e-05,0.34581978609693287,3.8024805305037406,33.50000999999776,reduced_model
875.0,3.9056213858360405,3.9062081127664303,3.9062081127664303,3.9056213858360405,True,False,False,3.93e-05,0.34690468092633175,3.803374438844883,33.50000999999865,reduced_model
880.0,3.9061660010207477,3.9065870448316113,3.9065870448316113,3.9061660010207477,True,False,False,3.7500000000000003e-05,0.3479897270377264,3.804268689789661,33.500009999999136,reduced_model
885.0,3.9066894320315018,3.9069501772313058,3.9069501772313058,3.9066894320315018,True,False,False,3.6700000000000004e-05,0.34907491854662404,3.805163270852227,33.500009999999165,reduced_model
890.0,3.9071924992437186,3.9072983015225047,3.9072983015225047,3.9071924992437186,True,False,False,3.5900000000000005e-05,0.35016024979641397,3.8060581713244326,33.500009999998085,reduced_model
895.0,3.907632321536802,3.907632321536802,3.907632321536802,3.907632321536802,False,False,False,3.69e-05,0.35124570321906307,3.8069523175607327,33.500009092727566,reduced_model
900.0,3.9080021321634275,3.9080021321634275,3.9080021321634275,3.9080021321634275,False,False,False,3.54e-05,0.35233125936688625,3.8078454120389043,33.50000618758605,reduced_model
905.0,3.9084609311183707,3.9084609311183707,3.9084609311183707,3.9084609311183707,False,False,False,3.52e-05,0.35341694295886356,3.8087412019778975,33.500003457139016,reduced_model
910.0,3.9088865315741153,3.9088865315741153,3.9088865315741153,3.9088865315741153,False,False,False,3.55e-05,0.3545027447731897,3.8096369866289153,33.500000601021426,reduced_model
915.0,3.9093117200768224,3.9093117200768224,3.9093117200768224,3.9093117200768224,False,False,False,3.5300000000000004e-05,0.35558866469543327,3.8105334879648267,33.499997969113934,reduced_model
920.0,3.909716592606575,3.909716592606575,3.909716592606575,3.909716592606575,False,False,False,3.46e-05,0.3566746970822684,3.8114302358344347,33.49999549178873,reduced_model
925.0,3.91010801629799,3.91010801629799,3.91010801629799,3.91010801629799,False,False,False,3.47e-05,0.3577608381979067,3.8123273590435156,33.499993221821455,reduced_model
930.0,3.910483735790433,3.910483735790433,3.910483735790433,3.910483735790433,False,False,False,3.47e-05,0.35884708368007073,3.8132247862322886,33.49999115111759,reduced_model
935.0,3.9108455735073755,3.9108455735073755,3.9108455735073755,3.9108455735073755,False,False,False,3.47e-05,0.3599334296727117,3.814122541309628,33.499989294491854,reduced_model
940.0,3.911193857980331,3.911193857980331,3.911193857980331,3.911193857980331,False,False,False,3.49e-05,0.36101987241103956,3.8150206185862268,33.49998766061345,reduced_model
945.0,3.9115294108157745,3.9115294108157745,3.9115294108157745,3.9115294108157745,False,False,False,3.5000000000000004e-05,0.3621064083584884,3.815919026480538,33.49998626290403,reduced_model
950.0,3.9118527920730894,3.9118527920730894,3.9118527920730894,3.9118527920730894,False,False,False,3.5300000000000004e-05,0.36319303413406423,3.816817770168725,33.49998511501309,reduced_model
955.0,3.912164574462449,3.912164574462449,3.912164574462449,3.912164574462449,False,False,False,3.5000000000000004e-05,0.36427974651585937,3.817716857279246,33.49998423170034,reduced_model
960.0,3.9124652615161777,3.9124652615161777,3.9124652615161777,3.9124652615161777,False,False,False,3.5000000000000004e-05,0.3653665424218361,3.818616295770765,33.49998362797049,reduced_model
965.0,3.9127553255334027,3.9127553255334027,3.9127553255334027,3.9127553255334027,False,False,False,3.52e-05,0.3664534189011509,3.8195160945526903,33.49998331890512,reduced_model
