trajectory_id,policy_kind,step_index,time_s,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,audit_core_temperature_c,audit_surface_temperature_c,state_previous_current_a,seed_ann_requested_current_a,exploration_offset_a,exploration_desired_current_a,exploration_applied_current_a,exploration_safety_override,target_current_cap_active,next_voltage_v,next_average_temperature_c,next_soc,reachable_source,source_dataset
active_nominal,ann_constant_offset,0,0.0,0.1,0.0,0.0,25.0,25.0,25.0,0.0,5.9213660538104,0.0,5.9213660538104,2.0,False,False,3.3455056002961303,25.007004458575764,0.10055555555555556,True,active_ann_rollout
active_nominal,ann_constant_offset,1,5.0,0.10055555555555556,0.004590303558635221,0.0010173285277228377,25.007004458575764,25.007045430273152,25.006840571786206,2.0,6.573765629147021,0.0,6.573765629147021,4.0,False,False,3.4008262851352056,25.036521470261302,0.10166666666666667,True,active_ann_rollout
active_nominal,ann_constant_offset,2,10.0,0.10166666666666667,0.012615492407922488,0.0030187437308400898,25.036521470261302,25.03669540701595,25.035825723242702,4.0,6.828455781888064,0.0,6.828455781888064,6.0,False,False,3.4609603507892244,25.10579414910854,0.10333333333333333,True,active_ann_rollout
active_nominal,ann_constant_offset,3,15.0,0.10333333333333333,0.023210976839893545,0.005972089955548304,25.10579414910854,25.106206028735944,25.10414663059893,6.0,7.2144835578013105,0.0,7.2144835578013105,7.2144835578013105,False,False,3.505738297315755,25.210794043429466,0.1053373565438337,True,active_ann_rollout
active_nominal,ann_constant_offset,4,20.0,0.1053373565438337,0.0339269122358407,0.00944669811152397,25.210794043429466,25.21142757147664,25.208259931240757,7.2144835578013105,7.674828012147703,0.0,7.674828012147703,7.674828012147703,False,False,3.5331701950438954,25.335606545296187,0.10746925321387472,True,active_ann_rollout
active_nominal,ann_constant_offset,5,25.0,0.10746925321387472,0.04300211636322569,0.013041932023953949,25.335606545296187,25.336375164487727,25.33253206853002,7.674828012147703,7.931896503792844,0.0,7.931896503792844,7.931896503792844,False,False,3.5547151417047123,25.474420802544834,0.10967255779826163,True,active_ann_rollout
active_nominal,ann_constant_offset,6,30.0,0.10967255779826163,0.050383025985563615,0.016650450952114072,25.474420802544834,25.475294146301028,25.470927427520053,7.931896503792844,8.105996951577332,0.0,8.105996951577332,8.105996951577332,False,False,3.5730772626943885,25.62415357769918,0.11192422361814422,True,active_ann_rollout
active_nominal,ann_constant_offset,7,35.0,0.11192422361814422,0.056305685120461094,0.020229617920768307,25.62415357769918,25.625116171505994,25.620303202471913,8.105996951577332,8.219609631900905,0.0,8.219609631900905,8.219609631900905,False,False,3.5888933512980947,25.782208561604246,0.11420744851589447,True,active_ann_rollout
active_nominal,ann_constant_offset,8,40.0,0.11420744851589447,0.060998319154283595,0.023749624058028128,25.782208561604246,25.783247215315978,25.778053946757318,8.219609631900905,8.270017216294598,0.0,8.270017216294598,8.270017216294598,False,False,3.6021976851036794,25.945791774153054,0.11650467552042075,True,active_ann_rollout
active_nominal,ann_constant_offset,9,45.0,0.11650467552042075,0.06462547053018372,0.02718025230784003,25.945791774153054,25.94689166659786,25.94139220437383,8.270017216294598,8.280441105730702,0.0,8.280441105730702,8.280441105730702,False,False,3.6136182941524297,26.112863853422734,0.11880479804979038,True,active_ann_rollout
active_nominal,ann_constant_offset,10,50.0,0.11880479804979038,0.06736356160508862,0.03050408487237772,26.112863853422734,26.114014066564295,26.10826300085649,8.280441105730702,8.256983395814826,0.0,8.256983395814826,8.256983395814826,False,False,3.6233956595274206,26.281636466368365,0.12109840454862783,True,active_ann_rollout
active_nominal,ann_constant_offset,11,55.0,0.12109840454862783,0.0693586129706526,0.0337073770093316,26.281636466368365,26.282827177596637,26.276873621455277,8.256983395814826,8.09654799677957,0.0,8.09654799677957,8.09654799677957,False,False,3.6290525856257396,26.446687119974108,0.12334744565884438,True,active_ann_rollout
active_nominal,ann_constant_offset,12,60.0,0.12334744565884438,0.07048326942550559,0.03672439179792159,26.446687119974108,26.447886922096004,26.44188791148653,8.09654799677957,8.087387226478274,0.0,8.087387226478274,8.087387226478274,False,False,3.637482529614925,26.612814976368547,0.1255939421106439,True,active_ann_rollout
active_nominal,ann_constant_offset,13,65.0,0.1255939421106439,0.07130381497088623,0.03963816396584984,26.612814976368547,26.614051260975774,26.60786983793964,8.087387226478274,8.174364244519076,0.0,8.174364244519076,8.174364244519076,False,False,3.6479147680075923,26.783265450758027,0.12786459884523252,True,active_ann_rollout
active_nominal,ann_constant_offset,14,70.0,0.12786459884523252,0.07211744771333535,0.04250096888830504,26.783265450758027,26.78455739838669,26.778097660243372,8.174364244519076,8.108732993698002,0.0,8.108732993698002,8.108732993698002,False,False,3.6545236470661147,26.95244298554353,0.1301170246768153,True,active_ann_rollout
active_nominal,ann_constant_offset,15,75.0,0.1301170246768153,0.07257564852405884,0.04523684557949118,26.95244298554353,26.953758656065435,26.947180303455916,8.108732993698002,7.970073417719249,0.0,7.970073417719249,7.970073417719249,False,False,3.658853640491955,27.117410706103257,0.1323309339595151,True,active_ann_rollout
active_nominal,ann_constant_offset,16,80.0,0.1323309339595151,0.07260027153899178,0.047812794600293,27.117410706103257,27.118732687973743,27.112122778621327,7.970073417719249,7.936033510955536,0.0,7.936033510955536,7.936033510955536,False,False,3.6651656270135717,27.28165217276028,0.1345353877125583,True,active_ann_rollout
active_nominal,ann_constant_offset,17,85.0,0.1345353877125583,0.07254056998002699,0.05028725797539939,27.28165217276028,27.283000072867424,27.276260572331694,7.936033510955536,7.827267535589327,0.0,7.827267535589327,7.827267535589327,False,False,3.6694039329704022,27.442349441438367,0.13670962869466644,True,active_ann_rollout
active_nominal,ann_constant_offset,18,90.0,0.13670962869466644,0.07224626138700602,0.05262554133171884,27.442349441438367,27.44370664370402,27.43692063237576,7.827267535589327,7.840469820156115,0.0,7.840469820156115,7.840469820156115,False,False,3.6762419266640367,27.603727565291578,0.13888753697804312,True,active_ann_rollout
active_nominal,ann_constant_offset,19,95.0,0.13888753697804312,0.07205633400542853,0.054894135332548576,27.603727565291578,27.60511813558618,27.59816528411317,7.840469820156115,7.808339481683599,0.0,7.808339481683599,7.808339481683599,False,False,3.681931487040365,27.764149063226405,0.14105652016739967,True,active_ann_rollout
active_nominal,ann_constant_offset,20,100.0,0.14105652016739967,0.07184046895023569,0.05707225803627744,27.764149063226405,27.76556354773371,27.758491125197192,7.808339481683599,7.844325714658476,0.0,7.844325714658476,7.844325714658476,False,False,3.6891317280883125,27.926033610618276,0.14323549953258258,True,active_ann_rollout
active_nominal,ann_constant_offset,21,105.0,0.14323549953258258,0.07176153282362763,0.05919751411536441,27.926033610618276,27.927485988024817,27.92022410099212,7.844325714658476,7.881226650782864,0.0,7.881226650782864,7.881226650782864,False,False,3.696377224167353,28.08946204508827,0.14542472915780003,True,active_ann_rollout
active_nominal,ann_constant_offset,22,110.0,0.14542472915780003,0.07178715883757758,0.06127209629697172,28.08946204508827,28.09095305573384,28.08349800250597,7.881226650782864,7.927183390000682,0.0,7.927183390000682,7.927183390000682,False,False,3.703845714860387,28.25480312022808,0.14762672454391132,True,active_ann_rollout
active_nominal,ann_constant_offset,23,115.0,0.14762672454391132,0.07191181225864965,0.06330226674612634,28.25480312022808,28.256335203406728,28.24867478751348,7.927183390000682,7.964760658871382,0.0,7.964760658871382,7.964760658871382,False,False,3.711111790636228,28.421778311204168,0.1498391580602645,True,active_ann_rollout
active_nominal,ann_constant_offset,24,120.0,0.1498391580602645,0.07209133489381173,0.06528521430712707,28.421778311204168,28.423350187461907,28.41549080617322,7.964760658871382,7.987001389785279,0.0,7.987001389785279,7.987001389785279,False,False,3.7179618565818076,28.589815555130496,0.15205776955742706,True,active_ann_rollout
active_nominal,ann_constant_offset,25,125.0,0.15205776955742706,0.07227671601496533,0.06721468086888684,28.589815555130496,28.59142417708013,28.583381067331974,7.987001389785279,7.990223990541941,0.0,7.990223990541941,7.990223990541941,False,False,3.724252901672749,28.75816555245207,0.15427727622146648,True,active_ann_rollout
active_nominal,ann_constant_offset,26,130.0,0.15427727622146648,0.07242283149631779,0.0690827401136654,28.75816555245207,28.75980673137994,28.7516008367406,7.990223990541941,7.975243220013128,0.0,7.975243220013128,7.975243220013128,False,False,3.729952706905673,28.926076057688405,0.156492621560359,True,active_ann_rollout
active_nominal,ann_constant_offset,27,135.0,0.156492621560359,0.07249778533184106,0.0708821391598837,28.926076057688405,28.927745450634127,28.919398485905518,7.975243220013128,7.945601799795529,0.0,7.945601799795529,7.945601799795529,False,False,3.735107786157807,29.092908028843816,0.1586997331714133,True,active_ann_rollout
active_nominal,ann_constant_offset,28,140.0,0.1586997331714133,0.07248584109403755,0.0726076641743233,29.092908028843816,29.09460181745964,29.08613287438051,7.945601799795529,7.905995818129904,0.0,7.905995818129904,7.905995818129904,False,False,3.7398093536746915,29.25819299204337,0.16089584312089383,True,active_ann_rollout
active_nominal,ann_constant_offset,29,145.0,0.16089584312089383,0.07238600158271963,0.07425666042132792,29.25819299204337,29.259908238839795,29.25133200485766,7.905995818129904,7.86262565136673,0.0,7.86262565136673,7.86262565136673,False,False,3.7442018250720817,29.421700741530934,0.16307990580182904,True,active_ann_rollout
