trajectory_id,policy_kind,step_index,time_s,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,audit_core_temperature_c,audit_surface_temperature_c,state_previous_current_a,seed_ann_requested_current_a,exploration_offset_a,exploration_desired_current_a,exploration_applied_current_a,exploration_safety_override,target_current_cap_active,next_voltage_v,next_average_temperature_c,next_soc,reachable_source,source_dataset,soc_bin_index,split
dagger_round_3_dfn_nominal,ann_dfn_nominal,6,30.0,0.11008517791706388,0.05267583742073295,0.017371056025296934,25.77794991259327,25.77889575403416,25.774166546829715,8.072522898651378,8.03653461865608,0.0,8.03653461865608,8.03653461865608,False,False,3.6362885743286038,25.97787222703164,0.11231754864446834,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,12,60.0,0.12340580593387598,0.06925944622356318,0.03671306870835142,26.987586013949795,26.988829236563884,26.98261312349344,7.9703578596036,7.9710238084200284,0.0,7.9710238084200284,7.9710238084200284,False,False,3.6924938123492463,27.18934870124059,0.12561997921399268,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,18,90.0,0.1367193702166246,0.0722642009215928,0.05255345988473756,28.187143179841144,28.188640689748105,28.181153140213294,8.013915452519557,8.030059923150294,0.0,8.030059923150294,8.030059923150294,False,False,3.720793642538478,28.38426837619579,0.1389499424174997,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,24,120.0,0.15017365267006585,0.07346431953824363,0.06577062553348514,29.357433543760973,29.35917484235642,29.350468349379188,8.105465997076234,8.097963165463192,0.0,8.097963165463192,8.097963165463192,False,False,3.7411729845967026,29.548228356330355,0.15242308688269451,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,30,150.0,0.1634233337172601,0.07216243425892305,0.07622827031942775,30.44362363616534,30.445474231869163,30.43622125335006,7.701874595192308,7.483977387975238,0.0,7.483977387975238,7.483977387975238,False,False,3.7450646520954542,30.600848520933482,0.165502216325031,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,36,180.0,0.1742958653734878,0.059279550584249316,0.0806954871268227,31.15091203019807,31.152442683583033,31.144789416658224,5.540911677409693,5.30687501471525,0.0,5.30687501471525,5.30687501471525,False,False,3.7027443921948393,31.220760311543074,0.17576999732201984,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,42,210.0,0.18286321199206484,0.048836071412024694,0.08056285097228269,31.517492745166066,31.518977925137385,31.5115520252808,5.084146734134844,5.087160198456836,0.0,5.087160198456836,5.087160198456836,False,False,3.6937980757382567,31.572914070974264,0.18427631204719175,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,48,240.0,0.19134807001515097,0.04684908165912664,0.08032595631563728,31.83932940572072,31.840857267871755,31.833217957116574,5.091631260544696,5.090060969150546,0.0,5.090060969150546,5.090060969150546,False,False,3.6970070436867575,31.890710055092484,0.192761975839915,True,dagger_round_3_dfn,0,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,64,320.0,0.21383451319497607,0.0459102944995331,0.0796578420081199,32.593556024266256,32.59517922542322,32.5870632196384,5.01433656494381,5.005230589537516,0.0,5.005230589537516,5.005230589537516,False,False,3.711887827726854,32.63587943992968,0.21522485502540317,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,73,365.0,0.22621980532766459,0.045008119469305545,0.07898943374020281,32.94959747773834,32.95125107666822,32.94298308201881,4.889223546178253,4.866391762316769,0.0,4.866391762316769,4.866391762316769,False,False,3.7189677680382887,32.98509684681653,0.22757158081719703,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,83,415.0,0.23928208696989986,0.042182225700576836,0.07730227600265689,33.24614340479701,33.24777375961394,33.23962198552928,4.4796389880846155,4.409853425082358,0.0,4.409853425082358,4.409853425082358,False,False,3.717951274853367,33.266335404248935,0.24050704625464497,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,92,460.0,0.24970655514593107,0.03763615565082683,0.07405556800761608,33.36297100411582,33.364543196488434,33.356682234625374,4.013852552531658,4.000821774537984,0.0,4.000821774537984,4.000821774537984,False,False,3.7127410654459196,33.37051501090673,0.25081789452774716,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,101,505.0,0.2596314619912795,0.03621137405688681,0.07088261904577668,33.4186307075048,33.420194405713374,33.412375914670534,3.946626926554332,3.9424061137712703,0.0,3.9424061137712703,3.9424061137712703,False,False,3.7177841026266396,33.42354757300939,0.2607265748006604,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,110,550.0,0.2694532165055612,0.03580563573130508,0.06836671355229564,33.45687618396107,33.45843670243754,33.4506341100552,3.9167749784826964,3.914320066312908,0.0,3.914320066312908,3.914320066312908,False,False,3.7252099334853823,33.46039781795605,0.27054052763509256,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,120,600.0,0.2803009950567312,0.03558614013921352,0.06622349781866092,33.486896074195045,33.48845453157368,33.48066224468048,3.897311947140392,3.8958939889689583,0.0,3.8958939889689583,3.8958939889689583,False,False,3.7345030545342217,33.489320810097865,0.2813831878314448,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,129,645.0,0.2899769146397443,0.035120463147597536,0.06466963194128847,33.5012610668013,33.50280843128588,33.49507160886299,3.8126599160498884,3.9366319529762728,0.0,3.9366319529762728,3.8155851466663644,False,False,3.7413283994194435,33.501272842866854,0.29103679940270716,True,dagger_round_3_dfn,1,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,149,745.0,0.31129618057043557,0.03511479127163401,0.062293215403170996,33.50106581985125,33.50261404190628,33.49487293163115,3.8566769187062584,3.9577856770445576,0.0,3.9577856770445576,3.8585780002690506,False,False,3.762250876986175,33.50104341528066,0.31236800779273255,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,159,795.0,0.3220379104492712,0.03528650121947008,0.06170329031887142,33.50080838452533,33.50235802514662,33.49460982204016,3.875378484683579,3.954839293746876,0.0,3.954839293746876,3.87720393828267,False,False,3.772941406203082,33.50077927177961,0.32311491154323857,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,169,845.0,0.3328302258568082,0.03545102469206337,0.061360130425265974,33.500500726494515,33.50205209114849,33.49429526787862,3.893113072984023,3.9473384559734175,0.0,3.9473384559734175,3.894813840679702,False,False,3.783573375510172,33.50046853483457,0.33391211859033043,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,179,895.0,0.3436696949016578,0.03560365374150879,0.06118848995990731,33.50017537654775,33.50172858147893,33.493962556823064,3.9094068926953254,3.937176248280151,0.0,3.937176248280151,3.9109440383939855,False,False,3.7941486191528133,33.50014282480032,0.3447560682456561,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,190,950.0,0.35564219589100865,0.03575408060360173,0.06113186324434689,33.49982379955861,33.50137900482135,33.49360297850766,3.925331442906685,3.9244924124820058,0.0,3.9244924124820058,3.9244924124820058,False,False,3.805722839040182,33.4997449500442,0.3567323326722537,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,200,1000.0,0.3665447078407593,0.03578875316153468,0.061122792408285956,33.49785560513664,33.49941065078075,33.491635422560186,3.925597169519599,3.9258636871343677,0.0,3.9258636871343677,3.9258636871343677,False,False,3.815979590056204,33.49752616110601,0.3676352255316301,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,210,1050.0,0.37745426218213185,0.03581721784309665,0.06112776148889789,33.49383055386119,33.49538552441792,33.48761067163426,3.9292170931293877,3.9296627778302406,0.0,3.9296627778302406,3.9296627778302406,False,False,3.826381772601521,33.4933553004347,0.3785458351759736,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,220,1100.0,0.38837597674480395,0.03585851909199199,0.0611507269903387,33.48870824710167,33.49026317253456,33.4824885453701,3.9340554949718656,3.9345721661634943,0.0,3.9345721661634943,3.9345721661634943,False,False,3.836976798617841,33.48816179893106,0.38946891345762713,True,dagger_round_3_dfn,2,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,241,1205.0,0.4113583665990138,0.03595826512153264,0.061246638918115257,33.476874115094006,33.47842898326445,33.470654642412235,3.945070492182163,3.945579150791961,0.0,3.945579150791961,3.945579150791961,False,False,3.8597181171870574,33.47631511674757,0.41245436080756714,True,dagger_round_3_dfn,3,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,251,1255.0,0.4223245065634633,0.036004038605387687,0.06130637804318046,33.47140342456839,33.47295827009715,33.465184042453366,3.9499956192859433,3.950466096889591,0.0,3.950466096889591,3.950466096889591,False,False,3.8706327108424547,33.470873684875926,0.4234218582570438,True,dagger_round_3_dfn,3,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,261,1305.0,0.4333036932456208,0.03604622755437591,0.06136984574613416,33.46628596175589,33.4678407841172,33.46006667231064,3.9544905794377816,3.954912999248459,0.0,3.954912999248459,3.954912999248459,False,False,3.8814810205517762,33.4657982308014,0.4344022801898565,True,dagger_round_3_dfn,3,train
dagger_round_3_dfn_nominal,ann_dfn_nominal,271,1355.0,0.4442945973573952,0.03608394898593262,0.06143387251639556,33.46163733557802,33.46319213382704,33.45541814258191,3.95847144536212,3.9588383827035787,0.0,3.9588383827035787,3.9588383827035787,False,False,3.8921896694573084,33.461202517014954,0.44539427468592396,True,dagger_round_3_dfn,3,train
