time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,predicted_maximum_voltage_v,predicted_maximum_temperature_c,predicted_terminal_soc,optimizer_success,prediction_feasible,used_fallback,target_current_cap_active,control_decision_updated,solve_time_s,minimum_constraint_margin,source
1470.0,3.91949247088425,0.47723481240803095,3.911839986687943,33.49999978162646,3.9682329409014057,33.50000000009056,0.5371235769629014,True,True,False,False,False,0.0,-9.055867167262477e-11,reduced_model
1475.0,3.919509968020787,0.4783235651769256,3.912758514244016,33.49999991912188,3.972994301413852,33.50000000002976,0.542567438054178,True,True,False,False,True,0.07980379999935394,-2.9757529773632996e-11,reduced_model
1480.0,3.919509968020787,0.47941231794582023,3.913677634693093,33.49999999216783,3.972994301413852,33.50000000002976,0.542567438054178,True,True,False,False,False,0.0,-2.9757529773632996e-11,reduced_model
1485.0,3.919509968020787,0.4805010707147149,3.914597753052241,33.50000000000161,3.972994301413852,33.50000000002976,0.542567438054178,True,True,False,False,False,0.0,-2.9757529773632996e-11,reduced_model
1490.0,3.919509968020787,0.4815898234836095,3.9155189000443325,33.499999942723406,3.972994301413852,33.50000000002976,0.542567438054178,True,True,False,False,False,0.0,-2.9757529773632996e-11,reduced_model
1495.0,3.919509968020787,0.48267857625250415,3.916441105729633,33.49999982105552,3.972994301413852,33.50000000002976,0.542567438054178,True,True,False,False,False,0.0,-2.9757529773632996e-11,reduced_model
1500.0,3.9195243049786574,0.48376733300388713,3.9173647492174943,33.49999993371627,3.9777817401797355,33.50000000005192,0.5480113013622152,True,True,False,False,True,0.08026229999995849,-5.191935770199052e-11,reduced_model
1505.0,3.9195243049786574,0.4848560897552701,3.9182891956863513,33.49999999357063,3.9777817401797355,33.50000000005192,0.5480113013622152,True,True,False,False,False,0.0,-5.191935770199052e-11,reduced_model
1510.0,3.9195243049786574,0.4859448465066531,3.91921478211924,33.49999999999362,3.9777817401797355,33.50000000005192,0.5480113013622152,True,True,False,False,False,0.0,-5.191935770199052e-11,reduced_model
1515.0,3.9195243049786574,0.4870336032580361,3.920141538806734,33.49999995306722,3.9777817401797355,33.50000000005192,0.5480113013622152,True,True,False,False,False,0.0,-5.191935770199052e-11,reduced_model
1520.0,3.9195243049786574,0.48812236000941905,3.9210694954964924,33.49999985338323,3.9777817401797355,33.50000000005192,0.5480113013622152,True,True,False,False,False,0.0,-5.191935770199052e-11,reduced_model
