scenario_id,scenario_kind,initial_soc,ambient_temperature_c,capacity_multiplier,resistance_multiplier,time_constant_multiplier,heat_capacity_multiplier,thermal_resistance_multiplier,heat_gain_multiplier,soc_bias,temperature_bias_c,polarization_fast_bias_v,polarization_slow_bias_v,noise_scale,controller,controller_declared_complete,completion_success,physical_safe,teacher_feasible,charge_time_min,final_true_soc,terminal_true_soc_error,maximum_voltage_v,maximum_temperature_c,maximum_current_a,maximum_current_change_a,optimization_count,optimizer_success_fraction,fallback_count,mean_solve_time_ms,maximum_solve_time_ms,required_optimizer_success_fraction,maximum_allowed_fallback_count,voltage_limit_exceeded,temperature_limit_exceeded,current_limit_exceeded,current_change_limit_exceeded,active_voltage_constraint_count,active_voltage_constraint_fraction,active_temperature_constraint_count,active_temperature_constraint_fraction,active_current_upper_constraint_count,active_current_upper_constraint_fraction,active_current_change_constraint_count,active_current_change_constraint_fraction,infeasibility_reasons
lhs_013,latin_hypercube,0.2619161548315484,17.483023870714703,1.0430609183839894,1.0565018895231435,1.0157099155524103,1.133508111460109,1.1311398342385568,0.909243232598036,0.0026650765084488,-0.109123157750941,-0.0047879517637172,-0.00255195707476,1.0,nominal_mpc,True,True,False,False,33.083333333333336,0.7969699624522869,-0.0030300375477131,4.153391952597655,33.7845174178746,10.0,5.584726837478383,96,0.9583333333333334,4,812.0664510411947,6571.395999999368,0.95,0,False,False,False,True,62,0.6458333333333334,53,0.5520833333333334,7,0.0729166666666666,20,0.2083333333333333,current_change_violation;mpc_fallback
lhs_013,latin_hypercube,0.2619161548315484,17.483023870714703,1.0430609183839894,1.0565018895231435,1.0157099155524103,1.133508111460109,1.1311398342385568,0.909243232598036,0.0026650765084488,-0.109123157750941,-0.0047879517637172,-0.00255195707476,1.0,oracle_mpc,True,True,False,False,33.166666666666664,0.7969754003500895,-0.0030245996499105,4.1475923609591,33.77345041589034,10.0,5.931885841691298,94,0.946808510638298,5,855.9424893615831,7376.86119999853,0.95,0,False,False,False,True,68,0.723404255319149,48,0.5106382978723404,8,0.0851063829787234,18,0.1914893617021276,current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_014,latin_hypercube,0.2660204770554984,16.834726250340697,1.0708004778674836,0.8357300308815048,1.1567165763078384,0.9468050095798668,0.9201373804633411,0.9948039123259508,-0.0034772199940936,-0.4416742397043038,0.0003347640434958,-0.004433629744683,1.0,nominal_mpc,True,True,False,False,30.666666666666668,0.7999655163200892,-3.448367991087942e-05,4.136092679167913,33.886574604615,10.0,6.330277979135209,80,0.9875,1,667.6844425002855,2750.1215000011143,0.95,0,False,False,False,True,53,0.6625,35,0.4375,10,0.125,8,0.1,current_change_violation;mpc_fallback
lhs_014,latin_hypercube,0.2660204770554984,16.834726250340697,1.0708004778674836,0.8357300308815048,1.1567165763078384,0.9468050095798668,0.9201373804633411,0.9948039123259508,-0.0034772199940936,-0.4416742397043038,0.0003347640434958,-0.004433629744683,1.0,oracle_mpc,True,True,False,False,28.916666666666668,0.800819170521368,0.0008191705213679,4.153109977857921,34.18313198952876,10.0,6.937084493518666,86,0.9302325581395348,6,1037.0444162792917,7393.110299999535,0.95,0,False,False,False,True,51,0.5930232558139535,42,0.4883720930232558,12,0.1395348837209302,20,0.2325581395348837,current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_015,latin_hypercube,0.1470050007765928,27.28581954923037,0.9737914906027598,1.051621832261186,1.1907977960377878,1.091601398976092,1.1392670859508534,1.0783624268161538,-0.0001999357942903,0.2233056738239838,-0.0004921065452453,0.003509972954744,1.0,nominal_mpc,False,False,False,False,60.0,0.7307168786154343,-0.0692831213845657,4.140396109826559,33.69013708461503,8.194152828528228,4.776847277061722,213,0.704225352112676,63,1724.9602295770944,7439.484300004551,0.95,0,False,False,False,True,26,0.1220657276995305,213,1.0,0,0.0,86,0.4037558685446009,target_not_reached;current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_015,latin_hypercube,0.1470050007765928,27.28581954923037,0.9737914906027598,1.051621832261186,1.1907977960377878,1.091601398976092,1.1392670859508534,1.0783624268161538,-0.0001999357942903,0.2233056738239838,-0.0004921065452453,0.003509972954744,1.0,oracle_mpc,False,False,False,False,60.0,0.755828045293479,-0.044171954706521,4.1360438004026445,33.59326435846602,7.89467135642528,3.756758098081008,184,0.7880434782608695,39,1327.6622891301529,7830.3245000061,0.95,0,False,False,False,True,23,0.125,178,0.967391304347826,0,0.0,49,0.266304347826087,target_not_reached;current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_016,latin_hypercube,0.2583983988085057,25.653841998313347,1.076807215387398,1.1398287594619028,0.8713004713064227,1.0606133700526668,0.8033360533703556,1.0150784201051912,0.0040242484885577,0.0804676747058078,-0.0035367823532941,0.0040010489249285,1.0,nominal_mpc,True,True,False,False,46.5,0.7941212569085246,-0.0058787430914754,4.152610077113696,33.7675754192766,9.335353489204095,4.222031400364095,129,0.9224806201550388,10,955.1452294572654,6995.006299999659,0.95,0,False,False,False,True,44,0.3410852713178294,97,0.751937984496124,0,0.0,21,0.1627906976744186,current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_016,latin_hypercube,0.2583983988085057,25.653841998313347,1.076807215387398,1.1398287594619028,0.8713004713064227,1.0606133700526668,0.8033360533703556,1.0150784201051912,0.0040242484885577,0.0804676747058078,-0.0035367823532941,0.0040010489249285,1.0,oracle_mpc,True,True,False,False,48.75,0.7953617893149514,-0.0046382106850486,4.137748643495602,33.88343540946943,9.419996925637642,4.914218815170207,150,0.8666666666666667,20,1182.373624666846,7194.054799998412,0.95,0,False,False,False,True,52,0.3466666666666667,109,0.7266666666666667,0,0.0,41,0.2733333333333333,current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_017,latin_hypercube,0.1721887020112486,26.156334656681828,0.910917524987172,1.121862825136953,1.133189679979666,0.9099434747926216,1.027773040508815,1.0496258238720122,0.0049921511131368,0.1807105070424545,0.0022827154099462,-0.0040954090410161,1.0,nominal_mpc,True,True,False,False,53.833333333333336,0.7927296883627489,-0.0072703116372511,4.156987667548869,33.53203566152283,9.102053823133769,4.509280156383484,191,0.774869109947644,43,1622.0672895289767,7264.038199995412,0.95,0,False,False,False,True,39,0.2041884816753926,169,0.8848167539267016,0,0.0,77,0.4031413612565445,current_change_violation;optimizer_success_fraction;mpc_fallback
lhs_017,latin_hypercube,0.1721887020112486,26.156334656681828,0.910917524987172,1.121862825136953,1.133189679979666,0.9099434747926216,1.027773040508815,1.0496258238720122,0.0049921511131368,0.1807105070424545,0.0022827154099462,-0.0040954090410161,1.0,oracle_mpc,True,True,False,False,53.0,0.7914487261916685,-0.0085512738083315,4.141536115435844,33.4338040739884,8.185076736558782,4.04039240496031,165,0.8424242424242424,26,1537.078076363744,7545.475300001271,0.95,0,False,False,False,True,40,0.2424242424242424,143,0.8666666666666667,0,0.0,47,0.2848484848484848,current_change_violation;optimizer_success_fraction;mpc_fallback
