run_key,dataset_sha256,architecture,optimizer,initialization_seed,parameter_count,fit_time_s,stage_iterations_json,stage_reached_iteration_limit_json,warning_count,warnings_json,train_mae_a,train_rmse_a,train_nrmse,train_maximum_absolute_error_a,train_bias_a,train_r2,validation_mae_a,validation_rmse_a,validation_nrmse,validation_maximum_absolute_error_a,validation_bias_a,validation_r2,test_mae_a,test_rmse_a,test_nrmse,test_maximum_absolute_error_a,test_bias_a,test_r2
32-32-16__adam_lbfgs__seed-202,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,adam_lbfgs,202,1793,40.04420069999833,"{""adam"": 1000, ""lbfgs"": 1500}","{""adam"": true, ""lbfgs"": true}",2,"[""Stochastic Optimizer: Maximum iterations (1000) reached and the optimization hasn't converged yet."", ""lbfgs failed to converge after 1500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=1500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.21107478292632303,0.3070077281754439,0.03070077281754439,1.7403408220862677,0.0006418564408102159,0.9748496539767743,0.6112082766040706,0.9937220000150963,0.09937220000150962,5.589916426195509,0.07175880542160737,0.727129204818938,0.7341016044900577,1.1607790711101817,0.11607790711101817,5.870506919882688,0.12102397712080065,0.6519554230140149
32-32-16__adam_lbfgs__seed-22,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,adam_lbfgs,22,1793,37.911653499999375,"{""adam"": 1000, ""lbfgs"": 1500}","{""adam"": true, ""lbfgs"": true}",2,"[""Stochastic Optimizer: Maximum iterations (1000) reached and the optimization hasn't converged yet."", ""lbfgs failed to converge after 1500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=1500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.20951978726922485,0.30584040806601814,0.030584040806601813,1.7253815833758086,0.00028586739855711036,0.9750405461778279,0.6564252261029194,1.0141622132505035,0.10141622132505035,4.422631046889033,0.18887228910121942,0.7157882052431184,0.6871804117014864,1.0308709812665746,0.10308709812665746,4.521667487191527,0.22734524855407556,0.7254987275337668
32-32-16__adam_lbfgs__seed-42,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,adam_lbfgs,42,1793,39.118648499999836,"{""adam"": 1000, ""lbfgs"": 1500}","{""adam"": true, ""lbfgs"": true}",2,"[""Stochastic Optimizer: Maximum iterations (1000) reached and the optimization hasn't converged yet."", ""lbfgs failed to converge after 1500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=1500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.21921252318433102,0.3234023816775056,0.032340238167750564,1.9195061807997247,-0.0009781725583003899,0.9720918032196353,0.6038336327754696,0.9863079487252447,0.09863079487252448,5.599073862283335,0.09439951453785894,0.7311857338858181,0.6753298835193878,1.0272306270988145,0.10272306270988145,3.7704181482962165,0.153677751022431,0.7274340181147869
32-32-16__adam_lbfgs__seed-73,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,adam_lbfgs,73,1793,39.899282599999424,"{""adam"": 1000, ""lbfgs"": 1500}","{""adam"": true, ""lbfgs"": true}",2,"[""Stochastic Optimizer: Maximum iterations (1000) reached and the optimization hasn't converged yet."", ""lbfgs failed to converge after 1500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=1500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.19750758958504738,0.2934324728382948,0.029343247283829484,1.8075138083377897,0.0009747895213151118,0.9770246732884839,0.6130467717881364,0.9836323278008845,0.09836323278008845,4.941642305197405,0.2031650153898961,0.7326422151094627,0.6985121205179109,1.1046610068578502,0.11046610068578502,5.392777911073547,0.136573735213014,0.6847945039655421
32-32-16__lbfgs__seed-101,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,lbfgs,101,1793,33.47798049999983,"{""lbfgs"": 2500}","{""lbfgs"": true}",1,"[""lbfgs failed to converge after 2500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=2500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.2333540682863725,0.33962424312444417,0.033962424312444416,1.88381347175231,0.004272934908903176,0.96922183554684,0.5513434213528153,0.8554921205368463,0.08554921205368463,4.163677001637173,0.09335123237064043,0.7977636238338677,0.6980680003985892,1.1350874383976415,0.11350874383976414,5.737181208361559,0.25570771077539467,0.6671915319997184
32-32-16__lbfgs__seed-202,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,lbfgs,202,1793,33.287069599999086,"{""lbfgs"": 2500}","{""lbfgs"": true}",1,"[""lbfgs failed to converge after 2500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=2500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.22180369614760806,0.3297282219502086,0.03297282219502086,1.8489579671355179,0.001091659091757667,0.970989341282137,0.581192276478394,0.8695817845819424,0.08695817845819423,4.165237999764148,0.10098768151709252,0.7910472387175607,0.7068985488548064,1.0822770134515238,0.10822770134515239,6.226886083974285,0.13998420519883403,0.6974392402748053
32-32-16__lbfgs__seed-22,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,lbfgs,22,1793,37.259543800002575,"{""lbfgs"": 2500}","{""lbfgs"": true}",1,"[""lbfgs failed to converge after 2500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=2500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.21345794576931332,0.31276040304558983,0.03127604030455898,1.8782565362321613,0.0002085121473222872,0.9738982950035973,0.5871444487007034,0.9191953365388267,0.09191953365388267,4.903533071116785,0.15387026198748346,0.766523662716377,0.7325725010484426,1.1493552756902583,0.11493552756902584,4.785664541079643,0.2243631415717857,0.658772267511271
32-32-16__lbfgs__seed-42,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,lbfgs,42,1793,35.20932019999964,"{""lbfgs"": 2500}","{""lbfgs"": true}",1,"[""lbfgs failed to converge after 2500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=2500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.2175693755998374,0.3259066276621079,0.03259066276621079,1.711158540249179,-0.00040605799220326907,0.9716579190914045,0.6042851906301169,0.9256641271495533,0.09256641271495533,4.445334361950029,0.1482190207914331,0.7632259438493876,0.7901145296546794,1.2592981449762273,0.12592981449762272,5.72803761294007,0.3360501054965611,0.5903689580476301
32-32-16__lbfgs__seed-73,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,32-32-16,lbfgs,73,1793,32.93347689999791,"{""lbfgs"": 2500}","{""lbfgs"": true}",1,"[""lbfgs failed to converge after 2500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=2500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.21644997997901286,0.31890552856893306,0.03189055285689331,1.8796313523300494,-0.0020484285649633722,0.9728625244470835,0.6041670019616908,0.969195147954227,0.0969195147954227,4.74689888350399,0.07596440618358445,0.7404328614600664,0.789453967444442,1.2904561767235707,0.12904561767235706,6.815948455659794,0.19560969754721533,0.5698476951105151
64-64-32__adam__seed-101,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam,101,6657,92.7611930000021,"{""adam"": 2500}","{""adam"": true}",1,"[""Stochastic Optimizer: Maximum iterations (2500) reached and the optimization hasn't converged yet.""]",0.1559547771256023,0.23703823764147908,0.023703823764147907,1.654979666133273,-0.0017040551052380983,0.9850072200188953,0.5774776335595223,0.8516136606264112,0.08516136606264112,3.785061015539683,0.04077064185666351,0.7995931852245715,0.6818261479384601,0.9625654115273424,0.09625654115273424,3.1777953539808577,0.17303488723090382,0.7606704982789156
64-64-32__adam__seed-202,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam,202,6657,91.4039585999999,"{""adam"": 2500}","{""adam"": true}",1,"[""Stochastic Optimizer: Maximum iterations (2500) reached and the optimization hasn't converged yet.""]",0.16095488617692094,0.2432990436396646,0.02432990436396646,1.8634357662183714,-0.0002352745454806761,0.9842047627951331,0.6395613801390673,0.9878641294130341,0.09878641294130341,4.654331769282697,0.08119563409127867,0.7303368031190276,0.6968061852959064,1.0129924255638858,0.10129924255638859,4.318635133637139,0.2295460763023276,0.7349375981499364
64-64-32__adam__seed-22,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam,22,6657,93.93523639999694,"{""adam"": 2500}","{""adam"": true}",1,"[""Stochastic Optimizer: Maximum iterations (2500) reached and the optimization hasn't converged yet.""]",0.17195016484387474,0.25063906966872235,0.025063906966872235,1.6800575969097187,0.041599544259207075,0.9832373418469116,0.5778293383559814,0.8897184362558908,0.08897184362558908,3.6811764426007443,0.17297897885734656,0.7812578750662725,0.6701280905979449,0.9887107395067535,0.09887107395067535,3.5861742763132796,0.22042939065199943,0.7474925267881022
64-64-32__adam__seed-42,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam,42,6657,92.7693748999991,"{""adam"": 2500}","{""adam"": true}",1,"[""Stochastic Optimizer: Maximum iterations (2500) reached and the optimization hasn't converged yet.""]",0.1484822765397996,0.22288844731862079,0.02228884473186208,1.5790790377763972,0.023757391842623835,0.9867437566989093,0.6261112960909663,0.9688768967602416,0.09688768967602415,4.315296480095954,0.1525013094385049,0.7406032997647953,0.7789395837199038,1.1761250087965334,0.11761250087965333,5.0556921457672,0.3322373744751616,0.6426920308524697
64-64-32__adam__seed-73,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam,73,6657,92.18242689999897,"{""adam"": 2500}","{""adam"": true}",1,"[""Stochastic Optimizer: Maximum iterations (2500) reached and the optimization hasn't converged yet.""]",0.17344250679587145,0.2589718863624675,0.025897188636246748,1.723665822408242,-0.052790268626043,0.9821042217735323,0.5982542928962499,0.8902357673830573,0.08902357673830573,5.008891672771197,0.0419264409516713,0.7810034237595025,0.7242369837291748,1.043845454829454,0.1043845454829454,3.9793659063041718,0.17448968317430263,0.7185455354689904
64-64-32__adam_lbfgs__seed-101,640b45c017594c3a8f954b498a99058d2e5cc8ecf6cff88425d5df94815de5da,64-64-32,adam_lbfgs,101,6657,78.69109689999823,"{""adam"": 1000, ""lbfgs"": 1500}","{""adam"": true, ""lbfgs"": true}",2,"[""Stochastic Optimizer: Maximum iterations (1000) reached and the optimization hasn't converged yet."", ""lbfgs failed to converge after 1500 iteration(s) (status=1):\nSTOP: TOTAL NO. OF ITERATIONS REACHED LIMIT\n\nIncrease the number of iterations to improve the convergence (max_iter=1500).\nYou might also want to scale the data as shown in:\n    https://scikit-learn.org/stable/modules/preprocessing.html""]",0.09623450895235929,0.1481466697391211,0.014814666973912111,1.6223032640934782,-0.0007597112972334818,0.994143621533322,0.8274637070958909,1.2594837177670428,0.1259483717767043,5.523644646140956,0.15038148505294288,0.5616587297559819,1.0153463346168776,1.5057542635813836,0.15057542635813836,6.427079516360954,0.377531210552462,0.4143421941949973
