controller,seed,trajectory_id,step_index,soc,polarization_v,current_a,terminal_voltage_v,next_soc,elapsed_s
mpc,,closed_00,0,0.4604166666666667,0.0425,10.0,3.9735860364112163,0.46319444444444446,0.014813099995080847
mpc,,closed_00,1,0.46319444444444446,0.054753907981095445,10.0,3.9881695833217616,0.46597222222222223,0.004736299997603055
mpc,,closed_00,2,0.46597222222222223,0.06392340357972265,10.0,3.999668717849839,0.46875,0.004397999997308943
mpc,,closed_00,3,0.46875,0.07078485950569798,10.0,4.008859812705264,0.47152777777777777,0.0037948999961372465
mpc,,closed_00,4,0.47152777777777777,0.07591922888487629,10.0,4.016323821013892,0.47430555555555554,0.0029481000019586645
mpc,,closed_00,5,0.47430555555555554,0.07976123402288886,10.0,4.022495465081355,0.4770833333333333,0.003543899998476263
mpc,,closed_00,6,0.4770833333333333,0.08263617394060807,10.0,4.027700043928524,0.47986111111111107,0.0030658999967272393
mpc,,closed_00,7,0.47986111111111107,0.08478746714131705,10.0,4.032180976058683,0.48263888888888884,0.003201499996066559
mpc,,closed_00,8,0.48263888888888884,0.08639726163020092,10.0,4.036120409477017,0.4854166666666666,0.0029911999954492785
mpc,,closed_00,9,0.4854166666666666,0.08760185721744437,10.0,4.03965464399371,0.4881944444444444,0.006173599998874124
mpc,,closed_00,10,0.4881944444444444,0.08850324589707173,10.0,4.042885671602788,0.49097222222222214,0.015744000003905967
mpc,,closed_00,11,0.49097222222222214,0.08917774741473014,10.0,4.0458898120498965,0.4937499999999999,0.01575040000170702
mpc,,closed_00,12,0.4937499999999999,0.0896824711899517,10.0,4.048724174754568,0.4965277777777777,0.014736500001163222
mpc,,closed_00,13,0.4965277777777777,0.09006015171787443,10.0,4.051431494211941,0.49930555555555545,0.013787800002319273
mpc,,closed_00,14,0.49930555555555545,0.09034276685941273,10.0,4.054043748282929,0.5020833333333332,0.014846699996269308
mpc,,closed_00,15,0.5020833333333332,0.09055424537715898,10.0,4.0567064502815615,0.504861111111111,0.014591799998015631
mpc,,closed_00,16,0.504861111111111,0.09071249296157613,10.0,4.059356449530677,0.5076388888888888,0.01591789999656612
mpc,,closed_00,17,0.5076388888888888,0.09083090828924506,10.0,4.061966616523044,0.5104166666666665,0.019918700003472622
mpc,,closed_00,18,0.5104166666666665,0.09091951747641583,10.0,4.064546977374913,0.5131944444444443,0.021300300002621952
mpc,,closed_00,19,0.5131944444444443,0.09098582298099558,10.0,4.067105034544192,0.515972222222222,0.016687800001818687
mpc,,closed_00,20,0.515972222222222,0.09103543882871917,10.0,4.069646402056614,0.5187499999999998,0.02232390000426676
mpc,,closed_00,21,0.5187499999999998,0.0910725659475147,10.0,4.072175280840108,0.5215277777777776,0.015435699999216013
mpc,,closed_00,22,0.5215277777777776,0.09110034785618501,10.0,4.074694814413477,0.5243055555555554,0.020220200000039767
mpc,,closed_00,23,0.5243055555555554,0.09112113682323672,10.0,4.0772073550452275,0.5270833333333331,0.018275700000231154
mpc,,closed_00,24,0.5270833333333331,0.09113669303127866,10.0,4.079714662917968,0.5298611111111109,0.01817789999768138
mpc,,closed_00,25,0.5298611111111109,0.091148333610055,10.0,4.082218055161443,0.5326388888888887,0.018650899997737724
mpc,,closed_00,26,0.5326388888888887,0.09115704415660225,10.0,4.084718517372688,0.5354166666666664,0.016472300005261786
mpc,,closed_00,27,0.5354166666666664,0.09116356218483862,10.0,4.087216787065623,0.5381944444444442,0.024252199997135904
mpc,,closed_00,28,0.5381944444444442,0.0911684395701852,10.0,4.089713416115668,0.540972222222222,0.02787009999883594
mpc,,closed_00,29,0.540972222222222,0.09117208927634729,10.0,4.0922088174865285,0.5437499999999997,0.02242370000021765
mpc,,closed_00,30,0.5437499999999997,0.09117482032056934,10.0,4.094703300195449,0.5465277777777775,0.02629010000237031
mpc,,closed_00,31,0.5465277777777775,0.09117686393783925,10.0,4.0971970954774175,0.5493055555555553,0.022035699999833014
mpc,,closed_00,32,0.5493055555555553,0.0911783931593407,10.0,4.099690376363617,0.552083333333333,0.02790380000078585
mpc,,closed_00,33,0.552083333333333,0.0911795374628436,10.0,4.102183272331819,0.5548611111111108,0.02517900000384543
mpc,,closed_00,34,0.5548611111111108,0.09118039373546696,10.0,4.1046758802691405,0.5576388888888886,0.02525749999767868
mpc,,closed_00,35,0.5576388888888886,0.09118103447702167,10.0,4.107168272675394,0.5604166666666663,0.023978000004717615
mpc,,closed_00,36,0.5604166666666663,0.09118151393850243,10.0,4.109660503801573,0.5631944444444441,0.025004299997817725
mpc,,closed_00,37,0.5631944444444441,0.09118187271546929,10.0,4.1121526142432385,0.5659722222222219,0.023358799997367896
mpc,,closed_00,38,0.5659722222222219,0.09118214118523613,10.0,4.1146446343777034,0.5687499999999996,0.020816000003833324
mpc,,closed_00,39,0.5687499999999996,0.09118234207888973,9.999999999999996,4.117136586936056,0.5715277777777774,0.019914199998311233
mpc,,closed_00,40,0.5715277777777774,0.09118249240590992,10.0,4.119628488927774,0.5743055555555552,0.021276300001773052
mpc,,closed_00,41,0.5743055555555552,0.09118260489434643,9.999999999999998,4.122120353080909,0.577083333333333,0.023310100004891865
mpc,,closed_00,42,0.577083333333333,0.09118268906849113,9.999999999999995,4.124612188919753,0.5798611111111107,0.028742099995724857
mpc,,closed_00,43,0.5798611111111107,0.09118275205529097,9.999999999999998,4.127104003571251,0.5826388888888885,0.024308700005349237
mpc,,closed_00,44,0.5826388888888885,0.09118279918778004,9.999999999999998,4.1295958023684385,0.5854166666666663,0.029674199999135453
mpc,,closed_00,45,0.5854166666666663,0.09118283445662258,10.0,4.13208758930198,0.588194444444444,0.026385400000435766
mpc,,closed_00,46,0.588194444444444,0.09118286084799887,9.999999999999996,4.134579367358055,0.5909722222222218,0.024025399994570762
mpc,,closed_00,47,0.5909722222222218,0.0911828805964423,9.999999999999998,4.137071138771196,0.5937499999999996,0.02385130000038771
mpc,,closed_00,48,0.5937499999999996,0.09118289537403533,10.0,4.139562905213488,0.5965277777777773,0.01919849999831058
mpc,,closed_00,49,0.5965277777777773,0.0911829064319831,9.970591870905098,4.141427069692133,0.5992973866308066,0.02143200000136858
mpc,,closed_00,50,0.5992973866308066,0.09111541858673322,9.888919730042339,4.142101042352634,0.6020443087780405,0.023948800000653137
mpc,,closed_00,51,0.6020443087780405,0.09087746804407423,9.807930827408462,4.142959126186957,0.6047687340078762,0.023256700005731545
mpc,,closed_00,52,0.6047687340078762,0.09051352984354633,9.727615863482857,4.143805306336097,0.6074708495255103,0.024613700006739236
mpc,,closed_00,53,0.6074708495255103,0.09005686293689305,9.647966548657402,4.1445490184281715,0.6101508402334708,0.02475140000024112
mpc,,closed_00,54,0.6101508402334708,0.08953233569021944,9.568975359741433,4.145215168732422,0.61280888894451,0.02745909999794094
mpc,,closed_00,55,0.61280888894451,0.08895853962447775,9.490635357725555,4.145822396896985,0.6154451765438782,0.029651000004378147
mpc,,closed_00,56,0.6154451765438782,0.08834937069131785,9.41294005133933,4.146384654487102,0.6180598821136947,0.028160600006231107
mpc,,closed_00,57,0.6180598821136947,0.08771521221526299,9.3358832949029,4.146912385880831,0.6206531830289455,0.02694080000219401
mpc,,closed_00,58,0.6206531830289455,0.08706381984487893,9.259459211858669,4.147413411691342,0.6232252550322396,0.026307400003133807
mpc,,closed_00,59,0.6232252550322396,0.0864009835787352,9.183662137412984,4.147893589649036,0.6257762722926321,0.02865849999943748
mpc,,closed_00,60,0.6257762722926321,0.08573102302218102,9.10848657558347,4.148357309004798,0.6283064074525164,0.030610599998908583
mpc,,closed_00,61,0.6283064074525164,0.085057157885215,9.033927167007842,4.1488078603912095,0.6308158316655742,0.025666500005172566
mpc,,closed_00,62,0.6308158316655742,0.08438178514902064,8.959978664649118,4.149247712511334,0.6333047146279768,0.026418099994771183
mpc,,closed_00,63,0.6333047146279768,0.083706686411578,8.886635915749684,4.149678719132708,0.6357732246045739,0.019155600006342866
mpc,,closed_00,64,0.6357732246045739,0.08303318300121146,8.813893848083726,4.1501022739356035,0.6382215284512638,0.018265500002598856
mpc,,closed_00,65,0.6382215284512638,0.08236225201519151,8.74174745957063,4.150519426353982,0.6406497916344779,0.016354899998987094
mpc,,closed_00,66,0.6406497916344779,0.08169461312659912,8.670191810593177,4.1509309682393365,0.6430581782485315,0.025949100003344938
mpc,,closed_00,67,0.6430581782485315,0.08103079352353666,8.599222017992474,4.151337498690368,0.6454468510313072,0.02481870000337949
mpc,,closed_00,68,0.6454468510313072,0.08037117648880708,8.528833250600547,4.151739472554158,0.6478159713786962,0.02382989999750862
mpc,,closed_00,69,0.6478159713786962,0.0797160377414231,8.45902072580085,4.152137236709778,0.6501656993580853,0.027184400001715403
mpc,,closed_00,70,0.6501656993580853,0.07906557262275675,8.389779706816002,4.152531057211031,0.6524961937210898,0.031572899999446236
mpc,,closed_00,71,0.6524961937210898,0.07841991643347995,8.321105500686397,4.152921139593921,0.6548076119157249,0.02730889999656938
mpc,,closed_00,72,0.6548076119157249,0.0777791596468854,8.255419232547773,4.153359412499185,0.6571007839247659,0.033576200003153645
mpc,,closed_00,73,0.6571007839247659,0.07714892681303531,8.194918926237055,4.153899299274099,0.6593771502931651,0.034340600002906285
mpc,,closed_00,74,0.6593771502931651,0.07653847153344315,8.134860717841711,4.154450360956511,0.6616368338258989,0.029502000004868023
mpc,,closed_00,75,0.6616368338258989,0.07594383031207924,8.075241695387415,4.155008703712261,0.6638799565190621,0.023508799997216556
mpc,,closed_00,76,0.6638799565190621,0.07536203061499712,8.016058889989246,4.155571422586574,0.6661066395440591,0.024854099996446166
mpc,,closed_00,77,0.6661066395440591,0.07479084130616911,7.957309291506439,4.156136352257014,0.6683170032361443,0.02634319999924628
mpc,,closed_00,78,0.6683170032361443,0.07422858593666497,7.898989864768064,4.156701880656637,0.6705111670874687,0.02287600000272505
mpc,,closed_00,79,0.6705111670874687,0.07367400306776528,7.841097561624393,4.157266809546833,0.6726892497434755,0.02112170000327751
mpc,,closed_00,80,0.6726892497434755,0.07312614177958962,7.783629329887657,4.157830250212879,0.6748513690017777,0.03136349999840604
mpc,,closed_00,81,0.6748513690017777,0.07258428350160791,7.72658212002234,4.158391545436038,0.676997641812895,0.036237799999071285
mpc,,closed_00,82,0.676997641812895,0.07204788353442917,7.669952890091822,4.158950211121689,0.679128184282365,0.03660430000309134
mpc,,closed_00,83,0.679128184282365,0.07151652730240439,7.613738609418254,4.159505892632315,0.6812431116738701,0.03270630000042729
mpc,,closed_00,84,0.6812431116738701,0.07098989762621963,7.557936261271082,4.160058332120821,0.6833425384131121,0.02811410000140313
mpc,,closed_00,85,0.6833425384131121,0.07046775023942507,7.502542844869832,4.160607344093963,0.6854265780922426,0.021129900000232738
mpc,,closed_00,86,0.6854265780922426,0.06994989547225766,7.4475553767895555,4.161152797130919,0.6874953434746841,0.020784200001799036
mpc,,closed_00,87,0.6874953434746841,0.0694361845490264,7.392970892024462,4.161694600208554,0.6895489465002465,0.02659240000502905
mpc,,closed_00,88,0.6895489465002465,0.06892649933700298,7.338786444710892,4.16223269247122,0.691587498290444,0.029044800001429394
mpc,,closed_00,89,0.691587498290444,0.0684207446772627,7.2849991086421975,4.162767035578304,0.6936111091539557,0.02821840000251541
mpc,,closed_00,90,0.6936111091539557,0.06791884264709942,7.23160597761017,4.16329760797978,0.6956198885921808,0.035333100000570994
mpc,,closed_00,91,0.6956198885921808,0.06742072826742296,7.1786041656253055,4.163824400634276,0.6976139453048545,0.02484349999576807
mpc,,closed_00,92,0.6976139453048545,0.06692634629114627,7.125990807039303,4.164347413806099,0.6995933871956987,0.03692299999966053
mpc,,closed_00,93,0.6995933871956987,0.06643564880024407,7.073763056602285,4.16486665466958,0.7015583213780883,0.03376669999852311
mpc,,closed_00,94,0.7015583213780883,0.06594859340778338,7.021918089462557,4.165177120768816,0.7035088541807167,0.03556350000144448
mpc,,closed_00,95,0.7035088541807167,0.06546514191251773,6.970453101134475,4.1654322430874275,0.705445091153254,0.027548899997782428
mpc,,closed_00,96,0.705445091153254,0.06498525929205759,6.919365307433022,4.165685521084946,0.7073671370719854,0.028543700005684514
mpc,,closed_00,97,0.7073671370719854,0.06450891294931818,6.868651944389384,4.165936961850092,0.7092750959454269,0.029184200000599958
mpc,,closed_00,98,0.7092750959454269,0.064036072148449,6.818310268150307,4.166186574039069,0.7111690710199131,0.028265599998121615
mpc,,closed_00,99,0.7111690710199131,0.06356670759251364,6.7683375548666005,4.166434367456127,0.7130491647851538,0.028265799999644514
mpc,,closed_00,100,0.7130491647851538,0.06310079110721531,6.718731100573164,4.166680352739961,0.7149154789797575,0.028551399998832494
mpc,,closed_00,101,0.7149154789797575,0.06263829540395593,6.6694882210635855,4.166924541129294,0.7167681145967196,0.038134100002935156
mpc,,closed_00,102,0.7167681145967196,0.06217919390224749,6.620606251759905,4.16716694428768,0.7186071718888751,0.03989229999569943
mpc,,closed_00,103,0.7186071718888751,0.061723460596524976,6.572082547579996,4.167407574172622,0.720432750374314,0.03683719999389723
mpc,,closed_00,104,0.720432750374314,0.06127106995617931,6.523914482803452,4.167646442937838,0.7222449488417594,0.03728950000368059
mpc,,closed_00,105,0.7222449488417594,0.060821996850445,6.476099450935382,4.167883562860311,0.7240438653559081,0.036828699994657654
mpc,,closed_00,106,0.7240438653559081,0.06037621649188163,6.428634864570714,4.1681189462859045,0.7258295972627333,0.03280230000382289
mpc,,closed_00,107,0.7258295972627333,0.05993370439376999,6.381518155257328,4.168352605588828,0.7276022411947493,0.043825699998706114
mpc,,closed_00,108,0.7276022411947493,0.059494436337918,6.334746773360157,4.168584553141502,0.7293618930762382,0.043624400001135655
mpc,,closed_00,109,0.7293618930762382,0.05905838835025806,6.288318187925031,4.168814801292173,0.7311086481284396,0.047510100004728884
mpc,,closed_00,110,0.7311086481284396,0.05862553668227441,6.2422298865432895,4.169043362348341,0.7328426008747015,0.04775470000458881
mpc,,closed_00,111,0.7328426008747015,0.05819585779679455,6.196479375216796,4.169270248564512,0.7345638451455951,0.04498279999825172
mpc,,closed_00,112,0.7345638451455951,0.0577693283570473,6.151064178224184,4.169495472133232,0.7362724740839908,0.06181710000237217
mpc,,closed_00,113,0.7362724740839908,0.05734592521816809,6.105981837987199,4.169719045178506,0.7379685801500984,0.053917199998977594
mpc,,closed_00,114,0.7379685801500984,0.056925625420535565,6.06122991493824,4.169940979751065,0.7396522551264701,0.05924070000037318
mpc,,closed_00,115,0.7396522551264701,0.05650840618448156,6.016805987388872,4.170161287824977,0.741323590122967,0.049005400003807154
mpc,,closed_00,116,0.741323590122967,0.056094244906030696,5.972707651398762,4.170379981295266,0.7429826755816888,0.06215440000232775
mpc,,closed_00,117,0.7429826755816888,0.055683119153411655,5.928932520646058,4.170597071976303,0.7446296012818683,0.06889809999847785
mpc,,closed_00,118,0.7446296012818683,0.055275006664149015,5.885478226298259,4.170812571600747,0.7462644563447289,0.0636478000014904
mpc,,closed_00,119,0.7462644563447289,0.05486988534259077,5.842342416884235,4.1710264918189175,0.7478873292383079,0.058412400001543574
mpc,,closed_00,120,0.7478873292383079,0.05446773325776443,5.799522758166977,4.17123884419848,0.7494983077822432,0.05792769999970915
mpc,,closed_00,121,0.7494983077822432,0.05406852864148075,5.757016933017216,4.171449640224356,0.7510974791525258,0.056810100002621766
mpc,,closed_00,122,0.7510974791525258,0.05367224988662461,5.714822641288443,4.171658891298825,0.752684929886217,0.06584799999836832
mpc,,closed_00,123,0.752684929886217,0.053278875545589396,5.672937599692259,4.17186660874174,0.7542607458861316,0.06244940000033239
mpc,,closed_00,124,0.7542607458861316,0.05288838432881918,5.631359541674684,4.172072803790843,0.7558250124254856,0.053518000000622123
mpc,,closed_00,125,0.7558250124254856,0.05250075510343411,5.590086217293919,4.1722774876021544,0.7573778141525117,0.05190459999721497
mpc,,closed_00,126,0.7573778141525117,0.0521159668919212,5.549115393098183,4.172480671250404,0.758919235095039,0.05162929999642074
mpc,,closed_00,127,0.758919235095039,0.05173399887087425,5.508444852005135,4.172682365729514,0.7604493586650404,0.05081679999420885
mpc,,closed_00,128,0.7604493586650404,0.051354830369774195,5.468072393181904,4.172882581953101,0.7619682676631465,0.057978700002422556
mpc,,closed_00,129,0.7619682676631465,0.05097844086980116,5.427995831925885,4.1730813307549885,0.7634760442831259,0.06056420000095386
mpc,,closed_00,130,0.7634760442831259,0.05060481000267188,5.388212999546431,4.173278622889748,0.7649727701163332,0.06956440000067232
mpc,,closed_00,131,0.7649727701163332,0.0502339175494982,5.348721743247906,4.173474469033242,0.7664585261561243,0.053583100001560524
mpc,,closed_00,132,0.7664585261561243,0.04986574343966459,5.309519926012674,4.173668879783174,0.7679333928022389,0.04312209999625338
mpc,,closed_00,133,0.7679333928022389,0.04950026774971953,5.21654239819796,4.172708107747681,0.769382432357294,0.04844059999595629
mpc,,closed_00,134,0.769382432357294,0.04901338784671123,4.981087731957564,4.168561007681776,0.7707660678383933,0.06669259999762289
mpc,,closed_00,135,0.7707660678383933,0.04810865554112621,4.755991841398011,4.164155528247273,0.7720871766832261,0.06285190000198781
mpc,,closed_00,136,0.7720871766832261,0.04691502278273653,4.541059971212749,4.159619174911917,0.7733485822307852,0.0581977999972878
mpc,,closed_00,137,0.7733485822307852,0.045528536230839564,4.335837613947,4.1550409535413335,0.7745529815679927,0.05503160000080243
mpc,,closed_00,138,0.7745529815679927,0.044020023623846966,4.1399160889020505,4.150485510171947,0.7757029582593543,0.0613080999974045
mpc,,closed_00,139,0.7757029582593543,0.04244154677453993,3.952829147988805,4.1459973894619715,0.7768009663560179,0.05189840000093682
mpc,,closed_00,140,0.7768009663560179,0.04083099298652733,3.773602838941903,4.14159600468926,0.7778491893668351,0.056512900002417155
mpc,,closed_00,141,0.7778491893668351,0.03921447764006467,3.593023153031691,4.137112891562934,0.7788472513537884,0.03754509999998845
mpc,,closed_00,142,0.7788472513537884,0.03759039510456947,3.4381634073214355,4.1331238614892,0.779802296744711,0.04166909999912605
mpc,,closed_00,143,0.779802296744711,0.03601968127210017,3.289927968293853,4.129289059025239,0.7807161656247926,0.03248359999997774
mpc,,closed_00,144,0.7807161656247926,0.034504106577546295,3.147971428719612,4.125604616152279,0.7815906021327703,0.040667799999937415
mpc,,closed_00,145,0.7815906021327703,0.03304420306032991,3.0120405464204016,4.1220673029922015,0.7824272800623315,0.031504800004768185
mpc,,closed_00,146,0.7824272800623315,0.03163978761181005,2.858851503609954,4.118181613258743,0.783221405480001,0.04277810000348836
