coverage_source,minimum_prediction_margin,next_polarization_v,next_soc,plan_block_00_a,plan_block_01_a,plan_block_02_a,split,state_polarization_v,state_soc,step_index,teacher_current_a,teacher_objective,teacher_optimizer_success,teacher_prediction_feasible,teacher_solve_time_s,teacher_used_fallback,terminal_voltage_v,trajectory_id
original_level1,0.3264279314905929,0.0793217596189079,0.1231597222222222,10.0,10.0,10.0,train,0.0753319251615138,0.1203819444444444,1,10.0,26.63529600694448,True,True,0.004652999996324,False,3.62322803596134,level1_006
original_level1,0.3237541213374735,0.0823073189647726,0.1259375,10.0,10.0,10.0,train,0.0793217596189079,0.1231597222222222,2,10.0,26.380620081018552,True,True,0.0042396000062581,False,3.63247569847452,level1_006
original_level1,0.321080311212286,0.0845413877470404,0.1287152777777777,10.0,10.0,10.0,train,0.0823073189647726,0.1259375,3,10.0,26.12717872299386,True,True,0.0029649999996763,False,3.640719085876172,level1_006
original_level1,0.3184065011079999,0.0862131225028128,0.1314930555555555,10.0,10.0,10.0,train,0.0845413877470404,0.1287152777777777,4,10.0,25.87497193287041,True,True,0.0026549999965936,False,3.648210982714226,level1_006
original_level1,0.3157326910193543,0.0874640674673724,0.1342708333333333,10.0,10.0,10.0,train,0.0862131225028128,0.1314930555555555,5,10.0,25.62399971064818,True,True,0.0027095999976154,False,3.655140545525785,level1_006
original_level1,0.3131591610122988,0.0884001389936438,0.137048611111111,10.0,10.0,10.0,train,0.0874640674673724,0.1342708333333333,6,10.0,25.3742620563272,True,True,0.0027052000004914,False,3.661649318546131,level1_006
original_level1,0.3107824770771108,0.0891005933918153,0.1398263888888888,10.0,10.0,10.0,train,0.0884001389936438,0.137048611111111,7,10.0,25.12575896990744,True,True,0.0026722999973571,False,3.667843218128189,level1_006
original_level1,0.3264947786977976,0.026692975462343,0.1230902777777777,10.0,10.0,10.0,train,0.005,0.1203125,0,10.0,26.64167872299386,True,True,0.0037505000000237,False,3.5527646650984317,level1_007
original_level1,0.3238209680522987,0.04292564534447,0.1258680555555555,10.0,10.0,10.0,train,0.026692975462343,0.1230902777777777,1,10.0,26.3869719328704,True,True,0.0028160000001662,False,3.579715468616561,level1_007
original_level1,0.3211471575586677,0.0550724147887779,0.1286458333333333,10.0,10.0,10.0,train,0.04292564534447,0.1258680555555555,2,10.0,26.133499710648184,True,True,0.003771499999857,False,3.6012059665544744,level1_007
original_level1,0.3184733471786787,0.0641617395273797,0.1314236111111111,10.0,10.0,10.0,train,0.0550724147887779,0.1286458333333333,3,10.0,25.8812620563272,True,True,0.0038283000030787,False,3.6186105640545687,level1_007
original_level1,0.3157995368837261,0.0709632042775379,0.1342013888888888,10.0,10.0,10.0,train,0.0641617395273797,0.1314236111111111,4,10.0,25.630258969907445,True,True,0.004715800001577,False,3.632957716848957,level1_007
original_level1,0.3132185785689683,0.0760526827677476,0.1369791666666666,10.0,10.0,10.0,train,0.0709632042775379,0.1342013888888888,5,10.0,25.38049045138893,True,True,0.0053976999988663,False,3.645017009654902,level1_007
original_level1,0.3108418945182616,0.0798610964335986,0.1397569444444444,10.0,10.0,10.0,train,0.0760526827677476,0.1369791666666666,6,10.0,25.131956500771643,True,True,0.0026833999945665,False,3.655364316200898,level1_007
original_level1,0.3084652105031851,0.0827109001370904,0.1425347222222221,10.0,10.0,10.0,train,0.0798610964335986,0.1397569444444444,7,10.0,24.884657118055596,True,True,0.0027000999980373,False,3.664430557922536,level1_007
original_level1,0.3238878127941769,0.0566246368156789,0.1257986111111111,10.0,10.0,10.0,train,0.045,0.1230208333333333,0,10.0,26.39332455632719,True,True,0.0026947000005748,False,3.597891047452823,level1_008
original_level1,0.3212140024287095,0.0653232541287394,0.1285763888888889,10.0,10.0,10.0,train,0.0566246368156789,0.1257986111111111,1,10.0,26.13982146990744,True,True,0.0039255000010598,False,3.614773512324289,level1_008
original_level1,0.3185401921446242,0.0718323558201593,0.1313541666666666,10.0,10.0,10.0,train,0.0653232541287394,0.1285763888888889,2,10.0,25.88755295138892,True,True,0.0027354999983799,False,3.628729957693136,level1_008
original_level1,0.315866381921436,0.0767030615087094,0.1341319444444444,10.0,10.0,10.0,train,0.0718323558201593,0.1313541666666666,3,10.0,25.63651900077164,True,True,0.0027446999956737,False,3.640496887440342,level1_008
original_level1,0.3132779955070535,0.0803477693392455,0.1369097222222222,10.0,10.0,10.0,train,0.0767030615087094,0.1341319444444444,4,10.0,25.386719618055587,True,True,0.0053173999986029,False,3.650625421184679,level1_008
original_level1,0.3109013114965302,0.0830750733521321,0.1396874999999999,10.0,10.0,10.0,train,0.0803477693392455,0.1369097222222222,5,10.0,25.138154803240774,True,True,0.0047505000038654,False,3.6595279570710018,level1_008
original_level1,0.308524627511523,0.0851158918551649,0.1424652777777777,10.0,10.0,10.0,train,0.0830750733521321,0.1396874999999999,6,10.0,24.890824556327196,True,True,0.0042867000011028,False,3.6675130891396734,level1_008
original_level1,0.3061479435456089,0.0866430190630749,0.1452430555555555,10.0,10.0,10.0,train,0.0851158918551649,0.1424652777777777,7,10.0,24.64472887731485,True,True,0.0038105999992694,False,3.6748117356984937,level1_008
original_level1,0.3212808485593434,0.041658806139011,0.1285069444444444,10.0,10.0,10.0,test,0.025,0.1257291666666666,0,10.0,26.146144000771635,True,True,0.0048710000046412,False,3.583017429807215,level1_009
original_level1,0.3186070380538606,0.0541244497366047,0.1312847222222222,10.0,10.0,10.0,test,0.041658806139011,0.1285069444444444,1,10.0,25.89384461805559,True,True,0.0047329000008176,False,3.6049340640020127,level1_009
original_level1,0.3159332276650022,0.0634523853044686,0.1340624999999999,10.0,10.0,10.0,test,0.0541244497366047,0.1312847222222222,2,10.0,25.64277980324077,True,True,0.0049718000009306,False,3.6226575356553927,level1_009
original_level1,0.313337412973325,0.0704324005180445,0.1368402777777777,10.0,10.0,10.0,test,0.0634523853044686,0.1340624999999999,3,10.0,25.3929495563272,True,True,0.0049156000022776,False,3.637243299279043,level1_009
original_level1,0.3109607288700369,0.0756554868083917,0.1396180555555555,10.0,10.0,10.0,test,0.0704324005180445,0.1368402777777777,4,10.0,25.14435387731485,True,True,0.0048153000025195,False,3.6494811425484057,level1_009
original_level1,0.3085840448156141,0.0795638780599398,0.1423958333333332,10.0,10.0,10.0,test,0.0756554868083917,0.1396180555555555,5,10.0,24.89699276620374,True,True,0.0033990000010817,False,3.65996205689454,level1_009
original_level1,0.3062073607977571,0.0824884941443818,0.145173611111111,10.0,10.0,10.0,test,0.0795638780599398,0.1423958333333332,6,10.0,24.650866222993866,True,True,0.0037231000023894,False,3.669128276201874,level1_009
original_level1,0.3038306768072618,0.0846769596000826,0.1479513888888888,10.0,10.0,10.0,test,0.0824884941443818,0.145173611111111,7,10.0,24.40597424768523,True,True,0.004087299996172,False,3.677310720342103,level1_009
original_level1,0.3186738826557223,0.0715904674923468,0.1312152777777777,10.0,10.0,10.0,train,0.065,0.1284375,0,10.0,25.9001370563272,True,True,0.003013399997144,False,3.628143812161607,level1_010
original_level1,0.3160000724302714,0.0765220585208742,0.1339930555555555,10.0,10.0,10.0,train,0.0715904674923468,0.1312152777777777,1,10.0,25.649041377314852,True,True,0.002937600002042,False,3.63999210770974,level1_010
original_level1,0.3133968297075453,0.0802123263358499,0.1367708333333333,10.0,10.0,10.0,train,0.0765220585208742,0.1339930555555555,2,10.0,25.399180266203743,True,True,0.0036733000015374,False,3.650181526794054,level1_010
original_level1,0.3110201456957551,0.0829737224993742,0.139548611111111,10.0,10.0,10.0,train,0.0802123263358499,0.1367708333333333,3,10.0,25.150553722993862,True,True,0.0054452000040328,False,3.659129622664816,level1_010
original_level1,0.3086434617097997,0.0850400518700994,0.1423263888888888,10.0,10.0,10.0,train,0.0829737224993742,0.139548611111111,4,10.0,24.903161747685225,True,True,0.0049663000027067,False,3.667148846884127,level1_010
original_level1,0.306266777743176,0.0865862686443243,0.1451041666666666,10.0,10.0,10.0,train,0.0850400518700994,0.1423263888888888,5,10.0,24.65700434027782,True,True,0.0050925999967148,False,3.6744730043106393,level1_010
original_level1,0.3038900937910185,0.0877432895659481,0.1478819444444443,10.0,10.0,10.0,train,0.0865862686443243,0.1451041666666666,6,10.0,24.41208150077164,True,True,0.0037790999995195,False,3.6812770491406495,level1_010
original_level1,0.3015134098496861,0.0886090785260672,0.1506597222222221,10.0,10.0,10.0,train,0.0877432895659481,0.1478819444444443,7,10.0,24.16839322916671,True,True,0.004294900005334,False,3.687691898118061,level1_010
original_level1,0.3160669192552832,0.034175890800677,0.1339236111111111,10.0,10.0,10.0,test,0.015,0.1311458333333333,0,10.0,25.65530372299387,True,True,0.0048203999976976,False,3.583270194515999,level1_011
original_level1,0.313456247983054,0.0485250475405373,0.1367013888888889,10.0,10.0,10.0,test,0.034175890800677,0.1339236111111111,1,10.0,25.40541174768522,True,True,0.0047216999955708,False,3.6077039133724624,level1_011
original_level1,0.3110795636748067,0.0592624000466232,0.1394791666666666,10.0,10.0,10.0,test,0.0485250475405373,0.1367013888888889,2,10.0,25.156754340277818,True,True,0.0051717000023927,False,3.627310898168109,level1_011
original_level1,0.308702879467015,0.0672970700227121,0.1422569444444444,10.0,10.0,10.0,test,0.0592624000466232,0.1394791666666666,3,10.0,24.909331500771643,True,True,0.0054422999965026,False,3.6433060787299816,level1_011
original_level1,0.306326195334393,0.0733093455429648,0.1450347222222222,10.0,10.0,10.0,test,0.0672970700227121,0.1422569444444444,4,10.0,24.663143229166703,True,True,0.0053943000020808,False,3.6565985767618567,level1_011
original_level1,0.3039495112580206,0.0778082804138437,0.1478124999999999,10.0,10.0,10.0,test,0.0733093455429648,0.1450347222222222,5,10.0,24.418189525463,True,True,0.0037897000001976,False,3.667868680337896,level1_011
original_level1,0.3015728272237381,0.0811747952889902,0.1505902777777777,10.0,10.0,10.0,test,0.0778082804138437,0.1478124999999999,6,10.0,24.174470389660527,True,True,0.0045326000035856,False,3.677625443264562,level1_011
original_level1,0.2991961432209526,0.0836939298685865,0.1533680555555555,10.0,10.0,10.0,test,0.0811747952889902,0.1505902777777777,7,10.0,23.93198582175929,True,True,0.0041479999999864,False,3.686249786195495,level1_011
original_level1,0.3135156645015988,0.0641075521540129,0.1366319444444444,10.0,10.0,10.0,train,0.055,0.1338541666666666,0,10.0,25.41164400077164,True,True,0.0033297999980277,False,3.628396576870391,level1_012
original_level1,0.3111389803391371,0.0709226563248068,0.1394097222222222,10.0,10.0,10.0,train,0.0641075521540129,0.1366319444444444,1,10.0,25.162955729166708,True,True,0.0033179000020027,False,3.6427619570801903,level1_012
original_level1,0.308762296240435,0.0760223410780046,0.1421874999999999,10.0,10.0,10.0,train,0.0709226563248068,0.1394097222222222,2,10.0,24.915502025463,True,True,0.0046338000029209,False,3.6548348893067706,level1_012
original_level1,0.3063856121894446,0.0798383920040418,0.1449652777777777,10.0,10.0,10.0,train,0.0760223410780046,0.1421874999999999,3,10.0,24.66928288966054,True,True,0.0037967999960528,False,3.6651924021157543,level1_012
original_level1,0.3040089281741558,0.0826939106046725,0.1477430555555555,10.0,10.0,10.0,train,0.0798383920040418,0.1449652777777777,4,10.0,24.424298321759306,True,True,0.0036658999961218,False,3.6742662810975775,level1_012
original_level1,0.3016322441855825,0.0848306709982282,0.1505208333333332,10.0,10.0,10.0,train,0.0826939106046725,0.1477430555555555,5,10.0,24.180548321759307,True,True,0.0035926999989897,False,3.682379627753996,level1_012
original_level1,0.2992555602170004,0.0864295907105565,0.153298611111111,10.0,10.0,10.0,train,0.0848306709982282,0.1505208333333332,6,10.0,23.93803288966054,True,True,0.0042761000004247,False,3.689774216203338,level1_012
original_level1,0.2968788762633769,0.0876260487945711,0.1560763888888888,10.0,10.0,10.0,train,0.0864295907105565,0.153298611111111,7,10.0,23.69675202546301,True,True,0.0040501999974367,False,3.6966309639714527,level1_012
original_level1,0.3111983982464381,0.0491417214773449,0.1393402777777777,10.0,10.0,10.0,train,0.035,0.1365625,0,10.0,25.169157889660525,True,True,0.0042113999952562,False,3.613522959224783,level1_013
original_level1,0.3088217139439599,0.0597238519326721,0.1421180555555555,10.0,10.0,10.0,train,0.0491417214773449,0.1393402777777777,1,10.0,24.921673321759293,True,True,0.0034769999983836,False,3.632922508757914,level1_013
original_level1,0.3064450297404852,0.0676423705623139,0.1448958333333333,10.0,10.0,10.0,train,0.0597238519326721,0.1421180555555555,2,10.0,24.675423321759297,True,True,0.0036197000008542,False,3.648762467269028,level1_013
original_level1,0.3040683456110939,0.0735677310133769,0.147673611111111,10.0,10.0,10.0,train,0.0676423705623139,0.1448958333333333,3,10.0,24.430407889660536,True,True,0.0032886000044527,False,3.661938813954456,level1_013
original_level1,0.3016916615371388,0.0780016280738186,0.1504513888888888,10.0,10.0,10.0,train,0.0735677310133769,0.147673611111111,4,10.0,24.186627025463004,True,True,0.0039280999990296,False,3.6731220024613056,level1_013
original_level1,0.2993149775046659,0.0813194757060359,0.1532291666666666,10.0,10.0,10.0,train,0.0780016280738186,0.1504513888888888,5,10.0,23.944080729166707,True,True,0.0039474000004702,False,3.6828137275775337,level1_013
original_level1,0.2969382935032341,0.0838021929997733,0.1560069444444443,10.0,10.0,10.0,train,0.0813194757060359,0.1532291666666666,6,10.0,23.70276900077164,True,True,0.0039699000044493,False,3.6913894032655374,level1_013
original_level1,0.2945616095250294,0.0856599893315788,0.1587847222222221,10.0,10.0,10.0,train,0.0838021929997733,0.1560069444444443,7,10.0,23.462691840277817,True,True,0.0032203000009758,False,3.6991299486150617,level1_013
original_level1,0.3088811303224892,0.0790733828306808,0.1420486111111111,10.0,10.0,10.0,train,0.075,0.1392708333333333,0,10.0,24.92784538966053,True,True,0.0028317000032984,False,3.658649341579175,level1_014
original_level1,0.306504446300043,0.0821214607169416,0.1448263888888888,10.0,10.0,10.0,train,0.0790733828306808,0.1420486111111111,1,10.0,24.681564525463,True,True,0.0040067000009003,False,3.6679805524656417,level1_014
original_level1,0.3041277623061145,0.0844023115936953,0.1476041666666666,10.0,10.0,10.0,train,0.0821214607169416,0.1448263888888888,2,10.0,24.4365182291667,True,True,0.0045494999940274,False,3.676286458407689,level1_014
original_level1,0.3017510783335244,0.0861090529947066,0.1503819444444444,10.0,10.0,10.0,train,0.0844023115936953,0.1476041666666666,3,10.0,24.19270650077164,True,True,0.0041267999986303,False,3.683825137340229,level1_014
original_level1,0.299374394376902,0.0873861931355263,0.1531597222222221,10.0,10.0,10.0,train,0.0861090529947066,0.1503819444444444,4,10.0,23.95012934027781,True,True,0.0043737999949371,False,3.690789706797027,level1_014
original_level1,0.2969977104322283,0.0883418662904204,0.1559374999999999,10.0,10.0,10.0,train,0.0873861931355263,0.1531597222222221,5,10.0,23.708786747685224,True,True,0.0031163999956334,False,3.697324674993633,level1_014
original_level1,0.2946210264964959,0.0890569884213396,0.1587152777777777,10.0,10.0,10.0,train,0.0883418662904204,0.1559374999999999,6,10.0,23.468678722993864,True,True,0.0030234000005293,False,3.703538176204314,level1_014
original_level1,0.2922443425674537,0.0895921082575633,0.1614930555555555,10.0,10.0,10.0,train,0.0890569884213396,0.1587152777777777,7,10.0,23.229805266203744,True,True,0.0031018000008771,False,3.70951112639102,level1_014
original_level1,0.3065638655275173,0.0248222466277595,0.1447569444444444,10.0,10.0,10.0,test,0.0025,0.1419791666666666,0,10.0,24.687706500771636,True,True,0.0040215000044554,False,3.5912757239335664,level1_015
original_level1,0.3041871809975136,0.0415257947954531,0.1475347222222222,10.0,10.0,10.0,test,0.0248222466277595,0.1447569444444444,1,10.0,24.442629340277808,True,True,0.0057126999963657,False,3.618855798617112,level1_015
original_level1,0.3018104966237831,0.0540249184743166,0.1503125,10.0,10.0,10.0,test,0.0415257947954531,0.1475347222222222,2,10.0,24.19878674768522,True,True,0.0057909000024665,False,3.640817174840592,level1_015
original_level1,0.299433812366991,0.0633779069035466,0.1530902777777777,10.0,10.0,10.0,test,0.0540249184743166,0.1503125,3,10.0,23.956178722993855,True,True,0.0054247000007308,False,3.6585741265752425,level1_015
original_level1,0.2970571281977028,0.0703766689611812,0.1558680555555555,10.0,10.0,10.0,test,0.0633779069035466,0.1530902777777777,4,10.0,23.71480526620374,True,True,0.0030441999988397,False,3.673184943060259,level1_015
original_level1,0.2946804440938928,0.0756137833562236,0.1586458333333333,10.0,10.0,10.0,test,0.0703766689611812,0.1558680555555555,5,10.0,23.47466637731485,True,True,0.003882999997586,False,3.68544153317368,level1_015
original_level1,0.2923037600390801,0.0795326717197507,0.161423611111111,10.0,10.0,10.0,test,0.0756137833562236,0.1586458333333333,6,10.0,23.2357620563272,True,True,0.003954200001317,False,3.6959364756245088,level1_015
original_level1,0.2899270760209309,0.0824651427042164,0.1642013888888888,10.0,10.0,10.0,test,0.0795326717197507,0.161423611111111,7,10.0,22.998092303240774,True,True,0.0048372000019298,False,3.7051131920438234,level1_015
original_level1,0.3042465976035688,0.0547539079810954,0.1474652777777778,10.0,10.0,10.0,test,0.0425,0.1446875,0,10.0,24.448741222993863,True,True,0.0052418999985093,False,3.6364021062879583,level1_016
original_level1,0.3018699133535971,0.0639234035797226,0.1502430555555555,10.0,10.0,10.0,test,0.0547539079810954,0.1474652777777778,1,10.0,24.204867766203737,True,True,0.0051653999980771,False,3.65391384232484,level1_016
