seed,mean_current_nrmse,maximum_current_nrmse,target_reach_fraction,mpc_target_reach_fraction,mean_charge_time_gap_fraction,maximum_voltage_violation_v,maximum_current_violation_a,mpc_time_s,dnn_time_s,speedup
22,0.0028168275415878037,0.0029978065489738048,1.0,1.0,0.0203706010067649,0.0,0.0,97.03675899992231,0.09589749974111328,1011.8799683191387
42,0.003150579728263198,0.0036132890451054723,1.0,1.0,0.02261760272637225,0.0,0.0,97.03675899992231,0.09820229978504358,988.1312271945511
73,0.003074249795189624,0.0035271312909255703,1.0,1.0,0.03109371777125083,0.0,0.0,97.03675899992231,0.08912220011552563,1088.8056945871774
101,0.0028100333403343826,0.003230556555913643,1.0,1.0,0.014130515726471641,0.0,0.0,97.03675899992231,0.09976180012017721,972.6845233649333
137,0.0031021410917705873,0.003591461732735757,1.0,1.0,0.01596462516631855,0.0,0.0,97.03675899992231,0.09878110001591267,982.3413485402637
