trajectory_id,split,step_index,state_soc,state_polarization_v,teacher_current_a,terminal_voltage_v,next_soc,next_polarization_v,teacher_objective,teacher_solve_time_s,teacher_optimizer_success,teacher_prediction_feasible,teacher_used_fallback,minimum_prediction_margin,plan_block_00_a,plan_block_01_a,plan_block_02_a
level1r_tail_train_000,train,0,0.7951,0.06406250000000001,0.796763730817033,4.118531712216755,0.7953213232585603,0.0497661200806824,0.00021496292397029678,0.07197699999960605,True,True,False,0.0955562396164309,0.796763730817033,0.1279474893962007,0.0
level1r_tail_train_000,train,1,0.7953213232585603,0.0497661200806824,0.7610511979004467,4.1036816199946,0.7955327263690882,0.03898629433912382,0.00019598225869408474,0.06982060000154888,True,True,False,0.10689911982161782,0.7610511979004467,0.12217368504017324,0.0
level1r_tail_train_000,train,2,0.7955327263690882,0.03898629433912382,0.7264349776592465,4.092362136174396,0.7957345138628824,0.030840392521036382,0.00017867177402055515,0.07804590000159806,True,True,False,0.11559373509104809,0.7264349776592465,0.11696211743762609,0.0
level1r_tail_train_000,train,3,0.7957345138628824,0.030840392521036382,0.6937618867109329,4.0837089891849825,0.7959272254980799,0.024669893452297656,0.00016289499608078227,0.06796860000031302,True,True,False,0.12228002639412772,0.6937618867109329,0.11156702177373391,0.0
level1r_tail_train_000,train,4,0.7959272254980799,0.024669893452297656,0.6624626308868864,4.077052016867437,0.7961112428955485,0.019980724696937735,0.00014850851989982013,0.09605559999909019,True,True,False,0.1274638560751864,0.6624626308868864,0.10648964855328755,0.0
level1r_tail_train_000,train,5,0.7961112428955485,0.019980724696937735,0.6325295224748465,4.071897342108614,0.7962869455406804,0.016403158389553422,0.00013539177307006836,0.08735739999974612,True,True,False,0.1315147586878629,0.6325295224748465,0.10168049337491271,2.25357412079149e-19
level1r_tail_train_000,train,6,0.7962869455406804,0.016403158389553422,0.6035534290215963,4.067866863131377,0.7964545992709642,0.013659591277563233,0.00012343379091940985,0.069877699999779,True,True,False,0.13471881842279476,0.6035534290215963,0.09740138540280696,0.0
level1r_tail_train_000,train,7,0.7964545992709642,0.013659591277563233,0.5767621352311036,4.064709429158575,0.796614810975195,0.011545113149543764,0.00011253853577989816,0.07678239999950165,True,True,False,0.13725417183567146,0.5767621352311036,0.09263057685745991,1.339874980433972e-17
level1r_tail_train_000,train,8,0.796614810975195,0.011545113149543764,0.5503829593350141,4.062182870744727,0.7967676951305659,0.009902322855376065,0.00010259752779412314,0.08738160000211792,True,True,False,0.13931594303241734,0.5503829593350141,0.08870042446303657,0.0
level1r_tail_train_000,train,9,0.7967676951305659,0.009902322855376065,0.5258407293719617,4.060160301771223,0.7969137619998359,0.00861670864361858,9.353954039723362e-05,0.060488399998575915,True,True,False,0.1409877560074353,0.5258407293719617,0.08443780949395967,0.0
level1r_tail_train_000,train,10,0.7969137619998359,0.00861670864361858,0.5024013275163745,4.058512024226883,0.797053317924146,0.0076008974283095655,8.527659824486546e-05,0.07635679999657441,True,True,False,0.14237236214676408,0.5024013275163745,0.08030343140737915,0.0
level1r_tail_train_000,train,11,0.797053317924146,0.0076008974283095655,0.4797363739478619,4.057143945571621,0.7971865780280204,0.006788754987409895,7.773878897659659e-05,0.09112089999689488,True,True,False,0.1435427010285384,0.4797363739478619,0.07662582951813958,0.0
level1r_tail_train_000,train,12,0.7971865780280204,0.006788754987409895,0.45803756416171676,4.055994225143312,0.797313810684732,0.006131233612728137,7.086649406151854e-05,0.07653289999871049,True,True,False,0.14421370257607702,0.45803756416171676,0.07316051048187266,6.6089283941281376e-18
level1r_tail_train_000,train,13,0.797313810684732,0.006131233612728137,0.4373123421729341,4.055014226833108,0.7974352863353356,0.005591648404614975,6.460176647108471e-05,0.06078200000047218,True,True,False,0.14483500937805704,0.4373123421729341,0.06985879403620195,0.0
level1r_tail_train_000,train,14,0.7974352863353356,0.005591648404614975,0.4175201865281705,4.054166655657986,0.7975512641649267,0.0051424553603575535,5.8890992485536674e-05,0.06014750000031199,True,True,False,0.14542810401192163,0.4175201865281705,0.06671143063644151,3.319213333190334e-18
level1r_tail_train_000,train,15,0.7975512641649267,0.0051424553603575535,0.39861900478862017,4.053423313405356,0.7976619916662568,0.00476294692738214,5.368524053491103e-05,0.08649049999803538,True,True,False,0.14599432701126602,0.39861900478862017,0.0637105707489706,7.78966247879336e-18
level1r_tail_train_000,train,16,0.7976619916662568,0.00476294692738214,0.3805748962294689,4.0527630021208525,0.7977677069152095,0.004437550012102524,4.893989959167581e-05,0.09032329999899957,True,True,False,0.1465347170622895,0.3805748962294689,0.06084529233159029,0.0
level1r_tail_train_000,train,17,0.7977677069152095,0.004437550012102524,0.3633413361655906,4.05216938003323,0.7978686350641444,0.004154504619218697,4.4614220559621365e-05,0.06289119999564718,True,True,False,0.14705075637768594,0.3633413361655906,0.05811580305553332,0.0
level1r_tail_train_000,train,18,0.7978686350641444,0.004154504619218697,0.3468724780873465,4.051629920771914,0.7979649885302798,0.0039049056191115704,4.0671144943708034e-05,0.0745013999985531,True,True,False,0.14754390360157732,0.3468724780873465,0.05552665534293708,0.0
level1r_tail_train_000,train,19,0.7979649885302798,0.0039049056191115704,0.33115605136329485,4.05113565738095,0.7980569763223251,0.003682061215717905,3.7076984763314596e-05,0.08475049999833573,True,True,False,0.1480144232877585,0.33115605136329485,0.053051166359866404,0.0
level1r_tail_train_000,train,20,0.7980569763223251,0.003682061215717905,0.3161625729174695,4.050679465697624,0.7981447992592466,0.0034808963265631748,3.3800788319155384e-05,0.09032429999933811,True,True,False,0.14846319035016453,0.3161625729174695,0.05067881824179197,3.3767935818440964e-18
level1r_tail_train_000,train,21,0.7981447992592466,0.0034808963265631748,0.3024939096073758,4.050269304185447,0.7982288253452486,0.0032989946861871015,3.0814747923336796e-05,0.0925926999989315,True,True,False,0.14886856636088375,0.3024939096073758,0.04800322608416417,0.0
level1r_tail_train_000,train,22,0.7982288253452486,0.0032989946861871015,0.2886263516481837,4.049870585684364,0.7983089993318175,0.003131051078378449,2.808643936226542e-05,0.0700862000012421,True,True,False,0.1492845529205029,0.2886263516481837,0.04591929457728552,3.397876389976489e-18
level1r_tail_train_000,train,23,0.7983089993318175,0.003131051078378449,0.2754354963584001,4.049496639051999,0.7983855091919171,0.0029751052835047297,2.5601172436764738e-05,0.05978539999341592,True,True,False,0.14967999125669618,0.2754354963584001,0.04391647852503179,0.0
level1r_tail_train_001,train,0,0.7953,0.0390625,0.7641571991338028,4.093024204137955,0.7955122658886483,0.03098399479563735,0.00019777288706286753,0.08543330000247806,True,True,False,0.11485440263182856,0.7641571991338028,0.12315376822579538,0.0
level1r_tail_train_001,train,1,0.7955122658886483,0.03098399479563735,0.7298605097987585,4.08441367246631,0.7957150049191479,0.024860201637631717,0.00018031213453640165,0.07741580000583781,True,True,False,0.12151919404265588,0.7298605097987585,0.11741927911676839,1.3484793214842774e-17
level1r_tail_train_001,train,2,0.7957150049191479,0.024860201637631717,0.6969633485412938,4.077778748353776,0.7959086058492982,0.020202315084354654,0.00016438845249980492,0.0876231000002008,True,True,False,0.12669681722877613,0.6969633485412938,0.11205351874795096,6.718672369189311e-18
