temperature_c,single_tau_s,single_gain_k_per_w,single_training_rmse_c,dual_heat_gain,dual_training_rmse_c
15.0,803.5594821584176,18.852364039006925,0.008474436440953106,1.6835494182085766,0.03138872037406917
25.0,803.5123991981648,18.862616722593366,0.009313756688322461,1.6845098094244018,0.029361179358320465
30.0,803.1588278603817,18.861187597550842,0.009124354770285828,1.6849131447598935,0.0279043994898858
