time_s,charge_current_a,raw_dnn_current_a,projection_adjustment_a,soc,terminal_voltage_v,average_temperature_c,dnn_inference_time_s,source
0.0,0.0,0.0,0.0,0.1,3.2959070147319616,25.0,0.0,chen2020_dfn_projected_dnn
5.0,2.0,2.100153471429452,-0.10015347142945208,0.10055555555555556,3.383427139926644,25.017596866556403,4.36e-05,chen2020_dfn_projected_dnn
10.0,2.9953610870556004,2.9953610870556004,0.0,0.1013876003019599,3.4238866998851427,25.053751982560584,7.570000000000001e-05,chen2020_dfn_projected_dnn
15.0,4.0957691947793,4.0957691947793,0.0,0.10252531396717636,3.465099907802414,25.115792793870014,0.0001287,chen2020_dfn_projected_dnn
20.0,4.7773278404827195,4.7773278404827195,0.0,0.10385234947842156,3.4953516270448493,25.196975221512446,7.24e-05,chen2020_dfn_projected_dnn
25.0,5.096635693956336,5.096635693956336,0.0,0.10526808161563166,3.5166237265093105,25.28859905362657,8.16e-05,chen2020_dfn_projected_dnn
30.0,5.260227781707767,5.260227781707767,0.0,0.10672925599943937,3.5332863721317995,25.38637054252581,0.0001155,chen2020_dfn_projected_dnn
35.0,5.411480662622636,5.411480662622636,0.0,0.1082324450723901,3.5485053184564457,25.489865964522323,7.59e-05,chen2020_dfn_projected_dnn
40.0,5.607030195902441,5.607030195902441,0.0,0.10978995346014078,3.563757129362446,25.600402718698035,7.66e-05,chen2020_dfn_projected_dnn
45.0,5.864989536345556,5.864989536345556,0.0,0.11141911722023677,3.5796743916308658,25.72002039952804,7.340000000000001e-05,chen2020_dfn_projected_dnn
50.0,6.181793559410617,6.181793559410617,0.0,0.11313628209785084,3.5963391065125254,25.850852755172696,8.83e-05,chen2020_dfn_projected_dnn
55.0,6.515176240940535,6.515176240940535,0.0,0.11494605327588987,3.612946782928711,25.993784650768646,9.28e-05,chen2020_dfn_projected_dnn
60.0,6.801573112991593,6.801573112991593,0.0,0.11683537914060975,3.6281848389939624,26.147475682237882,0.00010740000000000001,chen2020_dfn_projected_dnn
65.0,7.027981921522893,7.027981921522893,0.0,0.11878759634103278,3.6416728476313533,26.309914426438752,0.00010140000000000001,chen2020_dfn_projected_dnn
70.0,7.228681127265122,7.228681127265122,0.0,0.12079556332082865,3.6539703050776806,26.480161440361712,7.55e-05,chen2020_dfn_projected_dnn
75.0,7.439660780215407,7.439660780215407,0.0,0.12286213575977738,3.665764714007191,26.658564087131992,7.6e-05,chen2020_dfn_projected_dnn
80.0,7.674211823901235,7.674211823901235,0.0,0.12499386126641661,3.677388617916597,26.846017630094536,6.68e-05,chen2020_dfn_projected_dnn
85.0,7.9271656658958225,7.9271656658958225,0.0,0.12719585172916545,3.6888492951302503,27.043289978783832,8.14e-05,chen2020_dfn_projected_dnn
90.0,8.188197364813831,8.188197364813831,0.0,0.1294703509971693,3.7000478235606864,27.250796636660766,9.900000000000001e-05,chen2020_dfn_projected_dnn
95.0,8.38711289010943,8.38711289010943,0.0,0.13180010457775526,3.7098618583793317,27.46612127198233,0.00010590000000000001,chen2020_dfn_projected_dnn
100.0,8.395922963720757,8.395922963720757,0.0,0.134132305401011,3.716091996084637,27.681439981520782,0.00011740000000000001,chen2020_dfn_projected_dnn
105.0,8.268073825503286,8.268073825503286,0.0,0.13642899257476193,3.7192994787342144,27.890871356344178,9.65e-05,chen2020_dfn_projected_dnn
110.0,8.111624196954757,8.111624196954757,0.0,0.13868222151836046,3.721134868667206,28.09292470763023,9.93e-05,chen2020_dfn_projected_dnn
115.0,7.960293060071685,7.960293060071685,0.0,0.14089341403504704,3.722291933681755,28.28756382301941,9.28e-05,chen2020_dfn_projected_dnn
120.0,7.821103558669643,7.821103558669643,0.0,0.14306594280134416,3.7230587105568578,28.475126263818254,0.0001034,chen2020_dfn_projected_dnn
125.0,7.693659585515422,7.693659585515422,0.0,0.14520307046398734,3.723569736649708,28.655999902373992,6.730000000000001e-05,chen2020_dfn_projected_dnn
130.0,7.575655172443285,7.575655172443285,0.0,0.14730741912299938,3.7238917654404227,28.830528230082564,6.59e-05,chen2020_dfn_projected_dnn
135.0,7.464778175437864,7.464778175437864,0.0,0.14938096861617656,3.724061628235612,28.99899644927973,7.33e-05,chen2020_dfn_projected_dnn
140.0,7.359228289677631,7.359228289677631,0.0,0.15142519869664256,3.7241035100254143,29.16163131149267,8e-05,chen2020_dfn_projected_dnn
145.0,7.257751773053858,7.257751773053858,0.0,0.15344124085582417,3.7240353664953507,29.31864775795657,8.14e-05,chen2020_dfn_projected_dnn
150.0,7.159545276640276,7.159545276640276,0.0,0.1554300034326687,3.723872559565205,29.470228888819747,9.400000000000001e-05,chen2020_dfn_projected_dnn
155.0,7.064171456395815,7.064171456395815,0.0,0.15739227328166752,3.7236301968438785,29.61654751884288,7.730000000000001e-05,chen2020_dfn_projected_dnn
160.0,6.971495776891605,6.971495776891605,0.0,0.15932879988635962,3.7233241030993898,29.7577751361286,6.340000000000001e-05,chen2020_dfn_projected_dnn
165.0,6.8816447628119395,6.8816447628119395,0.0,0.16124036787602963,3.7229716479480146,29.894089774799568,9.15e-05,chen2020_dfn_projected_dnn
170.0,6.794965911523462,6.794965911523462,0.0,0.16312785840700836,3.722592835877821,30.025682173300595,7.88e-05,chen2020_dfn_projected_dnn
175.0,6.711963701142613,6.711963701142613,0.0,0.16499229276843685,3.7222093656898654,30.152760492786,7.390000000000001e-05,chen2020_dfn_projected_dnn
180.0,6.633189691962841,6.633189691962841,0.0,0.16683484546064875,3.7218436139500835,30.275550662572243,9.230000000000001e-05,chen2020_dfn_projected_dnn
185.0,6.559085892950991,6.559085892950991,0.0,0.16865681376424624,3.721515880051941,30.394291550115895,6.6e-05,chen2020_dfn_projected_dnn
190.0,6.489817225198063,6.489817225198063,0.0,0.17045954077124567,3.7212410071296516,30.509224546713824,0.00012680000000000002,chen2020_dfn_projected_dnn
195.0,6.425160021799654,6.425160021799654,0.0,0.1722443074439678,3.721025638916437,30.620579638831714,0.0001028,chen2020_dfn_projected_dnn
200.0,6.36450484627278,6.36450484627278,0.0,0.17401222545682132,3.720867339925261,30.728562008726897,0.00011650000000000001,chen2020_dfn_projected_dnn
