trajectory_id,ambient_temperature_c,initial_temperature_c,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,design_candidate_index,design_seed
phase7cr1_dev_000,30.0,30.0,0.607958984375,0.022743484224965707,0.0190368,7.675968346522283,901,20260729
phase7cr1_dev_001,30.0,30.0,0.545458984375,0.042743484224965704,0.0370368,9.104539775093711,902,20260729
phase7cr1_dev_002,30.0,30.0,0.670458984375,0.009410150891632371,0.0550368,0.7371928363182008,903,20260729
phase7cr1_dev_003,30.0,30.0,0.467333984375,0.02941015089163237,0.0730368,2.1657642648896296,904,20260729
phase7cr1_dev_004,30.0,30.0,0.592333984375,0.04941015089163236,0.0046368,3.5943356934610575,905,20260729
phase7cr1_dev_005,30.0,30.0,0.529833984375,0.01607681755829904,0.022636800000000002,5.022907122032486,906,20260729
phase7cr1_dev_006,30.0,30.0,0.654833984375,0.036076817558299036,0.040636799999999994,6.451478550603914,907,20260729
phase7cr1_dev_007,30.0,30.0,0.498583984375,0.05607681755829903,0.058636799999999996,7.880049979175343,908,20260729
