initial_state_id,sampling_method,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,teacher_optimizer_success,teacher_prediction_feasible,teacher_accepted,teacher_status,teacher_objective,teacher_solve_time_s,teacher_minimum_constraint_margin
paper_ic_026,hammersley,0.11920693277310926,0.07593749999999999,0.0011111111111111111,28.4272,9.183673469387754,True,True,True,Optimization terminated successfully,7.224658177869968,0.6237804999982473,-9.844043802331726e-09
paper_ic_027,hammersley,0.11993172268907563,0.0196875,0.031111111111111107,30.1072,0.8163265306122448,True,True,True,Optimization terminated successfully,7.55115087081768,0.8957354999984091,-9.059419880941277e-11
paper_ic_028,hammersley,0.12065651260504202,0.0646875,0.0611111111111111,31.7872,2.2448979591836733,True,True,True,Optimization terminated successfully,7.849636065337756,0.9220104999985779,-1.4272018233896233e-08
paper_ic_029,hammersley,0.12138130252100841,0.042187499999999996,0.01111111111111111,25.4032,3.6734693877551017,True,True,True,Optimization terminated successfully,6.8254801701509935,0.9483158000002732,-4.29024282766477e-09
paper_ic_030,hammersley,0.12210609243697479,0.0871875,0.041111111111111105,27.083199999999998,5.1020408163265305,True,True,True,Optimization terminated successfully,7.06531556627881,0.8125652000016998,-6.196856361384562e-10
paper_ic_031,hammersley,0.12283088235294118,0.00140625,0.07111111111111111,28.763199999999998,6.530612244897958,True,True,True,Optimization terminated successfully,7.3102593369340525,0.8859110000012151,-3.652900204542675e-10
paper_ic_032,hammersley,0.12355567226890757,0.046406249999999996,0.02111111111111111,30.4432,7.959183673469386,True,True,True,Optimization terminated successfully,7.454486023659354,0.6141408999974374,-1.0894183333221008e-09
paper_ic_033,hammersley,0.12428046218487396,0.02390625,0.051111111111111114,32.1232,9.387755102040815,True,True,True,Optimization terminated successfully,7.790025144244689,0.4608775999986392,-1.2354917089396622e-10
paper_ic_034,hammersley,0.12500525210084035,0.06890625,0.0811111111111111,25.7392,1.020408163265306,True,True,True,Optimization terminated successfully,6.964466713178872,1.0670705000011367,-2.7542057523533003e-10
paper_ic_035,hammersley,0.12573004201680674,0.012656249999999999,0.0044444444444444444,27.4192,2.4489795918367347,True,True,True,Optimization terminated successfully,6.963437014038996,0.9317448000001605,-3.064570819333312e-11
paper_ic_036,hammersley,0.12645483193277313,0.05765625,0.034444444444444444,29.0992,3.877551020408163,True,True,True,Optimization terminated successfully,7.216235563790183,0.8129644000000553,-1.972701113572839e-09
paper_ic_037,hammersley,0.1271796218487395,0.03515625,0.06444444444444444,30.7792,5.3061224489795915,True,True,True,Optimization terminated successfully,7.508658659680256,0.876144400001067,-6.864055990263296e-10
paper_ic_038,hammersley,0.1279044117647059,0.08015625,0.014444444444444444,32.459199999999996,6.73469387755102,True,True,True,Optimization terminated successfully,7.696728725685373,0.6202078999995138,-2.332285475858953e-10
paper_ic_039,hammersley,0.12862920168067227,0.007031249999999999,0.04444444444444444,26.0752,8.163265306122447,True,True,True,Optimization terminated successfully,6.769439477206201,0.8424578999984078,-5.0604853640834335e-11
paper_ic_040,hammersley,0.12935399159663866,0.05203125,0.07444444444444444,27.7552,9.591836734693878,True,True,True,Optimization terminated successfully,7.037179399670233,0.5992077000009886,-3.514351476496813e-09
paper_ic_041,hammersley,0.13007878151260505,0.02953125,0.024444444444444442,29.4352,1.2244897959183674,True,True,True,Optimization terminated successfully,7.188625614717812,0.884036899999046,-3.589164521144994e-10
paper_ic_042,hammersley,0.13080357142857144,0.07453125,0.05444444444444444,31.1152,2.6530612244897958,True,True,True,Optimization terminated successfully,7.469912645491917,0.7994367999999668,-8.220411018555751e-10
paper_ic_043,hammersley,0.13152836134453783,0.01828125,0.08444444444444443,32.7952,4.081632653061225,True,True,True,Optimization terminated successfully,7.801492610849531,1.0303027000009024,-4.2063348359988595e-09
paper_ic_044,hammersley,0.13225315126050421,0.06328125,0.007777777777777777,26.4112,5.5102040816326525,True,True,True,Optimization terminated successfully,6.670899988427403,0.8284730000013951,-9.615774843041436e-10
paper_ic_045,hammersley,0.1329779411764706,0.04078125,0.03777777777777777,28.0912,6.938775510204081,True,True,True,Optimization terminated successfully,6.91907429706768,0.8829607000006945,-2.744116045505507e-11
paper_ic_046,hammersley,0.13370273109243697,0.08578125,0.06777777777777777,29.7712,8.36734693877551,True,True,True,Optimization terminated successfully,7.212906159616975,0.6236516000026313,-2.4490276473443373e-10
