controller,seed,trajectory_id,threshold_v,entered,first_entry_step,first_entry_time_s,first_entry_soc,first_entry_current_a,voltage_safe_current_max_a,braking_steps_required,steps_until_first_4p20_violation,maximum_slew_braking_in_time,voltage_slew_conflict_at_entry
ann_projection,101,level3_closed_07,4.19,True,74,375.0,0.6667229797423171,5.4574703002778335,5.397436072889832,1,13,True,False
ann_projection,101,level3_closed_07,4.2,True,87,440.0,0.6857222260145974,5.100525890937337,4.638392028064118,1,0,False,False
ann_projection,101,level3_closed_08,4.15,True,18,95.0,0.6754889972381479,5.388392705219449,6.989009798999177,0,42,True,False
ann_projection,101,level3_closed_08,4.18,True,36,185.0,0.7010271753071772,4.873756708583483,5.2364098152611405,0,24,True,False
ann_projection,101,level3_closed_08,4.19,True,45,230.0,0.7128955187434716,4.648319456376148,4.619733049985371,1,15,True,False
ann_projection,101,level3_closed_08,4.2,True,60,305.0,0.731470689654292,4.294341023779368,3.832769468135666,1,0,False,False
ann_projection,101,level3_closed_09,4.15,True,32,165.0,0.5711960653584451,7.80944745521618,9.367707435085322,0,60,True,False
ann_projection,101,level3_closed_09,4.18,True,62,315.0,0.6292869101896169,6.2712615038243005,6.624263724515913,0,30,True,False
ann_projection,101,level3_closed_09,4.19,True,77,390.0,0.6541363934955108,5.715492905425915,5.650268944227719,1,15,True,False
ann_projection,101,level3_closed_09,4.2,True,92,465.0,0.6769239055833273,5.266136920764732,4.812515977682779,1,0,False,False
ann_projection,101,level3_closed_10,4.15,True,19,100.0,0.6495798122871552,6.2301032086550086,7.771031251031673,0,40,True,False
ann_projection,101,level3_closed_10,4.18,True,37,190.0,0.6784759579754125,5.430692746692237,5.762902001806651,0,22,True,False
ann_projection,101,level3_closed_10,4.19,True,46,235.0,0.6916265104929119,5.130455397223444,5.0783242694160435,1,13,True,False
ann_projection,101,level3_closed_10,4.2,True,59,300.0,0.709411973161049,4.7578881712661,4.300194072711747,1,0,False,False
ann_projection,101,level3_closed_11,4.15,True,30,155.0,0.615699622590494,6.754481060779478,8.345577632208006,0,47,True,False
ann_projection,101,level3_closed_11,4.18,True,54,275.0,0.6568422588503611,5.711125244354047,6.084456470780424,0,23,True,False
ann_projection,101,level3_closed_11,4.19,True,65,330.0,0.6736943488105046,5.3603165047080825,5.298347103234846,1,12,True,False
ann_projection,101,level3_closed_11,4.2,True,77,390.0,0.6909514107449657,5.028622646141614,4.5763451713719405,1,0,False,False
ann_projection,137,level3_closed_00,4.15,True,11,60.0,0.6738396238533895,5.867185401241185,7.511146438700962,0,36,True,False
ann_projection,137,level3_closed_00,4.18,True,26,135.0,0.6967112729678112,5.200120865788653,5.517944908642676,0,21,True,False
ann_projection,137,level3_closed_00,4.19,True,34,175.0,0.7079193824889057,4.927538482200675,4.873706448634039,1,13,True,False
ann_projection,137,level3_closed_00,4.2,True,47,240.0,0.7249498703272409,4.542733701599435,4.07213059188507,1,0,False,False
ann_projection,137,level3_closed_01,4.15,True,34,175.0,0.5805499336516653,7.500634337741989,9.106645470965304,0,58,True,False
ann_projection,137,level3_closed_01,4.18,True,64,325.0,0.6366007222034848,6.076901013273311,6.441106837883126,0,28,True,False
ann_projection,137,level3_closed_01,4.19,True,78,395.0,0.6591820463238581,5.590322591726791,5.539093935803976,1,14,True,False
ann_projection,137,level3_closed_01,4.2,True,92,465.0,0.6800865337796738,5.20101574576862,4.750010473362636,1,0,False,False
ann_projection,137,level3_closed_02,4.15,True,19,100.0,0.6572337248877493,5.868891571788802,7.510563105170149,0,40,True,False
ann_projection,137,level3_closed_02,4.18,True,38,195.0,0.6862470333021933,5.202772819020765,5.545500472580898,0,21,True,False
ann_projection,137,level3_closed_02,4.19,True,47,240.0,0.6989026234233002,4.953819052844774,4.89087205445685,1,12,True,False
ann_projection,137,level3_closed_02,4.2,True,59,300.0,0.7148637703097351,4.651781422179538,4.192109928117134,1,0,False,False
ann_projection,137,level3_closed_03,4.15,True,33,170.0,0.625254980314965,6.4204077728506,8.01123912075127,0,45,True,False
ann_projection,137,level3_closed_03,4.18,True,56,285.0,0.6631492079175831,5.541117031101233,5.910629799545859,0,22,True,False
ann_projection,137,level3_closed_03,4.19,True,66,335.0,0.6780947061238126,5.255237649829279,5.2038845746574225,1,12,True,False
ann_projection,137,level3_closed_03,4.2,True,78,395.0,0.6950614211297471,4.955567037543307,4.486277583710034,1,0,False,False
ann_projection,137,level3_closed_04,4.15,True,8,45.0,0.6982126076343914,5.563417607559037,7.073819087308948,0,31,True,False
ann_projection,137,level3_closed_04,4.18,True,18,95.0,0.7128547186318774,5.055622643618057,5.4086657652806025,0,21,True,False
ann_projection,137,level3_closed_04,4.19,True,26,135.0,0.7236817208858612,4.73786353007427,4.656059733315487,1,13,True,False
ann_projection,137,level3_closed_04,4.2,True,39,200.0,0.739933756216803,4.309390846077573,3.844934892549645,1,0,False,False
ann_projection,137,level3_closed_05,4.15,True,37,190.0,0.5531365512688565,8.073125616487179,9.67928268633841,0,67,True,False
ann_projection,137,level3_closed_05,4.18,True,68,345.0,0.6155810993028523,6.537925363153024,6.893716175691225,0,36,True,False
ann_projection,137,level3_closed_05,4.19,True,85,430.0,0.6447168545327616,5.867186264337128,5.819936357074766,1,19,True,False
ann_projection,137,level3_closed_05,4.2,True,104,525.0,0.6740259151007563,5.296957813656924,4.825135987775866,1,0,False,False
ann_projection,137,level3_closed_06,4.15,True,25,130.0,0.634204646089695,6.387410601692676,7.940204419574002,0,42,True,False
ann_projection,137,level3_closed_06,4.18,True,46,235.0,0.668608707779232,5.516348352820997,5.858910090319114,0,21,True,False
ann_projection,137,level3_closed_06,4.19,True,55,280.0,0.6820096244945738,5.241647266164719,5.198291182823596,1,12,True,False
ann_projection,137,level3_closed_06,4.2,True,67,340.0,0.6988972977901317,4.924318096244309,4.464187073972425,1,0,False,False
ann_projection,137,level3_closed_07,4.15,True,35,180.0,0.6002964598631204,7.000192983421718,8.579377091591596,0,52,True,False
ann_projection,137,level3_closed_07,4.18,True,63,320.0,0.6495745858871097,5.7937373729119095,6.138453550011036,0,24,True,False
ann_projection,137,level3_closed_07,4.19,True,74,375.0,0.6666863245278035,5.448469102031533,5.404901593137765,1,13,True,False
ann_projection,137,level3_closed_07,4.2,True,87,440.0,0.685678779380507,5.105876569429517,4.643301118630916,1,0,False,False
ann_projection,137,level3_closed_08,4.15,True,18,95.0,0.675512847471412,5.386019453606968,6.988515007906244,0,40,True,False
ann_projection,137,level3_closed_08,4.18,True,35,180.0,0.6997321160110958,4.916094382196001,5.3001896625210065,0,23,True,False
ann_projection,137,level3_closed_08,4.19,True,44,225.0,0.7117147958949143,4.696261997096821,4.668447800504509,1,14,True,False
ann_projection,137,level3_closed_08,4.2,True,58,295.0,0.7292869113515921,4.365037014935973,3.8995480301673524,1,0,False,False
ann_projection,137,level3_closed_09,4.15,True,32,165.0,0.571263887772611,7.810438200527611,9.36034582227876,0,61,True,False
ann_projection,137,level3_closed_09,4.18,True,62,315.0,0.6293650477029336,6.268203573968574,6.6184186471946305,0,31,True,False
ann_projection,137,level3_closed_09,4.19,True,77,390.0,0.6541756682184166,5.702718667177555,5.652152965194546,1,16,True,False
ann_projection,137,level3_closed_09,4.2,True,93,470.0,0.6783796519622672,5.23691074222153,4.766213693583268,1,0,False,False
ann_projection,137,level3_closed_10,4.15,True,19,100.0,0.6496434456747843,6.219660915367706,7.766497547927429,0,39,True,False
ann_projection,137,level3_closed_10,4.18,True,37,190.0,0.6785142459334275,5.43149383045396,5.762628911106731,0,21,True,False
ann_projection,137,level3_closed_10,4.19,True,46,235.0,0.6916790101330901,5.14025937420103,5.074777518311748,1,12,True,False
ann_projection,137,level3_closed_10,4.2,True,58,295.0,0.7081966719835142,4.805588838456029,4.3416552471899195,1,0,False,False
ann_projection,137,level3_closed_11,4.15,True,30,155.0,0.615668166522794,6.757492342583548,8.347386237583123,0,47,True,False
ann_projection,137,level3_closed_11,4.18,True,55,280.0,0.6583642090208567,5.668395063244002,6.01405064422579,0,22,True,False
ann_projection,137,level3_closed_11,4.19,True,65,330.0,0.6736226527800984,5.357509079941022,5.306143288689782,1,12,True,False
ann_projection,137,level3_closed_11,4.2,True,77,390.0,0.6908943791979302,5.039616948132257,4.579095489461906,1,0,False,False
