scenario_id,controller,step,failure_type,source,optimizer_success,prediction_feasible,slack_voltage_v,slack_temperature_c,slack_soc,slack_current_change_a,braking_distance_steps,braking_current_deficit_a,candidate_shifted_previous,candidate_projected_ann,candidate_conservative_slew_down,emergency_fallback
lhs_008,original_mpc,381,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,381,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,386,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,386,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,391,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,391,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,396,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,396,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,401,none,slsqp,True,True,0.0,0.0,6.472836711068908e-10,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,401,none,slsqp,True,True,0.0,0.0,6.472836711068908e-10,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,406,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,406,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,411,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,411,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,416,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,416,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,421,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,421,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_008,original_mpc,426,none,slsqp,True,True,0.0,0.0,2.106981256133622e-12,0.0,0,0.0,0,0,0,0
lhs_008,recovery_mpc,426,none,slsqp,True,True,0.0,0.0,2.106981256133622e-12,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,1,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,1,none,slsqp,True,True,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,2,none,slsqp,True,True,0.0,7.176126359809132e-10,0.0,1.7763568394002505e-15,0,0.0,0,0,0,0
lhs_012,recovery_mpc,2,none,slsqp,True,True,0.0,7.176126359809132e-10,0.0,1.7763568394002505e-15,0,0.0,0,0,0,0
lhs_012,original_mpc,3,none,slsqp,True,True,0.0,2.3864288323238725e-10,0.0,1.7763568394002505e-15,0,0.0,0,0,0,0
lhs_012,recovery_mpc,3,none,slsqp,True,True,0.0,2.3864288323238725e-10,0.0,1.7763568394002505e-15,0,0.0,0,0,0,0
lhs_012,original_mpc,4,none,slsqp,True,True,0.0,2.692225109512947e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,4,none,slsqp,True,True,0.0,2.692225109512947e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,5,none,slsqp,True,True,0.0,1.088040590957462e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,5,none,slsqp,True,True,0.0,1.088040590957462e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,6,none,slsqp,True,True,0.0,7.254641332110623e-12,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,6,none,slsqp,True,True,0.0,7.254641332110623e-12,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,11,none,slsqp,True,True,0.0,2.6912516659649555e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,11,none,slsqp,True,True,0.0,2.6912516659649555e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,16,none,slsqp,True,True,0.0,1.2942152238792914e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,16,none,slsqp,True,True,0.0,1.2942152238792914e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,21,none,slsqp,True,True,0.0,2.6475106551515637e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,21,none,slsqp,True,True,0.0,2.6475106551515637e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,26,none,slsqp,True,True,0.0,3.855362251670158e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,26,none,slsqp,True,True,0.0,3.855362251670158e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,31,none,slsqp,True,True,0.0,8.531344519724371e-10,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,31,none,slsqp,True,True,0.0,8.531344519724371e-10,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,36,none,slsqp,True,True,0.0,4.779806772603479e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,36,none,slsqp,True,True,0.0,4.779806772603479e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,41,none,slsqp,True,True,0.0,2.7980739503163932e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,41,none,slsqp,True,True,0.0,2.7980739503163932e-08,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,46,none,slsqp,True,True,0.0,4.900826411358139e-10,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,46,none,slsqp,True,True,0.0,4.900826411358139e-10,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,51,none,slsqp,True,True,0.0,2.2985631176197785e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,recovery_mpc,51,none,slsqp,True,True,0.0,2.2985631176197785e-09,0.0,0.0,0,0.0,0,0,0,0
lhs_012,original_mpc,56,none,slsqp,True,True,0.0,3.508944246277679e-10,0.0,0.0,0,0.0,0,0,0,0
