scenario_id,controller,step,time_s,current_a,current_change_a,soc,voltage_v,temperature_c,control_update
nominal,recovery_mpc,43,215.0,6.057681490473167,0.0,0.1877159898353353,3.7378429324223794,30.99401952163798,False
nominal,original_mpc,44,220.0,6.057681490473167,0.0,0.1893986791382445,3.7403315893873583,31.081321184849543,False
nominal,recovery_mpc,44,220.0,6.057681490473167,0.0,0.1893986791382445,3.7403315893873583,31.081321184849543,False
nominal,original_mpc,45,225.0,5.804523446035322,0.2531580444378445,0.19101104676214323,3.7366289998588442,31.16027597857499,True
nominal,recovery_mpc,45,225.0,5.804523446035322,0.2531580444378445,0.19101104676214323,3.7366289998588442,31.16027597857499,True
nominal,original_mpc,46,230.0,5.804523446035322,0.0,0.19262341438604194,3.738484985534438,31.238503201498396,False
nominal,recovery_mpc,46,230.0,5.804523446035322,0.0,0.19262341438604194,3.738484985534438,31.238503201498396,False
nominal,original_mpc,47,235.0,5.804523446035322,0.0,0.19423578200994066,3.740446303929085,31.31608290912094,False
nominal,recovery_mpc,47,235.0,5.804523446035322,0.0,0.19423578200994066,3.740446303929085,31.31608290912094,False
nominal,original_mpc,48,240.0,5.804523446035322,0.0,0.19584814963383937,3.742475041396862,31.39307500964071,False
nominal,recovery_mpc,48,240.0,5.804523446035322,0.0,0.19584814963383937,3.742475041396862,31.39307500964071,False
nominal,original_mpc,49,245.0,5.804523446035322,0.0,0.19746051725773808,3.744542777448798,31.46952437456347,False
nominal,recovery_mpc,49,245.0,5.804523446035322,0.0,0.19746051725773808,3.744542777448798,31.46952437456347,False
nominal,original_mpc,50,250.0,5.584592807206327,0.21993063882899477,0.19901179303751762,3.741239154177403,31.538866445655643,True
nominal,recovery_mpc,50,250.0,5.584592807206327,0.21993063882899477,0.19901179303751762,3.741239154177403,31.538866445655643,True
nominal,original_mpc,51,255.0,5.584592807206327,0.0,0.20056306881729716,3.74276505253899,31.607529768438866,False
nominal,recovery_mpc,51,255.0,5.584592807206327,0.0,0.20056306881729716,3.74276505253899,31.607529768438866,False
nominal,original_mpc,52,260.0,5.584592807206327,0.0,0.2021143445970767,3.7443901671377144,31.675583310858524,False
nominal,recovery_mpc,52,260.0,5.584592807206327,0.0,0.2021143445970767,3.7443901671377144,31.675583310858524,False
nominal,original_mpc,53,265.0,5.584592807206327,0.0,0.20366562037685623,3.746084240018823,31.743079136434943,False
nominal,recovery_mpc,53,265.0,5.584592807206327,0.0,0.20366562037685623,3.746084240018823,31.743079136434943,False
nominal,original_mpc,54,270.0,5.584592807206327,0.0,0.20521689615663577,3.7478233731839614,31.81005667789279,False
nominal,recovery_mpc,54,270.0,5.584592807206327,0.0,0.20521689615663577,3.7478233731839614,31.81005667789279,False
nominal,original_mpc,55,275.0,5.431475496246315,0.15311731096001235,0.20672563935003752,3.7458417027381175,31.872070643335732,True
nominal,recovery_mpc,55,275.0,5.431475496246315,0.15311731096001235,0.20672563935003752,3.7458417027381175,31.872070643335732,True
nominal,original_mpc,56,280.0,5.431475496246315,0.0,0.20823438254343926,3.7472342720972973,31.933488447085637,False
nominal,recovery_mpc,56,280.0,5.431475496246315,0.0,0.20823438254343926,3.7472342720972973,31.933488447085637,False
nominal,original_mpc,57,285.0,5.431475496246315,0.0,0.209743125736841,3.7487013637000715,31.994361553085042,False
nominal,recovery_mpc,57,285.0,5.431475496246315,0.0,0.209743125736841,3.7487013637000715,31.994361553085042,False
nominal,original_mpc,58,290.0,5.431475496246315,0.0,0.21125186893024275,3.750219125971236,32.05472917205844,False
nominal,recovery_mpc,58,290.0,5.431475496246315,0.0,0.21125186893024275,3.750219125971236,32.05472917205844,False
nominal,original_mpc,59,295.0,5.431475496246315,0.0,0.2127606121236445,3.751769838130632,32.11462134925945,False
nominal,recovery_mpc,59,295.0,5.431475496246315,0.0,0.2127606121236445,3.751769838130632,32.11462134925945,False
nominal,original_mpc,60,300.0,5.225245082541935,0.20623041370437978,0.21421206909101725,3.7482962832400553,32.16818704690504,True
nominal,recovery_mpc,60,300.0,5.225245082541935,0.20623041370437978,0.21421206909101725,3.7482962832400553,32.16818704690504,True
nominal,original_mpc,61,305.0,5.225245082541935,0.0,0.21566352605839,3.749358116654682,32.22115017556407,False
nominal,recovery_mpc,61,305.0,5.225245082541935,0.0,0.21566352605839,3.749358116654682,32.22115017556407,False
nominal,original_mpc,62,310.0,5.225245082541935,0.0,0.21711498302576276,3.7505168901953776,32.273568836089616,False
nominal,recovery_mpc,62,310.0,5.225245082541935,0.0,0.21711498302576276,3.7505168901953776,32.273568836089616,False
nominal,original_mpc,63,315.0,5.225245082541935,0.0,0.21856643999313552,3.751744789287888,32.32548745239799,False
nominal,recovery_mpc,63,315.0,5.225245082541935,0.0,0.21856643999313552,3.751744789287888,32.32548745239799,False
nominal,original_mpc,64,320.0,5.225245082541935,0.0,0.22001789696050827,3.7530210902679166,32.37694021009485,False
nominal,recovery_mpc,64,320.0,5.225245082541935,0.0,0.22001789696050827,3.7530210902679166,32.37694021009485,False
nominal,original_mpc,65,325.0,5.10496151872235,0.12028356381958538,0.22143594182682003,3.7513905091083344,32.4246163357432,True
nominal,recovery_mpc,65,325.0,5.10496151872235,0.12028356381958538,0.22143594182682003,3.7513905091083344,32.4246163357432,True
nominal,original_mpc,66,330.0,5.10496151872235,0.0,0.22285398669313178,3.752420692034955,32.4717788213795,False
nominal,recovery_mpc,66,330.0,5.10496151872235,0.0,0.22285398669313178,3.752420692034955,32.4717788213795,False
nominal,original_mpc,67,335.0,5.10496151872235,0.0,0.22427203155944353,3.7535186106720126,32.51846903424803,False
nominal,recovery_mpc,67,335.0,5.10496151872235,0.0,0.22427203155944353,3.7535186106720126,32.51846903424803,False
nominal,original_mpc,68,340.0,5.10496151872235,0.0,0.22569007642575528,3.754664835979321,32.56471895329569,False
nominal,recovery_mpc,68,340.0,5.10496151872235,0.0,0.22569007642575528,3.754664835979321,32.56471895329569,False
nominal,original_mpc,69,345.0,5.10496151872235,0.0,0.22710812129206703,3.7558449016941595,32.61055351831639,False
nominal,recovery_mpc,69,345.0,5.10496151872235,0.0,0.22710812129206703,3.7558449016941595,32.61055351831639,False
nominal,original_mpc,70,350.0,4.99551265898985,0.10944885973249985,0.22849576369734198,3.75437462373906,32.65301562453068,True
nominal,recovery_mpc,70,350.0,4.99551265898985,0.10944885973249985,0.22849576369734198,3.75437462373906,32.65301562453068,True
nominal,original_mpc,71,355.0,4.99551265898985,0.0,0.22988340610261693,3.7553208480551197,32.69501314105633,False
nominal,recovery_mpc,71,355.0,4.99551265898985,0.0,0.22988340610261693,3.7553208480551197,32.69501314105633,False
nominal,original_mpc,72,360.0,4.99551265898985,0.0,0.23127104850789187,3.7563259381400838,32.7365810234542,False
nominal,recovery_mpc,72,360.0,4.99551265898985,0.0,0.23127104850789187,3.7563259381400838,32.7365810234542,False
nominal,original_mpc,73,365.0,4.99551265898985,0.0,0.23265869091316682,3.7573735704281175,32.77774648617396,False
nominal,recovery_mpc,73,365.0,4.99551265898985,0.0,0.23265869091316682,3.7573735704281175,32.77774648617396,False
nominal,original_mpc,74,370.0,4.99551265898985,0.0,0.23404633331844177,3.75845158876355,32.81853093371721,False
nominal,recovery_mpc,74,370.0,4.99551265898985,0.0,0.23404633331844177,3.75845158876355,32.81853093371721,False
nominal,original_mpc,75,375.0,4.834401496502434,0.16111116248741641,0.23538922262302578,3.755617606615752,32.85466876099784,True
nominal,recovery_mpc,75,375.0,4.834401496502434,0.16111116248741641,0.23538922262302578,3.755617606615752,32.85466876099784,True
nominal,original_mpc,76,380.0,4.834401496502434,0.0,0.2367321119276098,3.7563330114743523,32.89033638373373,False
nominal,recovery_mpc,76,380.0,4.834401496502434,0.0,0.2367321119276098,3.7563330114743523,32.89033638373373,False
nominal,original_mpc,77,385.0,4.834401496502434,0.0,0.2380750012321938,3.757131028759727,32.92557681128711,False
nominal,recovery_mpc,77,385.0,4.834401496502434,0.0,0.2380750012321938,3.757131028759727,32.92557681128711,False
nominal,original_mpc,78,390.0,4.834401496502434,0.0,0.2394178905367778,3.7579903639599666,32.96042335653156,False
nominal,recovery_mpc,78,390.0,4.834401496502434,0.0,0.2394178905367778,3.7579903639599666,32.96042335653156,False
nominal,original_mpc,79,395.0,4.834401496502434,0.0,0.24076077984136182,3.7588951198475904,32.99490205800382,False
nominal,recovery_mpc,79,395.0,4.834401496502434,0.0,0.24076077984136182,3.7588951198475904,32.99490205800382,False
nominal,original_mpc,80,400.0,4.705328916199378,0.12907258030305524,0.24206781565141722,3.7566835769526534,33.02569148434991,True
nominal,recovery_mpc,80,400.0,4.705328916199378,0.12907258030305524,0.24206781565141722,3.7566835769526534,33.02569148434991,True
nominal,original_mpc,81,405.0,4.705328916199378,0.0,0.2433748514614726,3.7573284716306086,33.056057255748534,False
nominal,recovery_mpc,81,405.0,4.705328916199378,0.0,0.2433748514614726,3.7573284716306086,33.056057255748534,False
nominal,original_mpc,82,410.0,4.705328916199378,0.0,0.244681887271528,3.7580498348096634,33.08603739371958,False
nominal,recovery_mpc,82,410.0,4.705328916199378,0.0,0.244681887271528,3.7580498348096634,33.08603739371958,False
nominal,original_mpc,83,415.0,4.705328916199378,0.0,0.2459889230815834,3.758828656136974,33.115661489975274,False
nominal,recovery_mpc,83,415.0,4.705328916199378,0.0,0.2459889230815834,3.758828656136974,33.115661489975274,False
nominal,original_mpc,84,420.0,4.705328916199378,0.0,0.2472959588916388,3.7596507340997483,33.14495280573484,False
nominal,recovery_mpc,84,420.0,4.705328916199378,0.0,0.2472959588916388,3.7596507340997483,33.14495280573484,False
nominal,original_mpc,85,425.0,4.557691949084272,0.14763696711510654,0.2485619844330511,3.7569037410917847,33.170205407611014,True
nominal,recovery_mpc,85,425.0,4.557691949084272,0.14763696711510654,0.2485619844330511,3.7569037410917847,33.170205407611014,True
nominal,original_mpc,86,430.0,4.557691949084272,0.0,0.24982800997446342,3.7574203644729347,33.19505616820029,False
nominal,recovery_mpc,86,430.0,4.557691949084272,0.0,0.24982800997446342,3.7574203644729347,33.19505616820029,False
nominal,original_mpc,87,435.0,4.557691949084272,0.0,0.2510940355158757,3.758022421433571,33.219544625503275,False
nominal,recovery_mpc,87,435.0,4.557691949084272,0.0,0.2510940355158757,3.758022421433571,33.219544625503275,False
nominal,original_mpc,88,440.0,4.557691949084272,0.0,0.25236006105728803,3.7586893659026988,33.24370151839921,False
nominal,recovery_mpc,88,440.0,4.557691949084272,0.0,0.25236006105728803,3.7586893659026988,33.24370151839921,False
nominal,original_mpc,89,445.0,4.557691949084272,0.0,0.25362608659870034,3.75940583193412,33.26755097784978,False
nominal,recovery_mpc,89,445.0,4.557691949084272,0.0,0.25362608659870034,3.75940583193412,33.26755097784978,False
nominal,original_mpc,90,450.0,4.405273065413276,0.15241888367099587,0.25484977356131516,3.7564428615415486,33.287377486245006,True
nominal,recovery_mpc,90,450.0,4.405273065413276,0.15241888367099587,0.25484977356131516,3.7564428615415486,33.287377486245006,True
nominal,original_mpc,91,455.0,4.405273065413276,0.0,0.25607346052393,3.7568529985758965,33.306829513813966,False
nominal,recovery_mpc,91,455.0,4.405273065413276,0.0,0.25607346052393,3.7568529985758965,33.306829513813966,False
nominal,original_mpc,92,460.0,4.405273065413276,0.0,0.2572971474865448,3.7573547905914704,33.32594687699781,False
nominal,recovery_mpc,92,460.0,4.405273065413276,0.0,0.2572971474865448,3.7573547905914704,33.32594687699781,False
nominal,original_mpc,93,465.0,4.405273065413276,0.0,0.25852083444915963,3.7579267647986865,33.34476052310731,False
nominal,recovery_mpc,93,465.0,4.405273065413276,0.0,0.25852083444915963,3.7579267647986865,33.34476052310731,False
nominal,original_mpc,94,470.0,4.405273065413276,0.0,0.25974452141177445,3.758552847368075,33.363294737672646,False
nominal,recovery_mpc,94,470.0,4.405273065413276,0.0,0.25974452141177445,3.758552847368075,33.363294737672646,False
nominal,original_mpc,95,475.0,4.249831528439613,0.1554415369736626,0.26092503016967433,3.755430465750545,33.37787699023729,True
nominal,recovery_mpc,95,475.0,4.249831528439613,0.1554415369736626,0.26092503016967433,3.755430465750545,33.37787699023729,True
nominal,original_mpc,96,480.0,4.249831528439613,0.0,0.2621055389275742,3.7557510148158193,33.392115200689595,False
nominal,recovery_mpc,96,480.0,4.249831528439613,0.0,0.2621055389275742,3.7557510148158193,33.392115200689595,False
nominal,original_mpc,97,485.0,4.249831528439613,0.0,0.2632860476854741,3.7561677672391256,33.406048761778166,False
nominal,recovery_mpc,97,485.0,4.249831528439613,0.0,0.2632860476854741,3.7561677672391256,33.406048761778166,False
nominal,original_mpc,98,490.0,4.249831528439613,0.0,0.26446655644337397,3.7566586616003215,33.41970829090272,False
nominal,recovery_mpc,98,490.0,4.249831528439613,0.0,0.26446655644337397,3.7566586616003215,33.41970829090272,False
nominal,original_mpc,99,495.0,4.249831528439613,0.0,0.26564706520127385,3.757207170240592,33.43311781275071,False
nominal,recovery_mpc,99,495.0,4.249831528439613,0.0,0.26564706520127385,3.757207170240592,33.43311781275071,False
nominal,original_mpc,100,500.0,4.088532279281441,0.16129924915817195,0.26678276861218536,3.7538679340373142,33.44259122880004,True
nominal,recovery_mpc,100,500.0,4.088532279281441,0.16129924915817195,0.26678276861218536,3.7538679340373142,33.44259122880004,True
nominal,original_mpc,101,505.0,4.088532279281441,0.0,0.2679184720230969,3.754102902014486,33.45175042323089,False
nominal,recovery_mpc,101,505.0,4.088532279281441,0.0,0.2679184720230969,3.754102902014486,33.45175042323089,False
nominal,original_mpc,102,510.0,4.088532279281441,0.0,0.2690541754340084,3.7544392636130164,33.460634561482394,False
nominal,recovery_mpc,102,510.0,4.088532279281441,0.0,0.2690541754340084,3.7544392636130164,33.460634561482394,False
nominal,original_mpc,103,515.0,4.088532279281441,0.0,0.2701898788449199,3.754854140770706,33.46927406926741,False
nominal,recovery_mpc,103,515.0,4.088532279281441,0.0,0.2701898788449199,3.754854140770706,33.46927406926741,False
nominal,original_mpc,104,520.0,4.088532279281441,0.0,0.2713255822558314,3.755330381907185,33.47769280559711,False
nominal,recovery_mpc,104,520.0,4.088532279281441,0.0,0.2713255822558314,3.755330381907185,33.47769280559711,False
nominal,original_mpc,105,525.0,3.9240690753502103,0.16446320393123104,0.2724156014434287,3.75184517558589,33.482264723759606,True
nominal,recovery_mpc,105,525.0,3.9240690753502103,0.16446320393123104,0.2724156014434287,3.75184517558589,33.482264723759606,True
nominal,original_mpc,106,530.0,3.9240690753502103,0.0,0.27350562063102596,3.7520063845660867,33.48655412586881,False
nominal,recovery_mpc,106,530.0,3.9240690753502103,0.0,0.27350562063102596,3.7520063845660867,33.48655412586881,False
nominal,original_mpc,107,535.0,3.9240690753502103,0.0,0.2745956398186232,3.7522729261143666,33.49059944148148,False
nominal,recovery_mpc,107,535.0,3.9240690753502103,0.0,0.2745956398186232,3.7522729261143666,33.49059944148148,False
nominal,original_mpc,108,540.0,3.9240690753502103,0.0,0.2756856590062205,3.75262134866125,33.49443051424651,False
nominal,recovery_mpc,108,540.0,3.9240690753502103,0.0,0.2756856590062205,3.75262134866125,33.49443051424651,False
nominal,original_mpc,109,545.0,3.9240690753502103,0.0,0.27677567819381776,3.753034059579123,33.49807073578811,False
nominal,recovery_mpc,109,545.0,3.9240690753502103,0.0,0.27677567819381776,3.753034059579123,33.49807073578811,False
nominal,original_mpc,110,550.0,3.795758473565013,0.12831060178519715,0.27783005554758583,3.750369346135086,33.49879253218714,True
nominal,recovery_mpc,110,550.0,3.795758473565013,0.12831060178519715,0.27783005554758583,3.750369346135086,33.49879253218714,True
nominal,original_mpc,111,555.0,3.795758473565013,0.0,0.2788844329013539,3.750560277402322,33.49928486640909,False
nominal,recovery_mpc,111,555.0,3.795758473565013,0.0,0.2788844329013539,3.750560277402322,33.49928486640909,False
nominal,original_mpc,112,560.0,3.795758473565013,0.0,0.27993881025512196,3.7508423751003956,33.499579472885564,False
nominal,recovery_mpc,112,560.0,3.795758473565013,0.0,0.27993881025512196,3.7508423751003956,33.499579472885564,False
nominal,original_mpc,113,565.0,3.795758473565013,0.0,0.28099318760889,3.751195978292361,33.49970111891514,False
nominal,recovery_mpc,113,565.0,3.795758473565013,0.0,0.28099318760889,3.751195978292361,33.49970111891514,False
nominal,original_mpc,114,570.0,3.795758473565013,0.0,0.2820475649626581,3.7516063257419097,33.499669330223334,False
nominal,recovery_mpc,114,570.0,3.795758473565013,0.0,0.2820475649626581,3.7516063257419097,33.499669330223334,False
nominal,original_mpc,115,575.0,3.8144478288591284,0.018689355294115195,0.28310713380400787,3.752518042342278,33.499891739830105,True
nominal,recovery_mpc,115,575.0,3.8144478288591284,0.018689355294115195,0.28310713380400787,3.752518042342278,33.499891739830105,True
nominal,original_mpc,116,580.0,3.8144478288591284,0.0,0.28416670264535765,3.753057128070187,33.499999488922086,False
nominal,recovery_mpc,116,580.0,3.8144478288591284,0.0,0.28416670264535765,3.753057128070187,33.499999488922086,False
nominal,original_mpc,117,585.0,3.8144478288591284,0.0,0.28522627148670743,3.7536188795149004,33.5,False
nominal,recovery_mpc,117,585.0,3.8144478288591284,0.0,0.28522627148670743,3.7536188795149004,33.5,False
nominal,original_mpc,118,590.0,3.8144478288591284,0.0,0.2862858403280572,3.754200603891785,33.49989967827754,False
nominal,recovery_mpc,118,590.0,3.8144478288591284,0.0,0.2862858403280572,3.754200603891785,33.49989967827754,False
nominal,original_mpc,119,595.0,3.8144478288591284,0.0,0.287345409169407,3.7548002543950436,33.499704138068765,False
nominal,recovery_mpc,119,595.0,3.8144478288591284,0.0,0.287345409169407,3.7548002543950436,33.499704138068765,False
nominal,original_mpc,120,600.0,3.8358019895492097,0.021354160690081336,0.2884109097220595,3.7559370216976933,33.49986499287047,True
nominal,recovery_mpc,120,600.0,3.8358019895492097,0.021354160690081336,0.2884109097220595,3.7559370216976933,33.49986499287047,True
nominal,original_mpc,121,605.0,3.8358019895492097,0.0,0.28947641027471205,3.7566205783638593,33.499952587587956,False
