controller,slack_voltage_v_max,slack_voltage_v_mean,slack_temperature_c_max,slack_temperature_c_mean,slack_soc_max,slack_soc_mean,slack_current_change_a_max,slack_current_change_a_mean,braking_current_deficit_a_max,braking_current_deficit_a_mean
original_mpc,0.008638612271695045,6.66773299526833e-05,0.3492581918491311,0.010856975538811169,4.052037927415597e-09,1.8970779530028208e-11,0.00019763617766388464,1.057840773713702e-07,0.0,0.0
recovery_mpc,0.1913372733998644,0.012957417968242619,3.0742999989338102,0.7103199906513471,0.05293561812727332,0.0013292142556668566,5.413476729333773,0.19048507254271788,8.0,0.3678747030379747
