role,trajectory_id,ambient_temperature_c,target_reached,charge_time_s,maximum_voltage_v,maximum_temperature_c,minimum_current_a,maximum_current_a,maximum_current_step_a,guard_exceedance_count,maximum_positive_residual_growth_v,empty_voltage_slew_count,empty_thermal_slew_count,solver_failure_count,prediction_infeasible_count,sustained_oscillation_count,voltage_intervention_fraction,thermal_intervention_fraction,both_layers_fraction,maximum_voltage_correction_a,maximum_thermal_correction_a,teacher_retry_count,alternative_selected_count,total_thermal_supervisor_time_s,level4_variant,seed
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_000,15.0,True,955.0,4.186807677737491,20.038895896139422,0.0932384174303786,5.980772654778145,2.0,0,0.0320319488219871,0,0,0,0,0,0.4816753926701571,0.0,0.0,0.8163084400595904,0.068306236973882,0,0,0.045647700051622414,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_001,15.0,True,1095.0,4.186689190850346,21.5042084510643,0.0906617558957623,6.925506480804786,1.5450620923407064,0,0.0295134069485643,0,0,0,0,0,0.4840182648401826,0.0,0.0,0.821649057811487,0.0,0,0,0.04965570004059232,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_002,15.0,True,1300.0,4.186498632268844,25.18214683703781,0.0930568712782791,8.782885390946221,0.1162546107706976,0,0.0170379170825842,0,0,0,0,0,0.45,0.0,0.0,0.7483147252678846,0.0,0,0,0.050937700019846634,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_003,15.0,True,1270.0,4.186585005761231,24.39540505132578,0.091539036922283,8.295533053435935,1.0321783768524142,0,0.0268135077387476,0,0,0,0,0,0.4566929133858268,0.0,0.0,0.7702375939616752,0.0,0,0,0.04960729998491566,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_004,15.0,True,1165.0,4.186571841343307,22.585545068459112,0.0910570916535262,7.629916430739574,0.4450621433083688,0,0.0106255508687862,0,0,0,0,0,0.48497854077253216,0.0,0.0,0.814279352126686,0.0,0,0,0.045925599963073285,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_005,15.0,True,1220.0,4.186625849652438,23.45181931756804,0.0918718180295941,7.930603821462528,0.1113933231115353,0,0.0143336474335749,0,0,0,0,0,0.4672131147540984,0.0,0.0,0.7942383430825535,0.0,0,0,0.048796199997002195,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_006,15.0,True,1105.0,4.186549192773219,21.740878550297737,0.092544472758425,7.26665956185013,1.693704929662708,0,0.0276194686196351,0,0,0,0,0,0.497737556561086,0.0,0.0,0.8262422987103388,0.0,0,0,0.04541389999211705,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_007,15.0,True,1310.0,4.186449520839493,25.493591339523903,0.0910357556477783,9.091971063970206,0.2969648561140623,0,0.0219803707905454,0,0,0,0,0,0.45038167938931295,0.0,0.0,0.7399544907516162,0.0,0,0,0.052003300013881065,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_008,15.0,True,1245.0,4.186572240509188,23.954051060457573,0.0900352159129491,8.265483646547889,1.5520237021078067,0,0.0268429881979397,0,0,0,0,0,0.46184738955823296,0.0,0.0,0.7838424731295897,0.0,0,0,0.06299470000156969,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_009,15.0,True,1015.0,4.1868797723470434,20.53019596328903,0.0914419697096797,6.077112626088448,1.168966151138676,0,0.026378006311833,0,0,0,0,0,0.47783251231527096,0.0,0.0,0.8130684938775707,0.0,0,0,0.061044399993978884,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_010,15.0,True,1145.0,4.186782063544688,22.075466782546755,0.08964346399559,7.04510305460058,0.629547151197972,0,0.0226680868219046,0,0,0,0,0,0.4759825327510917,0.0,0.0,0.8123316080289325,0.0,0,0,0.06308859997078618,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_011,15.0,True,1190.0,4.186581179468916,23.02922554507512,0.0930806795079988,7.8973733329121885,0.6956442198251409,0,0.0216308460201304,0,0,0,0,0,0.4789915966386555,0.0,0.0,0.805702022162345,0.0,0,0,0.0542719999975707,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_012,15.0,True,1185.0,4.186637203516193,22.89193142876354,0.0933586782653832,7.704139384254435,1.9741914679151416,0,0.0326784933390591,0,0,0,0,0,0.4767932489451477,0.0,0.0,0.8063307031736127,0.0,0,0,0.050216099993111,thermal_guard_025mc,101
thermal_guard_025mc_seed_101,phase7d3_confirmation_15c_013,15.0,True,1100.0,4.186706124912243,21.561461767274125,0.091104263593035,6.9151307549601775,1.697919344543125,0,0.0308131732750194,0,0,0,0,0,0.4818181818181818,0.0,0.0,0.8203359996852804,0.0,0,0,0.04559500002504854,thermal_guard_025mc,101
