trajectory_id,role,ambient_temperature_c,initial_temperature_c,risk_stratum,historical_center_index,historical_evidence,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,initial_dfn_voltage_v,initial_2rc_voltage_v,initial_measured_residual_v,initial_residual_extreme,design_candidate_index,design_seed,initial_state_history_contract
phase7d3_confirmation_15c_000,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.6585391645096353,0.05226883122650483,0.06517191146273704,7.980772654778145,4.087155631211,4.1911648342258045,-0.10400920301480454,True,25101,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_001,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.6160391645096354,0.06060216455983816,0.07517191146273705,8.470568573145492,4.047098383273397,4.174335756260427,-0.12723737298702975,True,25102,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_002,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5310391645096354,0.04393549789317149,0.08517191146273705,8.899140001716919,3.9789193207001983,4.097740451550761,-0.1188211308505629,True,25103,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_003,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5469766645096354,0.055046609004282605,0.09517191146273705,9.32771143028835,3.9992277260231974,4.142294121382731,-0.1430663953595337,True,25104,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_004,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5894766645096354,0.046713275670949274,0.06717191146273704,7.184854287431206,4.006684008457585,4.098353920796029,-0.09166991233844435,False,25106,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_005,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5682266645096354,0.04115772011539371,0.08717191146273705,8.041997144574063,4.000991654294172,4.112028732094831,-0.11103707780065974,True,25108,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_006,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.6107266645096354,0.04990257608247191,0.059171911462737044,8.960364491512838,4.0488490799736185,4.1523869999153735,-0.10353791994175499,True,25110,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_007,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5257266645096355,0.05823590941580524,0.06917191146273705,9.388935920084267,3.980178468725308,4.10172811206569,-0.12154964334038176,True,25111,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_008,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.5576016645096354,0.04156924274913857,0.07917191146273705,9.817507348655695,4.014896128380587,4.132800429296089,-0.11790430091550164,True,25112,20261401,dfn_and_2rc_do_not_share_current_history
phase7d3_confirmation_15c_009,confirmation,15.0,15.0,startup_transient_stress,-1,bounded_design,0.6426016645096354,0.05268035386024968,0.08917191146273705,7.246078777227124,4.057171868174564,4.182791595026852,-0.12561972685228806,True,25113,20261401,dfn_and_2rc_do_not_share_current_history
