seed,ann_candidate_mean_ms,supervisor_mean_ms,ann_total_mean_ms,end_to_end_speedup
22,0.08882480826575237,0.17291804765375793,0.2617428559195103,159.96351218110883
42,0.08920001642875622,0.1735639259040373,0.26276394233279343,159.34190265790298
73,0.08830210286134724,0.17237774916766435,0.26067985202901156,160.61581359398303
101,0.09031881714051436,0.17514077467574357,0.26545959181625794,157.7238412623617
137,0.10814412344485631,0.19690457616023546,0.3050486996050918,137.25449928290706
