mode_group,sample_count,neighbor_count,feature_set,features,auditable,feature_count,effective_variable_feature_count,mean_conditional_variance_a2,median_conditional_variance_a2,p95_conditional_variance_a2,mean_local_standard_deviation_a,p95_local_standard_deviation_a,nearest_neighbor_label_difference_mean_a,nearest_neighbor_label_difference_p95_a,knn_leave_one_out_rmse_a,knn_leave_one_out_nrmse_percent_of_10a,mean_neighbor_distance,locally_sufficient
voltage+temperature,94,10,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.1138527703071601,0.10028653206418617,0.2410958327118191,0.3261997744603131,0.4910087054992833,0.16150878956275022,0.326941533983472,0.24673477856504047,2.467347785650405,1.623327970106717,False
voltage+temperature,94,25,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,0.3668339005156399,0.35190200039450525,0.562534692381586,0.596840276991872,0.7500176966451491,0.16327113312402883,0.4436654226972813,0.43693880972137156,4.369388097213715,1.4576745585989948,False
voltage+temperature,94,25,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,0.30971108856871266,0.28504173428653284,0.4751809467975756,0.5490519300817488,0.6893277145616619,0.20400253948183666,0.6972601819646522,0.4012790352095156,4.0127903520951556,1.9931361008062305,False
voltage+temperature,94,25,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.22694321422703156,0.2135223938015024,0.36281972078505287,0.46965495466045126,0.6022893502763156,0.16150878956275022,0.326941533983472,0.34417881976018466,3.4417881976018467,2.3212952630612658,False
voltage+temperature,94,50,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,0.6541870749050777,0.6819224256805595,0.938480098072958,0.8009584320033958,0.9685844203701253,0.16327113312402883,0.4436654226972813,0.6308840719059314,6.308840719059314,2.0392763751815193,False
voltage+temperature,94,50,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,0.5740284276274542,0.5539696696225564,0.805615087291731,0.7498145291018291,0.8975591352375945,0.20400253948183666,0.6972601819646522,0.6113301663729765,6.113301663729765,2.7176059304720233,False
voltage+temperature,94,50,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.4978484596900931,0.4193388211276926,0.7436475980899148,0.6972639993124715,0.8623500375464054,0.16150878956275022,0.326941533983472,0.5987785839205403,5.987785839205403,3.2832027893069107,False
voltage+slew,38,5,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.7398135732747613,1.564264736015307,3.1023222457482342,1.2836556579710254,1.7613318112568714,1.531100478468899,2.0000000000000053,1.0357138887801518,10.357138887801518,1.742046847104756,False
voltage+slew,38,5,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,1.0851207316152547,1.0517177788402425,1.8092698586162144,1.0110656804996616,1.3450615344491286,0.8929969551979099,2.0,0.6404616584334072,6.404616584334072,2.4549911914872045,False
voltage+slew,38,5,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.8266936037587306,0.7447851922682825,1.5718052045625261,0.8559175529179118,1.2534277729190897,0.8473249238799463,2.0,0.5508692973239093,5.508692973239093,2.704028275483765,False
voltage+slew,38,10,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.772234424597111,1.7457049837215113,2.5947376089975664,1.3182260924437188,1.610810217051583,1.531100478468899,2.0000000000000053,1.0919305326489517,10.919305326489518,2.059986846692068,False
voltage+slew,38,10,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,1.2448589657099287,1.1184785495829788,1.9270796621360091,1.1015541066025893,1.3881099509727957,0.8929969551979099,2.0,0.7684335235583245,7.684335235583245,2.8312997355951186,False
voltage+slew,38,10,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,1.0103554425987105,0.97008097503965,1.8391298408578602,0.9835653641033062,1.3561313624947997,0.8473249238799463,2.0,0.7336862313005611,7.336862313005611,3.1302290134600357,False
voltage+slew,38,25,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,2.336727047452658,2.3735250324431374,2.9681544976436,1.5238972140990068,1.7228277399567014,1.531100478468899,2.0000000000000053,1.3944352482452735,13.944352482452736,2.640027437746572,False
voltage+slew,38,25,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,1.8770142965500611,1.831004257450536,2.6542538078000155,1.3617948734221816,1.6291847778523822,0.8929969551979099,2.0,1.2442719814108472,12.442719814108472,3.6577932551399863,False
voltage+slew,38,25,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,1.717068458318802,1.438849805341163,2.377409284429568,1.3005125368145212,1.5418614702789628,0.8473249238799463,2.0,1.2752466390531054,12.752466390531055,4.340604629308126,False
voltage+slew,38,50,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",False,,,,,,,,,,,,,
voltage+slew,38,50,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+slew,38,50,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",False,,,,,,,,,,,,,
temperature+slew,194,5,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.3968058744525211,1.2513325818303742,2.7990984222389175,1.131553497898968,1.673038766189109,0.9581022158909471,2.000000000000001,0.6982018602864897,6.982018602864897,1.2053462141030944,False
temperature+slew,194,5,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,0.6558740282017745,0.5641949670375479,1.4706987227648491,0.7688065029635398,1.2127220076364507,0.5728084334214506,1.081893313298274,0.5029295301715723,5.029295301715723,1.6302023105484518,False
temperature+slew,194,5,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.5096599143987687,0.40727076290345104,1.2931734780795034,0.6767014688988571,1.1371747944334445,0.4388120146190748,1.0818933132982682,0.42773715880124347,4.277371588012435,1.7754810827734184,False
temperature+slew,194,10,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.299719790242701,1.226102704526308,2.2673350890981334,1.1128481902083893,1.5057657849181725,0.9581022158909471,2.000000000000001,0.7033576448649252,7.033576448649253,1.384528997922637,False
temperature+slew,194,10,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,0.8232147872267966,0.8023272507504228,1.375485478975135,0.8876375768441896,1.172810928546354,0.5728084334214506,1.081893313298274,0.526710665390807,5.26710665390807,1.8504457196192527,False
temperature+slew,194,10,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.6066531588963701,0.5543349837091713,1.161950218542353,0.7601555098589536,1.0779359149793155,0.4388120146190748,1.0818933132982682,0.45484430564040024,4.548443056404002,2.018058215719145,False
temperature+slew,194,25,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.5292385353033215,1.547166276272539,2.2690539040616335,1.2190045453242846,1.5063189123918803,0.9581022158909471,2.000000000000001,0.8729447759199939,8.729447759199939,1.688223307399275,False
temperature+slew,194,25,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,1.0339272099909664,0.9634587954062563,1.6531984879726274,1.003101512452304,1.2857675039274523,0.5728084334214506,1.081893313298274,0.6225197812011296,6.225197812011296,2.2628520875755673,False
temperature+slew,194,25,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,0.8115252601365756,0.7742428852294676,1.2745120463049804,0.8903921978983251,1.1289250927191443,0.4388120146190748,1.0818933132982682,0.5849561447520178,5.849561447520179,2.489141953476798,False
temperature+slew,194,50,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",True,5.0,5.0,1.9232295115727323,1.9438782813448983,2.6396250036180233,1.3768298305532005,1.6246922776775463,0.9581022158909471,2.000000000000001,1.0528577896432614,10.528577896432614,1.986563097244065,False
temperature+slew,194,50,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",True,10.0,10.0,1.3725248642769552,1.334794543370522,2.087868150225497,1.1584231783801255,1.4449455434386256,0.5728084334214506,1.081893313298274,0.8083591469329239,8.083591469329239,2.6815211722811583,False
temperature+slew,194,50,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",True,18.0,18.0,1.1191391747897175,1.0626289476386388,1.6343395609691018,1.0512196062284391,1.2784128996038286,0.4388120146190748,1.0818933132982682,0.7794458918618846,7.794458918618846,2.9679261822747627,False
voltage+temperature+slew,18,5,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",False,,,,,,,,,,,,,
voltage+temperature+slew,18,5,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,5,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,10,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",False,,,,,,,,,,,,,
voltage+temperature+slew,18,10,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,10,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,25,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",False,,,,,,,,,,,,,
voltage+temperature+slew,18,25,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,25,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,50,five_state,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a",False,,,,,,,,,,,,,
voltage+temperature+slew,18,50,five_state_plus_summary,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_first_a,previous_plan_mean_a,previous_plan_last_a,previous_plan_range_a,previous_plan_available",False,,,,,,,,,,,,,
voltage+temperature+slew,18,50,five_state_plus_full_previous_sequence,"state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,previous_plan_block_00_a,previous_plan_block_01_a,previous_plan_block_02_a,previous_plan_block_03_a,previous_plan_block_04_a,previous_plan_block_05_a,previous_plan_block_06_a,previous_plan_block_07_a,previous_plan_block_08_a,previous_plan_block_09_a,previous_plan_block_10_a,previous_plan_block_11_a,previous_plan_available",False,,,,,,,,,,,,,
