role,trajectory_id,ambient_temperature_c,target_reached,charge_time_s,maximum_voltage_v,maximum_temperature_c,minimum_current_a,maximum_current_a,maximum_current_step_a,guard_exceedance_count,maximum_positive_residual_growth_v,empty_voltage_slew_count,empty_thermal_slew_count,solver_failure_count,prediction_infeasible_count,sustained_oscillation_count,voltage_intervention_fraction,thermal_intervention_fraction,both_layers_fraction,maximum_voltage_correction_a,maximum_thermal_correction_a,teacher_retry_count,alternative_selected_count,total_thermal_supervisor_time_s
internal_validation,phase7cr2f5_internal_validation_25c_000,25.0,True,1130.0,4.186158901580424,32.47293870419634,0.0844464361909579,7.765576365909975,1.0804177536730792,0,0.0273969036191648,0,0,0,0,0,0.30973451327433627,0.0,0.0,0.309676884492386,0.0,0,0,0.07720169999446391
internal_validation,phase7cr2f5_internal_validation_25c_001,25.0,True,1245.0,4.186122804981154,33.925038172872746,0.0836109358913548,8.1317138671875,1.1428516809669844,0,0.0270029869275183,0,0,0,0,0,0.2891566265060241,0.3172690763052209,0.0,0.28338733668601,0.505073202191566,0,0,0.0910700000149389
internal_validation,phase7cr2f5_internal_validation_25c_002,25.0,True,1565.0,4.185859980913985,34.822647739079,0.0832708561342628,8.1317138671875,1.2128225264480328,0,0.0294482554294899,0,0,0,0,0,0.18210862619808307,0.5623003194888179,0.01597444089456869,0.2348802052440155,2.0542230193962414,77,38,0.1262109999861269
internal_validation,phase7cr2f5_internal_validation_25c_003,25.0,True,1440.0,4.1859260880354014,34.63202264122879,0.0835604590977115,8.1317138671875,1.6413939550194598,0,0.0295272155028953,0,0,0,0,0,0.21875,0.5034722222222222,0.013888888888888888,0.2600806876356714,1.919767211277268,2,1,0.1172079999960119
internal_validation,phase7cr2f5_internal_validation_25c_004,25.0,True,1155.0,4.186144819248985,32.90697163932816,0.0836941493480013,8.119979510744535,0.9183002599661468,0,0.0099006658089209,0,0,0,0,0,0.30735930735930733,0.0,0.0,0.303733577890938,0.0,0,0,0.08111820000339051
internal_validation,phase7cr2f5_internal_validation_25c_005,25.0,True,1280.0,4.186120723587443,34.12747459865852,0.0850819579554938,8.131401849250818,0.5011511699010001,0,0.0145595260743558,0,0,0,0,0,0.27734375,0.38671875,0.0,0.2808675107702139,0.82271507009491,0,0,0.1014266999827546
internal_validation,phase7cr2f5_internal_validation_25c_006,25.0,True,1050.0,4.18619203611879,31.297201087467784,0.083858093696821,6.846816937675697,1.2120051702455497,0,0.0279137954138297,0,0,0,0,0,0.3047619047619048,0.0,0.0,0.3180340765676557,0.0,0,0,0.0692273000131435
internal_validation,phase7cr2f5_internal_validation_25c_007,25.0,True,1360.0,4.186033908162631,34.42696045528152,0.0831155160878014,8.1317138671875,0.3556796693051751,0,0.0213142704955515,0,0,0,0,0,0.24632352941176472,0.4522058823529412,0.007352941176470588,0.2702254042676371,1.0582361913881124,0,0,0.108022599995807
internal_validation,phase7cr2f5_internal_validation_25c_008,25.0,True,1100.0,4.186137550042387,32.12708044184808,0.0838240936306616,7.717361015958885,1.198603949105217,0,0.0258501097641996,0,0,0,0,0,0.32272727272727275,0.0,0.0,0.3181177543764586,0.0,0,0,0.0748459000223986
internal_validation,phase7cr2f5_internal_validation_25c_009,25.0,True,1210.0,4.186121982151983,33.66719974661282,0.0840808293542041,8.1317138671875,1.2740470162439514,0,0.0307952394894672,0,0,0,0,0,0.2975206611570248,0.22727272727272727,0.0,0.28973635696188,0.473825995466111,0,0,0.08823360000495689
internal_validation,phase7cr2f5_internal_validation_25c_010,25.0,True,1525.0,4.185874150320585,34.77094089057181,0.0818052588219797,8.1317138671875,1.7026184448153785,0,0.0321990964817877,0,0,0,0,0,0.19344262295081968,0.5442622950819672,0.01639344262295082,0.243703732458818,2.0536412829302035,34,15,0.1250261999884817
internal_validation,phase7cr2f5_internal_validation_25c_011,25.0,True,1460.0,4.1859249223911,34.67206990487102,0.083973629732003,8.131612823527846,0.8687090829535382,0,0.0157861834171795,0,0,0,0,0,0.21232876712328766,0.5136986301369864,0.0136986301369863,0.2551153230248388,1.701084838685189,1,0,0.1184493999680704
internal_validation,phase7cr2f5_internal_validation_25c_012,25.0,True,1215.0,4.186161820231465,33.70532998596366,0.0852508770860072,8.1317138671875,1.4504961753524643,0,0.0303711731720834,0,0,0,0,0,0.2880658436213992,0.21810699588477367,0.0,0.2846794701213184,0.1864203795828629,0,0,0.08887160000266439
internal_validation,phase7cr2f5_internal_validation_25c_013,25.0,True,1485.0,4.185901970507581,34.71206662499793,0.0823326455086253,8.131572576396623,0.5420177580217365,0,0.0163676483559269,0,0,0,0,0,0.2053872053872054,0.5252525252525253,0.016835016835016835,0.2513376306737509,1.91650390625,2,1,0.1158538999825249
internal_validation,phase7cr2f5_internal_validation_25c_014,25.0,True,1375.0,4.185996574696038,34.472333773301045,0.0832111951355376,8.131414764772016,0.7268475258884433,0,0.0153299995565516,0,0,0,0,0,0.24363636363636362,0.46545454545454545,0.014545454545454545,0.2698321712123714,1.382515129389688,1,0,0.10636390001671871
internal_validation,phase7cr2f5_internal_validation_25c_015,25.0,True,1015.0,4.186153627217546,30.94624944658057,0.0850257369286995,6.754674441746385,2.0,0,0.0256288601140779,0,0,0,0,0,0.31527093596059114,0.0,0.0,0.3256975924215801,0.0,2,0,0.0619156000175181
internal_validation,phase7cr2f5_internal_validation_25c_016,25.0,True,1205.0,4.186168298981772,33.592607031791886,0.0844565603286585,8.1317138671875,1.8682861328125,0,0.0349246762260566,0,0,0,0,0,0.2946058091286307,0.12448132780082988,0.0,0.2869529615370503,0.1538294936543476,0,0,0.0885007000106152
internal_validation,phase7cr2f5_internal_validation_25c_017,25.0,True,1470.0,4.185913053825892,34.68721061206662,0.0826573114911473,8.1317138671875,0.3455960532282045,0,0.0254808973050835,0,0,0,0,0,0.20748299319727892,0.5204081632653061,0.017006802721088437,0.253344407523965,1.7204208174064377,0,0,0.120632299991471
internal_validation,phase7cr2f5_internal_validation_25c_018,25.0,True,1500.0,4.185890610213741,34.738145932661496,0.0834275660468766,8.131610192045049,1.6994392182180809,0,0.0157188104241878,0,0,0,0,0,0.2,0.5333333333333333,0.016666666666666666,0.2488991057792633,2.0543197759913365,37,14,0.126952800002967
internal_validation,phase7cr2f5_internal_validation_25c_019,25.0,True,1365.0,4.186015344007663,34.43895563956568,0.082253766510727,8.131485746529922,1.127886201274383,0,0.0126741651312007,0,0,0,0,0,0.2454212454212454,0.4542124542124542,0.01098901098901099,0.2718242072956709,1.3828794400473203,1,0,0.10539890001381119
internal_validation,phase7cr2f5_internal_validation_25c_020,25.0,True,1080.0,4.186169272343966,31.74252482742571,0.0850759371248158,7.239581929760039,0.3354461869240719,0,0.0196852375861809,0,0,0,0,0,0.3101851851851852,0.0,0.0,0.3174819314555872,0.0,0,0,0.0684646999961735
internal_validation,phase7cr2f5_internal_validation_25c_021,25.0,True,1200.0,4.186168804315788,33.517735416151254,0.0841746751628163,8.1317138671875,0.1062990217965595,0,0.0140355565870624,0,0,0,0,0,0.29583333333333334,0.04583333333333333,0.0,0.2885438012504826,0.1282730603590582,1,1,0.0863715999821455
internal_validation,phase7cr2f5_internal_validation_25c_022,25.0,True,755.0,4.185830923467876,28.60895183379671,0.0833694671279584,5.847574217462474,0.9471389313906596,0,0.010244287265511,0,0,0,0,0,0.31788079470198677,0.0,0.0,0.3586524079456734,0.0,0,0,0.0431890000036146
internal_validation,phase7cr2f5_internal_validation_25c_023,25.0,True,1235.0,4.186001211256013,33.86591503960324,0.0832643486163661,8.1317138671875,0.2956523428901239,0,0.0129993823125644,0,0,0,0,0,0.30364372469635625,0.3157894736842105,0.0,0.2938491064698487,1.1791519483458046,0,0,0.08888900001510269
legacy_phase7b1_25c,f2_legacy_phase7b1_25c_25c_000,25.0,True,1115.0,4.186007798150392,32.522321476171385,0.084675079971763,8.070408590333454,2.0,0,0.0089313411305655,0,0,0,0,0,0.336322869955157,0.017937219730941704,0.0,0.3209103047754276,0.1234671347622029,2,0,0.0709699999952022
legacy_phase7b1_25c,f2_legacy_phase7b1_25c_25c_001,25.0,True,1310.0,4.186068801876815,34.23562747211679,0.0818850577198993,8.098624271137027,2.0,0,0.0046063235829358,0,0,0,0,0,0.26717557251908397,0.4083969465648855,0.003816793893129771,0.2822131851288594,1.3560118750946994,2,1,0.09692999999423149
legacy_phase7b1_25c,f2_legacy_phase7b1_25c_25c_002,25.0,True,945.0,4.186117786701717,30.27493564866387,0.0844415096679914,6.387041216079981,0.4353544189121345,0,0.0129073018233194,0,0,0,0,0,0.30687830687830686,0.0,0.0,0.3236246293081461,0.0,0,0,0.0557966000087523
legacy_phase7b1_25c,f2_legacy_phase7b1_25c_25c_003,25.0,True,1425.0,4.185940462541256,34.597292451950125,0.0826151776416871,8.131580052500912,0.751321826761636,0,0.0156456226226295,0,0,0,0,0,0.22105263157894736,0.49473684210526314,0.014035087719298246,0.2619748561018209,1.6173927538358477,1,0,0.1157139999850049
legacy_phase7b1_25c,f2_legacy_phase7b1_25c_25c_004,25.0,True,1030.0,4.185902582933792,31.43525016349753,0.0820753643371174,7.7429312404955395,1.0658984138151633,0,0.0100642711963772,0,0,0,0,0,0.35436893203883496,0.0,0.0,0.3434381573870548,0.0,0,0,0.0645100000019635
