initial_state_id,sampling_method,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,coverage_distance_standardized,assigned_split,teacher_optimizer_success,teacher_prediction_feasible,teacher_accepted,teacher_status,teacher_objective,teacher_solve_time_s,teacher_minimum_constraint_margin
phase6c_targeted_0210,targeted_boundary_sampling,0.22630000000000003,0.0713671875,0.0485185185185185,25.6112,0.97667638483965,,phase6c_validation,True,True,True,Optimization terminated successfully,4.733215051741605,1.9910243000012997,-5.667025959610328e-09
phase6c_targeted_0211,targeted_boundary_sampling,0.22690000000000002,0.015117187499999999,0.0785185185185185,26.0112,1.6909620991253642,,phase6c_train,True,True,True,Optimization terminated successfully,4.775122233071604,1.1675471000016842,-3.1822366963751847e-10
phase6c_targeted_0212,targeted_boundary_sampling,0.2275,0.060117187499999995,0.028518518518518516,26.4112,2.4052478134110786,,phase6c_train,True,True,True,Optimization terminated successfully,4.720874275825031,1.002645600001415,-4.876454795521568e-10
phase6c_targeted_0213,targeted_boundary_sampling,0.22810000000000002,0.037617187499999996,0.05851851851851851,26.8112,3.1195335276967926,,phase6c_train,True,True,True,Optimization terminated successfully,4.780134549845399,1.2666147999989334,-6.019647003085993e-10
phase6c_targeted_0214,targeted_boundary_sampling,0.22870000000000001,0.0826171875,0.0885185185185185,25.2912,3.833819241982507,,phase6c_train,True,True,True,Optimization terminated successfully,4.668726135094285,0.762334800001554,-3.523297209540033e-10
phase6c_targeted_0215,targeted_boundary_sampling,0.22930000000000003,0.009492187499999999,0.0029629629629629624,25.6912,4.548104956268221,,phase6c_train,True,True,True,Optimization terminated successfully,4.54320706949259,1.1711375000013504,-5.825881999044213e-10
phase6c_targeted_0216,targeted_boundary_sampling,0.22990000000000002,0.0544921875,0.032962962962962965,26.0912,0.3644314868804665,,phase6c_train,True,True,True,Optimization terminated successfully,4.704130236323183,1.4393122000001313,-4.817479748453479e-12
phase6c_targeted_0217,targeted_boundary_sampling,0.2305,0.0319921875,0.06296296296296296,26.4912,1.0787172011661808,,phase6c_train,True,True,True,Optimization terminated successfully,4.744606185594869,1.2264159000005748,-1.5709531453467207e-09
phase6c_targeted_0218,targeted_boundary_sampling,0.23110000000000003,0.0769921875,0.01296296296296296,26.8912,1.7930029154518952,,phase6c_train,True,True,True,Optimization terminated successfully,4.688501837879228,1.0229640999968979,-9.697629366201e-10
phase6c_targeted_0219,targeted_boundary_sampling,0.23170000000000002,0.0207421875,0.04296296296296296,25.3712,2.507288629737609,,phase6c_train,True,True,True,Optimization terminated successfully,4.55909283741154,0.8436839999994845,-3.0107827342362725e-10
phase6c_targeted_0220,targeted_boundary_sampling,0.23230000000000003,0.0657421875,0.07296296296296295,25.7712,3.221574344023323,,phase6c_train,True,True,True,Optimization terminated successfully,4.623828396133363,1.3460911999973177,-3.926274416699016e-09
phase6c_targeted_0221,targeted_boundary_sampling,0.23290000000000002,0.0432421875,0.022962962962962963,26.1712,3.935860058309037,,phase6c_train,True,True,True,Optimization terminated successfully,4.563193133651599,0.9141722999993362,-2.424798140054918e-09
phase6c_targeted_0222,targeted_boundary_sampling,0.23350000000000004,0.0882421875,0.05296296296296296,26.5712,4.650145772594751,,phase6c_train,True,True,True,Optimization terminated successfully,4.64142659260633,0.80876310000167,-1.6107293276945711e-09
phase6c_targeted_0223,targeted_boundary_sampling,0.23410000000000003,0.0024609375,0.08296296296296295,26.9712,0.46647230320699706,,phase6c_train,True,True,True,Optimization terminated successfully,4.760326071255003,1.1002761000017927,-2.160753354019107e-09
phase6c_targeted_0224,targeted_boundary_sampling,0.23470000000000002,0.0474609375,0.006296296296296296,25.0672,1.1807580174927113,,phase6c_train,True,True,True,Optimization terminated successfully,4.46218613446138,0.9049503000023833,-3.8182434991540504e-10
phase6c_targeted_0225,targeted_boundary_sampling,0.23530000000000004,0.0249609375,0.03629629629629629,25.4672,1.8950437317784254,,phase6c_train,True,True,True,Optimization terminated successfully,4.503413884537764,1.1610800000016752,-6.518729378512944e-08
phase6c_targeted_0226,targeted_boundary_sampling,0.23590000000000003,0.0699609375,0.0662962962962963,25.8672,2.6093294460641396,,phase6c_train,True,True,True,Optimization terminated successfully,4.562274575035103,1.3251056000008248,-3.7310883271857165e-09
phase6c_targeted_0227,targeted_boundary_sampling,0.23650000000000004,0.0137109375,0.016296296296296295,26.2672,3.3236151603498536,,phase6c_train,True,True,True,Optimization terminated successfully,4.496410458183532,1.079029200001969,-9.09237485302583e-09
phase6c_targeted_0228,targeted_boundary_sampling,0.23710000000000003,0.0587109375,0.046296296296296294,26.6672,4.037900874635568,,phase6c_validation,True,True,True,Optimization terminated successfully,4.569185534264813,0.9720534000007319,-5.67122526717867e-09
phase6c_targeted_0229,targeted_boundary_sampling,0.23770000000000002,0.0362109375,0.07629629629629628,25.1472,4.752186588921282,,phase6c_train,True,True,True,Optimization terminated successfully,4.452723985591631,1.0789278000011109,-2.383337971423316e-09
phase6c_targeted_0230,targeted_boundary_sampling,0.23830000000000004,0.0812109375,0.026296296296296297,25.5472,0.5685131195335277,,phase6c_train,True,True,True,Optimization terminated successfully,4.4833735036437234,1.645721599998069,-1.4027534689375898e-10
phase6c_targeted_0231,targeted_boundary_sampling,0.23890000000000003,0.0080859375,0.05629629629629629,25.9472,1.282798833819242,,phase6c_train,True,True,True,Optimization terminated successfully,4.517937831601395,1.2037247000043862,-2.2288944023785007e-09
phase6c_targeted_0232,targeted_boundary_sampling,0.23950000000000005,0.0530859375,0.08629629629629627,26.3472,1.9970845481049562,,phase6c_validation,True,True,True,Optimization terminated successfully,4.573314706461994,0.9580611999990651,-3.3288216627624934e-10
phase6c_targeted_0233,targeted_boundary_sampling,0.24010000000000004,0.0305859375,0.009629629629629629,26.7472,2.7113702623906697,,phase6c_train,True,True,True,Optimization terminated successfully,4.475048627597654,1.022935499997402,-1.733802434955578e-09
phase6c_targeted_0234,targeted_boundary_sampling,0.24070000000000003,0.07558593749999999,0.039629629629629626,25.2272,3.4256559766763846,,phase6c_train,True,True,True,Optimization terminated successfully,4.366136829368338,1.0064608999964548,-8.305960363941267e-10
phase6c_targeted_0235,targeted_boundary_sampling,0.24130000000000001,0.0193359375,0.06962962962962962,25.6272,4.1399416909620985,,phase6c_train,True,True,True,Optimization terminated successfully,4.419700738699446,1.0043214000033913,-6.359570647873625e-10
phase6c_targeted_0236,targeted_boundary_sampling,0.24190000000000003,0.0643359375,0.019629629629629625,26.0272,4.854227405247813,,phase6c_validation,True,True,True,Optimization terminated successfully,4.371956871023573,1.248441699994146,-3.392000991198074e-08
phase6c_targeted_0237,targeted_boundary_sampling,0.24250000000000002,0.041835937499999996,0.04962962962962962,26.4272,0.6705539358600583,,phase6c_train,True,True,True,Optimization terminated successfully,4.503799236889735,1.0715679999993881,-8.387267769194295e-09
phase6c_targeted_0238,targeted_boundary_sampling,0.2431,0.0868359375,0.07962962962962962,26.8272,1.3848396501457725,,phase6c_train,True,True,True,Optimization terminated successfully,4.555057194290066,1.0648052999968058,-1.1044676284654997e-09
phase6c_targeted_0239,targeted_boundary_sampling,0.24370000000000003,0.0052734374999999995,0.029629629629629627,25.3072,2.099125364431487,,phase6c_validation,True,True,True,Optimization terminated successfully,4.316741497733597,1.1441076999981306,-6.791665896344057e-09
phase6c_targeted_0240,targeted_boundary_sampling,0.24430000000000002,0.0502734375,0.05962962962962962,25.7072,2.8134110787172006,,phase6c_train,True,True,True,Optimization terminated successfully,4.374845664374396,1.448242400001618,-2.508954821678344e-09
phase6c_targeted_0241,targeted_boundary_sampling,0.24490000000000003,0.027773437499999998,0.08962962962962961,26.1072,3.527696793002915,,phase6c_train,True,True,True,Optimization terminated successfully,4.432332265735919,0.7725337999945623,-1.4350618471326015e-09
phase6c_targeted_0242,targeted_boundary_sampling,0.24550000000000002,0.0727734375,0.00012345679012345677,26.5072,4.241982507288629,,phase6c_validation,True,True,True,Optimization terminated successfully,4.325079989690845,0.8690712000025087,-9.887770602290402e-10
phase6c_targeted_0243,targeted_boundary_sampling,0.2461,0.016523437499999998,0.030123456790123456,26.9072,4.956268221574343,,phase6c_validation,True,True,True,Optimization terminated successfully,4.384831479429367,0.88733809999394,-1.8514398902880203e-09
phase6c_targeted_0244,targeted_boundary_sampling,0.24670000000000003,0.0615234375,0.060123456790123445,25.3872,0.07288629737609328,,phase6c_train,True,True,True,Optimization terminated successfully,4.370248046021672,1.160436899997876,-5.539718017644191e-09
phase6c_targeted_0245,targeted_boundary_sampling,0.24730000000000002,0.0390234375,0.010123456790123456,25.7872,0.7871720116618075,,phase6c_train,True,True,True,Optimization terminated successfully,4.30470821085674,0.9875201999966521,-2.1258728111206437e-10
phase6c_targeted_0246,targeted_boundary_sampling,0.24790000000000004,0.08402343749999999,0.040123456790123455,26.1872,1.5014577259475217,,phase6c_train,True,True,True,Optimization terminated successfully,4.351051901848247,1.612492399995972,-2.8192914669489255e-10
phase6c_targeted_0247,targeted_boundary_sampling,0.24850000000000003,0.0108984375,0.07012345679012344,26.5872,2.215743440233236,,phase6c_train,True,True,True,Optimization terminated successfully,4.395027617846103,1.1516104000038467,-2.2172201852299622e-09
phase6c_targeted_0248,targeted_boundary_sampling,0.24910000000000002,0.055898437499999995,0.020123456790123458,26.9872,2.9300291545189507,,phase6c_validation,True,True,True,Optimization terminated successfully,4.3453456059519935,1.2904084999972838,-2.8313706934568472e-09
phase6c_targeted_0249,targeted_boundary_sampling,0.24970000000000003,0.033398437499999996,0.050123456790123457,25.0064,3.6443148688046643,,phase6c_train,True,True,True,Optimization terminated successfully,4.18797709174617,1.2402865000040038,-3.26387805671402e-10
phase6c_targeted_0250,targeted_boundary_sampling,0.2503,0.0783984375,0.08012345679012345,25.4064,4.358600583090379,,phase6c_train,True,True,True,Optimization terminated successfully,4.256988528332831,1.077281199999561,-1.960273721124395e-09
phase6c_targeted_0251,targeted_boundary_sampling,0.2509,0.0221484375,0.00345679012345679,25.8064,0.17492711370262393,,phase6c_train,True,True,True,Optimization terminated successfully,4.253538242091173,1.2480457999990904,-6.575099575911736e-09
phase6c_targeted_0252,targeted_boundary_sampling,0.25150000000000006,0.06714843749999999,0.03345679012345679,26.2064,0.8892128279883381,,phase6c_train,True,True,True,Optimization terminated successfully,4.291609410701933,0.8587647000022116,-8.554010832995118e-09
phase6c_targeted_0253,targeted_boundary_sampling,0.2521,0.0446484375,0.06345679012345679,26.6064,1.6034985422740524,,phase6c_train,True,True,True,Optimization terminated successfully,4.335471147763149,0.9071829000022262,-2.5959465688174532e-09
phase6c_targeted_0254,targeted_boundary_sampling,0.25270000000000004,0.0896484375,0.01345679012345679,25.0864,2.317784256559767,,phase6c_validation,True,True,True,Optimization terminated successfully,4.116592310282975,0.9926454000014928,-4.839345280061025e-08
phase6c_targeted_0255,targeted_boundary_sampling,0.2533,0.00017578125,0.04345679012345679,25.4864,3.0320699708454812,,phase6c_train,True,True,True,Optimization terminated successfully,4.157578247895723,0.8050967000017408,-2.9388402822405624e-09
phase6c_targeted_0256,targeted_boundary_sampling,0.2539,0.04517578125,0.07345679012345677,25.8864,3.746355685131195,,phase6c_train,True,True,True,Optimization terminated successfully,4.222931287212049,0.6549835999976494,-1.4222649724615621e-09
phase6c_targeted_0257,targeted_boundary_sampling,0.25450000000000006,0.02267578125,0.023456790123456788,26.2864,4.46064139941691,,phase6c_validation,True,True,True,Optimization terminated successfully,4.165143488520683,0.6808922999989591,-1.7022898646246176e-09
phase6c_targeted_0258,targeted_boundary_sampling,0.2551,0.06767578125,0.053456790123456784,26.6864,0.2769679300291545,,phase6c_train,True,True,True,Optimization terminated successfully,4.309907678688442,0.8972030999939307,-1.454374398690561e-09
phase6c_targeted_0259,targeted_boundary_sampling,0.25570000000000004,0.01142578125,0.08345679012345678,25.1664,0.9912536443148687,,phase6c_train,True,True,True,Optimization terminated successfully,4.182453817858473,0.9657010000009905,-4.252221685874247e-09
phase6c_targeted_0260,targeted_boundary_sampling,0.25630000000000003,0.05642578125,0.0067901234567901226,25.5664,1.705539358600583,,phase6c_train,True,True,True,Optimization terminated successfully,4.092966592405017,1.2631210000035935,-8.734062362236727e-10
phase6c_targeted_0261,targeted_boundary_sampling,0.2569,0.03392578125,0.03679012345679012,25.9664,2.4198250728862973,,phase6c_train,True,True,True,Optimization terminated successfully,4.1383940971142295,1.1501843000005465,-3.609770260482037e-10
phase6c_targeted_0262,targeted_boundary_sampling,0.25750000000000006,0.07892578125,0.06679012345679011,26.3664,3.1341107871720117,,phase6c_validation,True,True,True,Optimization terminated successfully,4.2014854409019415,1.1228406999944127,-4.785150053976395e-10
phase6c_targeted_0263,targeted_boundary_sampling,0.2581,0.0058007812499999995,0.016790123456790124,26.7664,3.848396501457726,,phase6c_train,True,True,True,Optimization terminated successfully,4.1364627796377205,0.8425822999997763,-1.6066223906818777e-09
phase6c_targeted_0264,targeted_boundary_sampling,0.25870000000000004,0.050800781249999996,0.046790123456790116,25.2464,4.562682215743441,,phase6c_train,True,True,True,Optimization terminated successfully,4.036035977542232,0.686013799997454,-1.5253434071382799e-09
phase6c_targeted_0265,targeted_boundary_sampling,0.25930000000000003,0.02830078125,0.07679012345679011,25.6464,0.37900874635568516,,phase6c_train,True,True,True,Optimization terminated successfully,4.166983098714293,1.004567899995891,-2.3310775532081607e-10
phase6c_targeted_0266,targeted_boundary_sampling,0.2599,0.07330078125,0.026790123456790122,26.0464,1.0932944606413995,,phase6c_train,True,True,True,Optimization terminated successfully,4.111292062650346,1.0289931999941473,-7.669093804452132e-09
phase6c_targeted_0267,targeted_boundary_sampling,0.26050000000000006,0.01705078125,0.05679012345679012,26.4464,1.8075801749271136,,phase6c_train,True,True,True,Optimization terminated successfully,4.151409242787142,1.226679500003229,-3.871605258609634e-10
phase6c_targeted_0268,targeted_boundary_sampling,0.2611,0.06205078125,0.08679012345679012,26.8464,2.5218658892128283,,phase6c_train,True,True,True,Optimization terminated successfully,4.211787319790205,1.2770689999961178,-1.9516264160301944e-09
phase6c_targeted_0269,targeted_boundary_sampling,0.26170000000000004,0.03955078125,0.0012345679012345679,25.3264,3.2361516034985423,,phase6c_train,True,True,True,Optimization terminated successfully,3.9366274318640047,0.8317758999983198,-1.4611593712743343e-08
phase6c_targeted_0270,targeted_boundary_sampling,0.26230000000000003,0.08455078125,0.031234567901234567,25.726399999999998,3.950437317784256,,phase6c_train,True,True,True,Optimization terminated successfully,4.000683092043209,1.2726430000038818,-1.885780420707306e-09
phase6c_targeted_0271,targeted_boundary_sampling,0.2629,0.00298828125,0.061234567901234556,26.1264,4.66472303206997,,phase6c_validation,True,True,True,Optimization terminated successfully,4.051036698632364,1.1861300000018673,-3.252146996146621e-09
phase6c_targeted_0272,targeted_boundary_sampling,0.26350000000000007,0.04798828125,0.011234567901234567,26.5264,0.48104956268221577,,phase6c_train,True,True,True,Optimization terminated successfully,4.08382148757125,0.9136074000052758,-7.9705941402608e-08
phase6c_targeted_0273,targeted_boundary_sampling,0.2641,0.025488281249999998,0.041234567901234566,26.9264,1.19533527696793,,phase6c_train,True,True,True,Optimization terminated successfully,4.12268443386793,0.892466900004365,-5.681930304035632e-08
phase6c_targeted_0274,targeted_boundary_sampling,0.26470000000000005,0.07048828124999999,0.07123456790123456,25.0224,1.9096209912536442,,phase6c_train,True,True,True,Optimization terminated successfully,3.978347323868363,1.0134630000029574,-2.7228992394157103e-09
phase6c_targeted_0275,targeted_boundary_sampling,0.26530000000000004,0.01423828125,0.021234567901234565,25.4224,2.623906705539359,,phase6c_train,True,True,True,Optimization terminated successfully,3.915588556635718,1.2678482999981497,-1.0739142908278154e-10
phase6c_targeted_0276,targeted_boundary_sampling,0.2659,0.05923828125,0.05123456790123457,25.822400000000002,3.3381924198250728,,phase6c_train,True,True,True,Optimization terminated successfully,3.9755021593734643,1.2163460000010673,-9.28750409912027e-11
phase6c_targeted_0277,targeted_boundary_sampling,0.26650000000000007,0.03673828125,0.08123456790123457,26.2224,4.052478134110787,,phase6c_train,True,True,True,Optimization terminated successfully,4.033148425124284,1.1308529000016279,-9.218723562298692e-10
phase6c_targeted_0278,targeted_boundary_sampling,0.2671,0.08173828125,0.004567901234567901,26.6224,4.766763848396502,,phase6c_validation,True,True,True,Optimization terminated successfully,3.9499206479978795,1.0435348999963026,-5.031260741361621e-09
phase6c_targeted_0279,targeted_boundary_sampling,0.26770000000000005,0.00861328125,0.0345679012345679,25.1024,0.5830903790087463,,phase6c_train,True,True,True,Optimization terminated successfully,3.9165051386618868,1.2481401000040933,-2.3900454948488914e-09
phase6c_targeted_0280,targeted_boundary_sampling,0.26830000000000004,0.05361328125,0.0645679012345679,25.5024,1.2973760932944605,,phase6c_validation,True,True,True,Optimization terminated successfully,3.956537895936662,1.781550799998513,-2.2071589000915992e-10
phase6c_targeted_0281,targeted_boundary_sampling,0.26890000000000003,0.03111328125,0.014567901234567901,25.9024,2.011661807580175,,phase6c_train,True,True,True,Optimization terminated successfully,3.897114914403775,1.1571027999962098,-7.934254142583086e-09
phase6c_targeted_0282,targeted_boundary_sampling,0.2695,0.07611328125,0.0445679012345679,26.3024,2.725947521865889,,phase6c_train,True,True,True,Optimization terminated successfully,3.9535020210181786,1.4089829000004102,-1.6985168826977315e-09
phase6c_targeted_0283,targeted_boundary_sampling,0.2701,0.01986328125,0.07456790123456788,26.7024,3.4402332361516037,,phase6c_train,True,True,True,Optimization terminated successfully,4.004544418664934,0.9409157000045525,-2.7309638994665875e-09
phase6c_targeted_0284,targeted_boundary_sampling,0.27070000000000005,0.06486328125,0.0245679012345679,25.1824,4.154518950437318,,phase6c_train,True,True,True,Optimization terminated successfully,3.792917595517279,1.2287199999991572,-1.5751169257782749e-09
phase6c_targeted_0285,targeted_boundary_sampling,0.2713,0.042363281249999996,0.054567901234567895,25.5824,4.868804664723032,,phase6c_train,True,True,True,Optimization terminated successfully,3.8507250546241156,1.4005144000038854,-3.2479334777235636e-09
phase6c_targeted_0286,targeted_boundary_sampling,0.27190000000000003,0.08736328125,0.0845679012345679,25.9824,0.6851311953352769,,phase6c_train,True,True,True,Optimization terminated successfully,3.973503314299917,1.3874821999997948,-7.4309483011347766e-09
phase6c_targeted_0287,targeted_boundary_sampling,0.2725,0.0015820312499999999,0.007901234567901233,26.3824,1.399416909620991,,phase6c_validation,True,True,True,Optimization terminated successfully,3.8770036097729936,1.75446479999664,-3.455369324001367e-10
phase6c_targeted_0288,targeted_boundary_sampling,0.2731,0.046582031249999996,0.03790123456790123,26.7824,2.1137026239067054,,phase6c_train,True,True,True,Optimization terminated successfully,3.928259438100773,0.9105528000000049,-1.4850343177386094e-09
phase6c_targeted_0289,targeted_boundary_sampling,0.27370000000000005,0.02408203125,0.06790123456790123,25.2624,2.82798833819242,,phase6c_validation,True,True,True,Optimization terminated successfully,3.815754654900814,0.7911504000003333,-2.337557702958293e-09
phase6c_targeted_0290,targeted_boundary_sampling,0.2743,0.06908203125,0.017901234567901235,25.6624,3.542274052478134,,phase6c_train,True,True,True,Optimization terminated successfully,3.7678643103265084,1.276072499997099,-3.8684078162987134e-10
phase6c_targeted_0291,targeted_boundary_sampling,0.27490000000000003,0.012832031249999999,0.04790123456790122,26.0624,4.256559766763848,,phase6c_validation,True,True,True,Optimization terminated successfully,3.8184223051532173,1.109820600002422,-6.524913942485e-11
phase6c_targeted_0292,targeted_boundary_sampling,0.2755,0.05783203125,0.07790123456790121,26.4624,4.970845481049563,,phase6c_train,True,True,True,Optimization terminated successfully,3.8906679242614954,0.9444588000042131,-4.742140902180836e-09
phase6c_targeted_0293,targeted_boundary_sampling,0.2761,0.03533203125,0.027901234567901233,26.8624,0.08746355685131196,,phase6c_train,True,True,True,Optimization terminated successfully,3.919939996073487,1.0230866999991122,-1.833029728004476e-09
phase6c_targeted_0294,targeted_boundary_sampling,0.27670000000000006,0.08033203124999999,0.05790123456790122,25.3424,0.8017492711370262,,phase6c_train,True,True,True,Optimization terminated successfully,3.803330890408664,0.9694450999959372,-2.0528290178845054e-09
phase6c_targeted_0295,targeted_boundary_sampling,0.2773,0.00720703125,0.08790123456790122,25.7424,1.5160349854227404,,phase6c_train,True,True,True,Optimization terminated successfully,3.8375759880936893,1.0156625999952666,-5.174612738301221e-09
phase6c_targeted_0296,targeted_boundary_sampling,0.27790000000000004,0.05220703125,0.0023456790123456786,26.1424,2.2303206997084546,,phase6c_train,True,True,True,Optimization terminated successfully,3.742208247238302,1.008327499999723,-8.684182262186368e-10
phase6c_targeted_0297,targeted_boundary_sampling,0.2785,0.029707031249999998,0.032345679012345675,26.5424,2.944606413994169,,phase6c_train,True,True,True,Optimization terminated successfully,3.791385937578752,1.2969228999936604,-2.0032331349284505e-09
phase6c_targeted_0298,targeted_boundary_sampling,0.2791,0.07470703125,0.06234567901234567,26.9424,3.658892128279883,,phase6c_train,True,True,True,Optimization terminated successfully,3.85710787357005,1.6493938000057824,-2.220446049250313e-15
phase6c_targeted_0299,targeted_boundary_sampling,0.27970000000000006,0.01845703125,0.012345679012345678,25.0384,4.373177842565598,,phase6c_train,True,True,True,Optimization terminated successfully,3.601313510515394,1.223424600000726,-1.0333366162740276e-08
phase6c_targeted_0300,targeted_boundary_sampling,0.2803,0.06345703125,0.04234567901234568,25.4384,0.18950437317784258,,phase6c_train,True,True,True,Optimization terminated successfully,3.7486314386076587,1.582740499994543,-4.2115360088246234e-09
phase6c_targeted_0301,targeted_boundary_sampling,0.28090000000000004,0.04095703125,0.07234567901234566,25.8384,0.9037900874635568,,phase6c_validation,True,True,True,Optimization terminated successfully,3.7809890397549846,0.9157622999991872,-4.882409143647237e-09
phase6c_targeted_0302,targeted_boundary_sampling,0.28150000000000003,0.08595703125,0.022345679012345677,26.2384,1.6180758017492711,,phase6c_train,True,True,True,Optimization terminated successfully,3.729839274247756,0.8875198000023374,-2.578519797680201e-08
phase6c_targeted_0303,targeted_boundary_sampling,0.2821,0.00439453125,0.05234567901234567,26.6384,2.332361516034985,,phase6c_train,True,True,True,Optimization terminated successfully,3.769492909731546,0.8157817000028444,-5.883308062948345e-09
phase6c_targeted_0304,targeted_boundary_sampling,0.28270000000000006,0.04939453125,0.08234567901234567,25.1184,3.0466472303207,,phase6c_train,True,True,True,Optimization terminated successfully,3.668572833578284,0.9656283000003896,-4.1060914668378246e-09
phase6c_targeted_0305,targeted_boundary_sampling,0.2833,0.02689453125,0.005679012345679012,25.5184,3.760932944606414,,phase6c_train,True,True,True,Optimization terminated successfully,3.577626196816233,1.2724785000027623,-3.523439318087185e-10
phase6c_targeted_0306,targeted_boundary_sampling,0.28390000000000004,0.07189453124999999,0.03567901234567901,25.9184,4.475218658892128,,phase6c_train,True,True,True,Optimization terminated successfully,3.642357403835911,1.0885519000003114,-5.4450310926768e-10
phase6c_targeted_0307,targeted_boundary_sampling,0.28450000000000003,0.01564453125,0.06567901234567901,26.3184,0.29154518950437314,,phase6c_validation,True,True,True,Optimization terminated successfully,3.7643523375510815,1.1070515000028536,-8.784013516560663e-10
phase6c_targeted_0308,targeted_boundary_sampling,0.2851,0.060644531249999994,0.015679012345679012,26.7184,1.0058309037900874,,phase6c_train,True,True,True,Optimization terminated successfully,3.7115692104353,1.0050637000022107,-8.067665646649402e-09
phase6c_targeted_0309,targeted_boundary_sampling,0.28570000000000007,0.038144531249999995,0.04567901234567901,25.1984,1.7201166180758016,,phase6c_validation,True,True,True,Optimization terminated successfully,3.5982534983597936,1.264434299999266,-9.196412520395825e-10
phase6c_targeted_0310,targeted_boundary_sampling,0.2863,0.08314453125,0.07567901234567899,25.5984,2.4344023323615156,,phase6c_train,True,True,True,Optimization terminated successfully,3.6485273970256507,1.5498729000028106,-3.157083483529277e-10
phase6c_targeted_0311,targeted_boundary_sampling,0.28690000000000004,0.01001953125,0.02567901234567901,25.9984,3.1486880466472305,,phase6c_train,True,True,True,Optimization terminated successfully,3.5882261707420917,0.9597226999976556,-1.9129302586406993e-09
phase6c_targeted_0312,targeted_boundary_sampling,0.28750000000000003,0.055019531249999996,0.055679012345679006,26.3984,3.8629737609329444,,phase6c_train,True,True,True,Optimization terminated successfully,3.650875688902359,0.9017166000048746,0.0
phase6c_targeted_0313,targeted_boundary_sampling,0.2881,0.03251953125,0.085679012345679,26.7984,4.577259475218659,,phase6c_train,True,True,True,Optimization terminated successfully,3.7100448240884463,0.9009581999998773,-7.665619250474265e-10
phase6c_targeted_0314,targeted_boundary_sampling,0.28870000000000007,0.07751953125,0.009012345679012344,25.2784,0.39358600583090375,,phase6c_validation,True,True,True,Optimization terminated successfully,3.551459759990498,1.4108379000026616,-8.079673818883748e-09
phase6c_targeted_0315,targeted_boundary_sampling,0.2893,0.021269531249999998,0.03901234567901234,25.6784,1.1078717201166182,,phase6c_validation,True,True,True,Optimization terminated successfully,3.579690505720101,1.328342300002987,-1.3739800408529845e-08
phase6c_targeted_0316,targeted_boundary_sampling,0.28990000000000005,0.06626953125,0.06901234567901234,26.0784,1.8221574344023321,,phase6c_train,True,True,True,Optimization terminated successfully,3.6253335250513996,0.8849483000012697,-1.8182291228185932e-09
phase6c_targeted_0317,targeted_boundary_sampling,0.29050000000000004,0.04376953125,0.019012345679012346,26.4784,2.536443148688047,,phase6c_train,True,True,True,Optimization terminated successfully,3.5710039395787563,0.962684199999785,-3.3340725735797605e-09
phase6c_targeted_0318,targeted_boundary_sampling,0.2911,0.08876953124999999,0.04901234567901234,26.8784,3.2507288629737605,,phase6c_train,True,True,True,Optimization terminated successfully,3.631662538012042,1.2215574000001652,-5.365166089177364e-10
phase6c_targeted_0319,targeted_boundary_sampling,0.29170000000000007,0.0008789062499999999,0.07901234567901233,25.3584,3.965014577259475,,phase6c_train,True,True,True,Optimization terminated successfully,3.516731071645583,0.8188168000051519,-9.107168352784356e-10
phase6c_targeted_0320,targeted_boundary_sampling,0.2923,0.04587890625,0.029012345679012345,25.7584,4.679300291545189,,phase6c_train,True,True,True,Optimization terminated successfully,3.4736278501038056,1.070511499994609,-7.129443702069693e-10
phase6c_targeted_0321,targeted_boundary_sampling,0.29290000000000005,0.023378906249999998,0.05901234567901234,26.1584,0.49562682215743437,,phase6c_train,True,True,True,Optimization terminated successfully,3.595619694352559,1.0165456000031554,-2.5598581032681977e-09
phase6c_targeted_0322,targeted_boundary_sampling,0.29350000000000004,0.06837890625,0.08901234567901234,26.5584,1.2099125364431487,,phase6c_train,True,True,True,Optimization terminated successfully,3.638499851230492,1.1129260000016075,-1.5023289279270102e-09
phase6c_targeted_0323,targeted_boundary_sampling,0.29410000000000003,0.01212890625,0.0004938271604938271,26.9584,1.9241982507288626,,phase6c_train,True,True,True,Optimization terminated successfully,3.5341530232727068,0.9667941000006977,-4.351207394392986e-09
phase6c_targeted_0324,targeted_boundary_sampling,0.2947000000000001,0.05712890625,0.030493827160493824,25.0544,2.6384839650145775,,phase6c_train,True,True,True,Optimization terminated successfully,3.4037197711680593,0.9474406000008457,-3.440447926550405e-10
phase6c_targeted_0325,targeted_boundary_sampling,0.2953,0.03462890625,0.06049382716049381,25.4544,3.3527696793002915,,phase6c_train,True,True,True,Optimization terminated successfully,3.4507233632234637,1.265944099999615,-8.26993584723823e-10
phase6c_targeted_0326,targeted_boundary_sampling,0.29590000000000005,0.07962890624999999,0.010493827160493826,25.8544,4.067055393586005,,phase6c_train,True,True,True,Optimization terminated successfully,3.406244618975085,1.034035299999232,-6.3840062125564145e-09
phase6c_targeted_0327,targeted_boundary_sampling,0.29650000000000004,0.00650390625,0.04049382716049382,26.2544,4.78134110787172,,phase6c_train,True,True,True,Optimization terminated successfully,3.4540310997581467,1.06583779999346,-6.202562019552715e-09
