state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a
0.1,0.0,0.0,25.0,0.0
0.1012724953864542,0.010514052181417925,0.0023301825444640464,25.072560421668527,4.580983391235215
0.1022408806307116,0.015868904252757714,0.004027341040414842,25.119902937414796,3.4861868793265884
0.1041125244708457,0.02733911078730881,0.007323083137844204,25.260292157664708,6.737917824482755
0.1062910593531794,0.03845787070605368,0.011073111002032617,25.44296479891011,7.842725576401319
0.1085107874392056,0.04711830537707892,0.014776036975000044,25.635289341893607,7.991021109694351
0.1108381289402924,0.05448799615652117,0.018555028257313953,25.846134211292625,8.37842940391235
0.1131922831903909,0.06022421495671831,0.022259637886203436,26.06410812312953,8.474955300354955
0.1155566256235078,0.06460075925609836,0.025861853567740567,26.286132501315198,8.511632759220701
0.1180276968777783,0.06875754214036203,0.029541805470308637,26.525818588866397,8.895856515373755
0.1205801745658717,0.07254065201781218,0.03325058337713779,26.77950201042086,9.18891967713644
0.1231025429680619,0.07512274173865616,0.03678303875898765,27.02974205854059,9.080526247884702
0.1255530206421508,0.07646089713929595,0.04006842325021195,27.26928364658141,8.821719626719716
0.1279110077944642,0.07669802026830642,0.04307708788426044,27.494318486779207,8.488753748328469
0.1301968597846233,0.07627943737344932,0.04585534921574289,27.70741070536758,8.229067164572808
0.1324731025995984,0.07588681908114309,0.048525232864609205,27.9174544650391,8.19447413391023
0.1347296677196039,0.07543043826914259,0.05107184275376774,28.122918527245872,8.123634432020033
0.1369562978168058,0.0748415928562515,0.05348042380119047,28.3222359886588,8.015868349926482
0.1391445010089097,0.07408346073245592,0.05573993592507781,28.514140226822747,7.877531491574153
0.1412837437739837,0.07311161908232246,0.0578359611524328,28.697104055308156,7.701273954266375
0.1433637670849258,0.07189509471542542,0.05975505527919306,28.869719445592178,7.488083919391658
0.145380043833274,0.07045807089934772,0.06149470963898874,29.031449821303568,7.258596294053335
0.1473459646987998,0.0689666903252484,0.0630853084365315,29.18423565219456,7.07731511589303
0.1492858331530036,0.06763544361040194,0.06457622646326595,29.331448395004085,6.983526435133827
0.1512114943915657,0.06652189518570566,0.06599241167121803,29.474809220423197,6.932380458823685
