trajectory_id,sampling_method,coverage_distance_standardized,step_index,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,teacher_current_a,teacher_accepted,active_voltage_constraint,active_temperature_constraint,active_current_upper_constraint,active_current_change_constraint,next_soc,next_voltage_v,next_average_temperature_c,split
phase6c_targeted_0084,targeted_boundary_sampling,,2,0.15249948169744088,0.04646223959495301,0.041016578003642695,25.286111187421486,3.2390670553935785,3.2390670553935785,True,False,False,False,False,0.1533992225461613,3.563220166888735,25.322841989287177,phase6c_train
phase6c_targeted_0084,targeted_boundary_sampling,,3,0.1533992225461613,0.042201451047357764,0.04132393306497265,25.322841989287177,3.2390670553935785,3.2390670553935785,True,False,False,False,False,0.15429896339488175,3.562028224595334,25.3584840295308,phase6c_train
phase6c_targeted_0084,targeted_boundary_sampling,,4,0.15429896339488175,0.03901313904973795,0.041621245105505786,25.3584840295308,3.2390670553935785,3.2390670553935785,True,False,False,False,False,0.1551987042436022,3.5616200188056024,25.393275627921387,phase6c_train
phase6c_targeted_0084,targeted_boundary_sampling,,5,0.1551987042436022,0.036627352174699604,0.041908842287291186,25.393275627921387,3.2390670553935785,5.239067055393584,True,False,False,False,True,0.15665400064787818,3.6111166508221415,25.468365847092308,phase6c_train
phase6c_targeted_0084,targeted_boundary_sampling,,6,0.15665400064787818,0.039432391613212804,0.04320437057719852,25.468365847092308,5.239067055393584,5.239067055393584,True,False,False,False,False,0.15810929705215418,3.6171587498302564,25.544478400668176,phase6c_train
phase6c_targeted_0084,targeted_boundary_sampling,,7,0.15810929705215418,0.041531378877121015,0.04445756666179869,25.544478400668176,5.239067055393584,5.239067055393584,True,False,False,False,False,0.15956459345643018,3.622607094688475,25.62134084551989,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,0,0.15130000000000002,0.037265625,0.07037037037037036,25.608000000000004,1.9533527696793,3.953352769679297,True,False,False,False,True,0.15239815354713315,3.6000783507024603,25.66245975813955,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,1,0.15239815354713315,0.03695909633410979,0.07008190333925556,25.66245975813955,3.953352769679297,3.953352769679297,True,False,False,False,False,0.1534963070942663,3.6016546921349395,25.716402995619962,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,2,0.1534963070942663,0.036729723528546906,0.06980286215061801,25.716402995619962,3.953352769679297,3.953352769679297,True,False,False,False,False,0.15459446064139942,3.6032844575513527,25.76985612726959,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,3,0.15459446064139942,0.036558085800052584,0.06953293880910011,25.76985612726959,3.953352769679297,3.953352769679297,True,False,False,False,False,0.15569261418853256,3.60495269620853,25.822840384871636,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,4,0.15569261418853256,0.03642965074093389,0.06927183538328714,25.822840384871636,3.953352769679297,3.953352769679297,True,False,False,False,False,0.1567907677356657,3.6066481250284452,25.875372908151203,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,5,0.1567907677356657,0.03633354387354798,0.06901926367686156,25.875372908151203,3.953352769679297,5.9533527696793,True,False,False,False,True,0.1584444768383544,3.657673641854516,25.977509011626477,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,6,0.1584444768383544,0.04085193147697508,0.06979227343822542,25.977509011626477,5.9533527696793,5.9533527696793,True,False,False,False,False,0.16009818594104308,3.6648229435694497,26.081150113531923,phase6c_train
phase6c_targeted_0085,targeted_boundary_sampling,,7,0.16009818594104308,0.044233002667197346,0.07054002461729707,26.081150113531923,5.9533527696793,5.9533527696793,True,False,False,False,False,0.16175189504373177,3.671064673047549,26.185819308847808,phase6c_train
