time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
1415.0,3.988233433691848,3.999759479579783,3.999759479579783,True,False,False,8.98e-05,0.45843194383282093,3.905760261323069,33.49812503796204,chen2020_dfn
1420.0,3.9882823961358125,3.999893131376329,3.999893131376329,True,False,False,9.54e-05,0.45953980005396966,3.906801102322757,33.498122242797876,chen2020_dfn
1425.0,3.988322375209451,3.999997117158793,3.999997117158793,True,False,False,8.94e-05,0.46064766738041674,3.9078401018679454,33.49812001267321,chen2020_dfn
1430.0,3.9883400313138875,4.000089343387503,4.000089343387503,True,False,False,9.340000000000001e-05,0.4617555396113373,3.908877019582528,33.498118356692544,chen2020_dfn
1435.0,3.9883351768933153,4.000156597439366,4.000156597439366,True,False,False,0.000105,0.46286341049380764,3.909911847645887,33.49811729531973,chen2020_dfn
1440.0,3.9883070548850426,4.000198508411793,4.000198508411793,True,False,False,9.2e-05,0.463971273564609,3.9109445627027877,33.49811684866921,chen2020_dfn
1445.0,3.988254919476309,4.000214159410627,4.000214159410627,True,False,False,9.55e-05,0.46507912215335245,3.9119751358481945,33.498117036330825,chen2020_dfn
1450.0,3.98817804505302,4.000202651133182,4.000202651133182,True,False,False,9.300000000000001e-05,0.46618694938808936,3.913003532628774,33.49811787711093,chen2020_dfn
1455.0,3.9880757397997453,4.000163109455168,4.000163109455168,True,False,False,9.21e-05,0.4672947482047005,3.9140297134076922,33.498119388819305,chen2020_dfn
1460.0,3.9879473550935405,4.000094698376162,4.000094698376162,True,False,False,9.28e-05,0.4684025113588931,3.9150536338801585,33.49812158804298,chen2020_dfn
1465.0,3.9877922961817065,3.9999966293506155,3.9999966293506155,True,False,False,9.14e-05,0.46951023144116577,3.916075245806568,33.49812448996056,chen2020_dfn
1470.0,3.9876100296086663,3.9998681722642773,3.9998681722642773,True,False,False,9.16e-05,0.4706179008938348,3.917094497853548,33.4981281081665,chen2020_dfn
1475.0,3.987400091040422,3.9997086634241703,3.9997086634241703,True,False,False,9.080000000000001e-05,0.47172551203023494,3.918111376722192,33.498133401074085,chen2020_dfn
1480.0,3.9871175280362303,3.9995170331772694,3.9995170331772694,True,False,False,9.120000000000001e-05,0.4728330446769117,3.9191248144708117,33.49813858950364,chen2020_dfn
1485.0,3.9868478861520136,3.9992484356505487,3.9992484356505487,True,False,False,0.0001017,0.47394050242306496,3.920136467680183,33.49814455452548,chen2020_dfn
1490.0,3.986547994176121,3.9989878917177712,3.9989878917177712,True,False,False,9.31e-05,0.47504787686589167,3.9211455084092686,33.498151262356544,chen2020_dfn
1495.0,3.986219702015439,3.998692997216307,3.998692997216307,True,False,False,9.61e-05,0.47615516011645154,3.922151919983833,33.498158720131016,chen2020_dfn
1500.0,3.9858628218641527,3.998365434334623,3.998365434334623,True,False,False,9.290000000000001e-05,0.4772623442336361,3.9231556511519723,33.49816693121761,chen2020_dfn
1505.0,3.985477330194125,3.9980049079730264,3.9980049079730264,True,False,False,9.970000000000001e-05,0.4783694212698011,3.9241566554358496,33.49817589714962,chen2020_dfn
1510.0,3.9850632739591205,3.997611299772668,3.997611299772668,True,False,False,9.580000000000001e-05,0.47947638329034536,3.9251548897314734,33.498185617683646,chen2020_dfn
1515.0,3.984620768615887,3.9971845750772874,3.9971845750772874,True,False,False,0.00010140000000000001,0.48058322239273865,3.926150314561414,33.49819609097085,chen2020_dfn
1520.0,3.984149989842039,3.9967247798838033,3.9967247798838033,True,False,False,0.0001675,0.4816899307232504,3.9271428941165367,33.49820731370147,chen2020_dfn
1525.0,3.9836511684011127,3.996232031609005,3.996232031609005,True,False,False,0.0001015,0.48279650049225076,3.9281325962631817,33.49821928128631,chen2020_dfn
