role,trajectory_id,ambient_temperature_c,target_reached,charge_time_s,maximum_voltage_v,maximum_temperature_c,minimum_current_a,maximum_current_a,maximum_current_step_a,guard_exceedance_count,maximum_positive_residual_growth_v,empty_voltage_slew_count,empty_thermal_slew_count,solver_failure_count,prediction_infeasible_count,sustained_oscillation_count,voltage_intervention_fraction,thermal_intervention_fraction,both_layers_fraction,maximum_voltage_correction_a,maximum_thermal_correction_a,teacher_retry_count,alternative_selected_count,total_thermal_supervisor_time_s
safe_mpc_confirmation,phase7cr3_confirmation_15c_000,15.0,True,1220.0,4.186624910062605,23.355331994141807,0.0833304540328155,7.882874125981275,0.9269503786604014,0,0.0242617331597037,0,0,0,0,0,0.46311475409836067,0.0,0.0,0.8215279708761614,0.0,0,0,0.071575299994935
safe_mpc_confirmation,phase7cr3_confirmation_15c_001,15.0,True,1315.0,4.186525815423503,25.29902487597741,0.0833264774844078,8.708875300679559,0.5295206325335471,0,0.0259915519337354,0,0,0,0,0,0.4448669201520912,0.0,0.0,0.7728198491622154,0.0,0,0,0.076901999998868
safe_mpc_confirmation,phase7cr3_confirmation_15c_002,15.0,True,1060.0,4.186642430514585,21.040030221144377,0.0829910863884042,6.690290936499463,0.4664723436524172,0,0.0197517130410327,0,0,0,0,0,0.4858490566037736,0.0,0.0,0.8605046186629881,0.0,0,0,0.0649554999890716
safe_mpc_confirmation,phase7cr3_confirmation_15c_003,15.0,True,1280.0,4.186512955268388,24.596914002095616,0.0819322264706817,8.59205065096414,1.006715942240831,0,0.0133682768461724,0,0,0,0,0,0.45703125,0.0,0.0,0.7929006895823414,0.0,0,0,0.0757959000147696
safe_mpc_confirmation,phase7cr3_confirmation_15c_004,15.0,True,1185.0,4.186687924519006,22.63767394094089,0.0820764303282413,7.3533119573039984,1.0891656085621682,0,0.0247278938996577,0,0,0,0,0,0.4641350210970464,0.0,0.0,0.8342771674587346,0.0,0,0,0.06881980000069889
safe_mpc_confirmation,phase7cr3_confirmation_15c_005,15.0,True,1230.0,4.186535776967927,23.64319136150988,0.0825632944237489,8.224047524516191,1.0755728984928332,0,0.0228084666165804,0,0,0,0,0,0.4715447154471545,0.0,0.0,0.8171426423902766,0.0,0,0,0.07399269999040062
safe_mpc_confirmation,phase7cr3_confirmation_15c_006,15.0,True,1320.0,4.186450038085303,25.611752803822924,0.0853145703264037,9.011887231602316,0.7163046199781355,0,0.0256341326931384,0,0,0,0,0,0.4431818181818182,0.0,0.0,0.7650896091847335,0.0,0,0,0.0799146000190249
safe_mpc_confirmation,phase7cr3_confirmation_15c_007,15.0,True,1125.0,4.186732595488769,21.79538163028002,0.0837776732485575,6.927278034449475,0.2907097354983241,0,0.0211486938754763,0,0,0,0,0,0.47555555555555556,0.0,0.0,0.8481025418077532,0.0,0,0,0.0671624999867956
safe_mpc_confirmation,phase7cr3_confirmation_15c_008,15.0,True,1025.0,4.1865854739866,20.686570286671383,0.0824577925390947,6.618341010264008,1.0282181882552184,0,0.0235726175918324,0,0,0,0,0,0.4975609756097561,0.0,0.0,0.8675098542538029,0.0,0,0,0.0627745000056064
safe_mpc_confirmation,phase7cr3_confirmation_15c_009,15.0,True,1250.0,4.186475076176887,24.15461338542605,0.0845503865195778,8.576727268990746,0.5015966419000915,0,0.0119254407752462,0,0,0,0,0,0.468,0.0,0.0,0.8057783942804959,0.0,0,0,0.0731571000087442
safe_mpc_confirmation,phase7cr3_confirmation_15c_010,15.0,True,1155.0,4.18667013708324,22.23641987843746,0.0816555956334491,7.28187266821415,1.6504008160193626,0,0.0261840898128857,0,0,0,0,0,0.47186147186147187,0.0,0.0,0.8431580516634112,0.0,0,0,0.0692030999834859
