trajectory_id,role,ambient_temperature_c,initial_temperature_c,risk_stratum,historical_center_index,historical_evidence,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,initial_dfn_voltage_v,initial_2rc_voltage_v,initial_measured_residual_v,initial_residual_extreme,design_candidate_index,design_seed,initial_state_history_contract
phase7cr3_confirmation_30c_000,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.577603754982368,0.06466759497383236,0.05275780936281286,8.091596890422737,3.9730966897596973,4.110594549038108,-0.13749785927841085,True,14101,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_001,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5351037549823681,0.04800092830716569,0.06275780936281286,8.520168318994166,3.9409928082451855,4.074950215446206,-0.13395740720102056,True,14102,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_002,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.566978754982368,0.04337129867753606,0.09475780936281286,9.86710709450437,3.9862550722066836,4.159658427309323,-0.1734033551026397,True,14105,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_003,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5244787549823681,0.05448240978864717,0.054757809362812854,7.295678523075799,3.9147297528660228,4.037768936682641,-0.12303918381661783,True,14106,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_004,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.609478754982368,0.0628157431219805,0.06475780936281285,7.724249951647227,3.9948451615028002,4.14316679339021,-0.1483216318874101,True,14107,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_005,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.588228754982368,0.057260187566424946,0.08475780936281285,8.581392808790085,3.9882369933492376,4.155170815799202,-0.1669338224499648,True,14109,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_006,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5457287549823681,0.040593520899758276,0.09675780936281286,9.009964237361514,3.9570012867222166,4.1215264822073,-0.1645251954850835,True,14110,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_007,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.553697504982368,0.06096389127012865,0.07675780936281285,9.93707793998542,3.9754713640171646,4.148830578548082,-0.17335921453091707,True,14113,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_008,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.596197504982368,0.0554083357145731,0.09875780936281287,7.794220797128277,3.9845820793849978,4.157668155739157,-0.17308607635415907,True,14115,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_009,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.574947504982368,0.04707500238123976,0.06875780936281287,8.651363654271133,3.978075617252794,4.118565189260182,-0.1404895720073882,True,14117,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_010,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.532447504982368,0.05818611349235087,0.07875780936281285,9.079935082842562,3.945541261097544,4.110698633446058,-0.16515737234851358,True,14118,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_011,confirmation,30.0,30.0,startup_transient_stress,-1,bounded_design,0.564322504982368,0.05108734806025211,0.06075780936281286,7.426873858352767,3.9529460412453172,4.078914774694148,-0.12596873344883086,True,14121,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_012,confirmation,30.0,30.0,historical_exceedance_neighborhood,0,legacy_30c_thermal_boundary,0.6201360716513002,0.06360619082440488,0.018152548494150173,1.5227871998969162,3.8960789853630438,3.9764451676223858,-0.080366182259342,False,14122,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_013,confirmation,30.0,30.0,historical_exceedance_neighborhood,1,legacy_30c_thermal_development,0.6082806029013001,0.01650605365019371,0.021800548494150168,7.567976704270095,3.9917139835285242,4.049278845676759,-0.05756486214823475,False,14123,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_014,confirmation,30.0,30.0,historical_exceedance_neighborhood,0,legacy_30c_thermal_boundary,0.6463860716513002,0.06005063526884933,0.02775254849415017,1.9513586284683453,3.9336030484446405,4.019809799798087,-0.08620675135344635,False,14124,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_015,confirmation,30.0,30.0,historical_exceedance_neighborhood,1,legacy_30c_thermal_development,0.6045306029013002,0.028950498094638157,0.02683094849415017,7.996548132841523,3.9942265753984962,4.071874958782054,-0.07764838338355773,False,14125,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_016,confirmation,30.0,30.0,historical_exceedance_neighborhood,0,legacy_30c_thermal_boundary,0.6238860716513002,0.054717301935515994,0.008782948494150171,2.410542301937733,3.919614916205139,3.981157105959789,-0.06154218975464998,False,14126,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_017,confirmation,30.0,30.0,historical_exceedance_neighborhood,1,legacy_30c_thermal_development,0.6120306029013002,0.0253949425390826,0.01243094849415017,6.9557318063109115,3.986544605667754,4.039757094385661,-0.05321248871790685,False,14127,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_018,confirmation,30.0,30.0,general_high_risk,-1,bounded_design,0.6567152988069346,0.0649714843389692,0.06548537123537543,6.65079779753158,4.030120611340283,4.173840432443076,-0.1437198211027928,True,14128,20261102,dfn_and_2rc_do_not_share_current_history
phase7cr3_confirmation_30c_019,confirmation,30.0,30.0,general_high_risk,-1,bounded_design,0.5767152988069346,0.04497148433896919,0.07748537123537544,7.222226368960151,3.9606845708923393,4.096275810492461,-0.13559123960012176,True,14129,20261102,dfn_and_2rc_do_not_share_current_history
