controller,seed,trajectory_id,step_index,soc,polarization_v,current_a,terminal_voltage_v,next_soc,elapsed_s
mpc,,closed_00,0,0.4604166666666667,0.0425,10.0,3.9735860364112163,0.46319444444444446,0.004050800002005417
mpc,,closed_00,1,0.46319444444444446,0.054753907981095445,10.0,3.9881695833217616,0.46597222222222223,0.003226500004529953
mpc,,closed_00,2,0.46597222222222223,0.06392340357972265,10.0,3.999668717849839,0.46875,0.004905199995846488
mpc,,closed_00,3,0.46875,0.07078485950569798,10.0,4.008859812705264,0.47152777777777777,0.004421699995873496
mpc,,closed_00,4,0.47152777777777777,0.07591922888487629,10.0,4.016323821013892,0.47430555555555554,0.003445800000918098
mpc,,closed_00,5,0.47430555555555554,0.07976123402288886,10.0,4.022495465081355,0.4770833333333333,0.0038937999997870065
mpc,,closed_00,6,0.4770833333333333,0.08263617394060807,10.0,4.027700043928524,0.47986111111111107,0.005373999993025791
mpc,,closed_00,7,0.47986111111111107,0.08478746714131705,10.0,4.032180976058683,0.48263888888888884,0.003393099999811966
mpc,,closed_00,8,0.48263888888888884,0.08639726163020092,10.0,4.036120409477017,0.4854166666666666,0.0030796999999438412
mpc,,closed_00,9,0.4854166666666666,0.08760185721744437,10.0,4.03965464399371,0.4881944444444444,0.008865900003002025
mpc,,closed_00,10,0.4881944444444444,0.08850324589707173,10.0,4.042885671602788,0.49097222222222214,0.012052099998982158
mpc,,closed_00,11,0.49097222222222214,0.08917774741473014,10.0,4.0458898120498965,0.4937499999999999,0.008241399998951238
mpc,,closed_00,12,0.4937499999999999,0.0896824711899517,10.0,4.048724174754568,0.4965277777777777,0.012166300002718344
mpc,,closed_00,13,0.4965277777777777,0.09006015171787443,10.0,4.051431494211941,0.49930555555555545,0.014322299997729715
mpc,,closed_00,14,0.49930555555555545,0.09034276685941273,10.0,4.054043748282929,0.5020833333333332,0.011610100002144463
mpc,,closed_00,15,0.5020833333333332,0.09055424537715898,10.0,4.0567064502815615,0.504861111111111,0.008345700000063516
mpc,,closed_00,16,0.504861111111111,0.09071249296157613,10.0,4.059356449530677,0.5076388888888888,0.009371799998916686
mpc,,closed_00,17,0.5076388888888888,0.09083090828924506,10.0,4.061966616523044,0.5104166666666665,0.011953400004131254
mpc,,closed_00,18,0.5104166666666665,0.09091951747641583,10.0,4.064546977374913,0.5131944444444443,0.011421000002883375
mpc,,closed_00,19,0.5131944444444443,0.09098582298099558,10.0,4.067105034544192,0.515972222222222,0.010711599999922328
mpc,,closed_00,20,0.515972222222222,0.09103543882871917,10.0,4.069646402056614,0.5187499999999998,0.011651599998003803
mpc,,closed_00,21,0.5187499999999998,0.0910725659475147,10.0,4.072175280840108,0.5215277777777776,0.013538300001528114
mpc,,closed_00,22,0.5215277777777776,0.09110034785618501,10.0,4.074694814413477,0.5243055555555554,0.015347400003520306
mpc,,closed_00,23,0.5243055555555554,0.09112113682323672,10.0,4.0772073550452275,0.5270833333333331,0.015449300000909716
mpc,,closed_00,24,0.5270833333333331,0.09113669303127866,10.0,4.079714662917968,0.5298611111111109,0.019667599997774232
mpc,,closed_00,25,0.5298611111111109,0.091148333610055,10.0,4.082218055161443,0.5326388888888887,0.02082969999901252
mpc,,closed_00,26,0.5326388888888887,0.09115704415660225,10.0,4.084718517372688,0.5354166666666664,0.021328800001356285
mpc,,closed_00,27,0.5354166666666664,0.09116356218483862,10.0,4.087216787065623,0.5381944444444442,0.01956369999970775
mpc,,closed_00,28,0.5381944444444442,0.0911684395701852,10.0,4.089713416115668,0.540972222222222,0.01819930000056047
mpc,,closed_00,29,0.540972222222222,0.09117208927634729,10.0,4.0922088174865285,0.5437499999999997,0.021572100005869288
mpc,,closed_00,30,0.5437499999999997,0.09117482032056934,10.0,4.094703300195449,0.5465277777777775,0.03852080000069691
mpc,,closed_00,31,0.5465277777777775,0.09117686393783925,10.0,4.0971970954774175,0.5493055555555553,0.021594600002572406
mpc,,closed_00,32,0.5493055555555553,0.0911783931593407,10.0,4.099690376363617,0.552083333333333,0.019260699998994824
mpc,,closed_00,33,0.552083333333333,0.0911795374628436,10.0,4.102183272331819,0.5548611111111108,0.021904499997617677
mpc,,closed_00,34,0.5548611111111108,0.09118039373546696,10.0,4.1046758802691405,0.5576388888888886,0.02293640000425512
mpc,,closed_00,35,0.5576388888888886,0.09118103447702167,10.0,4.107168272675394,0.5604166666666663,0.015672599998652004
mpc,,closed_00,36,0.5604166666666663,0.09118151393850243,10.0,4.109660503801573,0.5631944444444441,0.020592900000337977
mpc,,closed_00,37,0.5631944444444441,0.09118187271546929,10.0,4.1121526142432385,0.5659722222222219,0.016516599993337877
