seed,mean_current_nrmse,maximum_current_nrmse,target_reach_fraction,mpc_target_reach_fraction,mean_charge_time_gap_fraction,maximum_voltage_violation_v,maximum_current_violation_a,mpc_time_s,dnn_time_s,speedup
22,0.08920982349639868,0.11375125819581036,1.0,1.0,0.3810918473863425,0.0,0.0,87.45486900005199,0.03637950002303114,2403.960168355421
42,0.08878753664267396,0.11319606706178002,1.0,1.0,0.3810918473863425,0.0,0.0,87.45486900005199,0.03528230004303623,2478.7179093590075
73,0.09072546836122965,0.11563590703101956,1.0,1.0,0.3810918473863425,0.0,0.0,87.45486900005199,0.03784369987988612,2310.949227417749
101,0.08979620540532268,0.11326658407658466,1.0,1.0,0.3798434225451958,0.0,0.0,87.45486900005199,0.03538859970285557,2471.2723796470277
137,0.0897906636817013,0.11448048547647478,1.0,1.0,0.3810918473863425,0.0,0.0,87.45486900005199,0.03483210004196735,2510.754990215412
