trajectory_id,role,ambient_temperature_c,initial_temperature_c,risk_stratum,historical_center_index,historical_evidence,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,initial_dfn_voltage_v,initial_2rc_voltage_v,initial_measured_residual_v,initial_residual_extreme,design_candidate_index,design_seed,initial_state_history_contract
phase7d1_development_30c_000,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6303456375576424,0.060825255459137834,0.059148831799342286,7.410169157202465,4.010073111857155,4.1512609055307905,-0.14118779367363565,True,22102,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_001,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5453456375576424,0.044158588792471164,0.06914883179934228,7.838740585773893,3.9416063233433762,4.072143845984602,-0.13053752264122576,True,22103,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_002,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5772206375576424,0.047862292496174866,0.07914883179934229,8.267312014345322,3.9750626156243634,4.123586533585372,-0.1485239179610085,True,22104,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_003,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5347206375576424,0.05064007027395265,0.061148831799342274,9.614250789855525,3.954218890499915,4.098985502033595,-0.14476661153367987,True,22107,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_004,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5984706375576424,0.05897340360728598,0.07114883179934228,7.042822218426955,3.976235466283108,4.119627734803851,-0.14339226852074294,True,22108,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_005,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6409706375576424,0.05341784805173042,0.09314883179934229,7.899965075569812,4.028153171307709,4.199710006011848,-0.1715568347041394,True,22110,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_006,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5559706375576424,0.06175118138506376,0.053148831799342294,8.32853650414124,3.9575797711363423,4.093720112745696,-0.1361403416093534,True,22111,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_007,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5639393875576424,0.04508451471839709,0.06314883179934229,8.757107932712668,3.970024685093113,4.1033477922117845,-0.13332310711867157,True,22112,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_008,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5214393875576424,0.06188835559631204,0.09514883179934229,7.1040467082228735,3.909174434423808,4.078749888947586,-0.16957545452377776,True,22115,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_009,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5851893875576424,0.04799946670742315,0.05514883179934228,7.5326181367943015,3.971973790811859,4.0911928343081785,-0.11921904349631962,True,22116,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_010,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6276893875576424,0.06466613337408982,0.07514883179934229,8.38976099393716,4.020358475494746,4.189156285588444,-0.16879781009369843,True,22118,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_011,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5426893875576424,0.050777244485200934,0.0851488317993423,8.818332422508588,3.951818472833893,4.113285212250024,-0.16146673941613088,True,22119,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_012,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5745643875576424,0.059110577818534266,0.09714883179934229,9.308128340875935,3.9859403267480893,4.172664119986801,-0.1867237932387118,True,22120,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_013,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6170643875576424,0.0461476148555713,0.06714883179934229,7.165271198018791,3.9939489743804835,4.125102173104915,-0.13115319872443187,True,22122,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_014,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5320643875576424,0.054480948188904636,0.07714883179934229,7.59384262659022,3.9259881380679573,4.0733261557086795,-0.14733801764072219,True,22123,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_015,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5958143875576424,0.06281428152223797,0.0871488317993423,8.022414055161649,3.987281094618697,4.157991323291495,-0.17071022867279773,True,22124,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_016,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5533143875576424,0.04059205930001574,0.057628831799342285,9.369352830671852,3.968283742393888,4.096870291739719,-0.12858654934583047,True,22127,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_017,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5692518875576424,0.051703170411126854,0.06762883179934229,9.797924259243281,3.9873727085985635,4.141423961571689,-0.15405125297312505,True,22128,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_018,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6542518875576424,0.06003650374446019,0.07762883179934228,7.22649568781471,4.035097840926102,4.190690895931206,-0.15559305500510412,True,22129,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_019,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.6117518875576424,0.04336983707779352,0.08962883179934228,7.655067116386138,3.9958953392917134,4.14955522745945,-0.15365988816773646,True,22130,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_020,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5267518875576424,0.047073540781497225,0.09962883179934229,8.083638544957566,3.9274554460790423,4.094085997293567,-0.1666305512145243,True,22131,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_021,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5905018875576424,0.055406874114830564,0.05962883179934229,8.512209973528995,3.9892321690279746,4.128751164876382,-0.13951899584840755,True,22132,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_022,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5480018875576423,0.05818465189260834,0.09162883179934228,9.8591487490392,3.969419475177109,4.154150133324605,-0.18473065814749612,True,22135,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_023,development,30.0,30.0,startup_transient_stress,-1,bounded_design,0.5798768875576424,0.04151798522594167,0.05162883179934228,7.287720177610629,3.9642274392277024,4.071199515742446,-0.10697207651474372,True,22136,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_024,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5363791887354638,0.05471543106614838,0.065511800722969,6.984418308177352,3.9216730333522962,4.052788405058936,-0.13111537170664,True,22137,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_025,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6378809626939956,0.06459290972155732,0.01857063926368429,1.6674960738115614,3.9173156983152793,3.999983749909448,-0.0826680515941689,False,22138,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_026,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5138791887354637,0.049382097732815045,0.075111800722969,7.412989736748781,3.9061556325590168,4.046018016786197,-0.13986238422718067,True,22139,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_027,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6341309626939957,0.05471636651168077,0.029130639263684296,2.09606750238299,3.923045217807636,4.005788475360422,-0.082743257552786,False,22140,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_028,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5401291887354638,0.055505554522938504,0.06167180072296899,7.872173410218169,3.9372490199558956,4.072047955605562,-0.1347989356496666,True,22141,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_029,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6416309626939957,0.065,0.014730639263684299,2.5552511758523777,3.9412639266047655,4.019521267414183,-0.07825734080941782,False,22142,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_030,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5176291887354637,0.05194999896738295,0.07127180072296899,6.800744838789598,3.90125784055005,4.03504387770432,-0.13378603715426962,True,22143,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_031,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6269825251939957,0.061827477622791886,0.024330639263684298,1.483822604423806,3.901663578844695,3.9873612827230005,-0.08569770387830555,False,22144,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_032,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5329807512354637,0.06261666563404962,0.08183180072296899,7.229316267361026,3.921885495927107,4.079187499225073,-0.15730200329796595,True,22145,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_033,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6344825251939957,0.058271922067236324,0.010890639263684295,1.912394032995235,3.9192868910561494,3.987561590479698,-0.06827469942354858,False,22146,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_034,development,30.0,30.0,historical_exceedance_neighborhood,0,level4_thermal_intervention_baseline,0.5404807512354637,0.05906111007849406,0.06743180072296899,7.657887695932454,3.9347177218445584,4.077105806708855,-0.14238808486429644,True,22147,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_035,development,30.0,30.0,historical_exceedance_neighborhood,1,legacy_thermal_boundary,0.6307325251939957,0.052938588733902996,0.020490639263684295,2.161665170021474,3.920964190017525,3.9931230821813917,-0.07215889216386673,False,22148,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_036,development,30.0,30.0,general_high_risk,-1,bounded_design,0.5582297177013105,0.06274750819705593,0.09763459815921074,6.558554017183462,3.9354772673542167,4.103455512138722,-0.1679782447845053,True,22151,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_037,development,30.0,30.0,general_high_risk,-1,bounded_design,0.5882297177013105,0.046080841530389265,0.049634598159210744,7.129982588612032,3.9689748637332394,4.077894608177,-0.10891974444376062,True,22152,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_038,development,30.0,30.0,general_high_risk,-1,bounded_design,0.6682297177013105,0.05608084153038927,0.06163459815921074,7.701411160040604,4.05940412155063,4.19587852823613,-0.13647440668550015,True,22153,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_039,development,30.0,30.0,general_high_risk,-1,bounded_design,0.6282297177013105,0.03608084153038926,0.07363459815921074,8.272839731469176,4.019388931296696,4.157141480868457,-0.1377525495717613,True,22154,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_040,development,30.0,30.0,general_high_risk,-1,bounded_design,0.5482297177013105,0.0494141748637226,0.08803459815921075,8.925900955958973,3.958227645575122,4.122073372392452,-0.16384572681733012,True,22155,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_041,development,30.0,30.0,general_high_risk,-1,bounded_design,0.6082297177013105,0.0594141748637226,0.04003459815921073,9.497329527387542,4.016332776349535,4.151540678282429,-0.135207901932894,True,22156,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_042,development,30.0,30.0,general_high_risk,-1,bounded_design,0.6882297177013105,0.0394141748637226,0.05203459815921074,6.068758098816115,4.060205754601176,4.156235394112967,-0.09602963951179078,False,22157,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_043,development,30.0,30.0,general_high_risk,-1,bounded_design,0.6482297177013104,0.04385861930816704,0.06403459815921074,6.640186670244686,4.019377215031888,4.141942791189738,-0.12256557615785013,True,22158,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_044,development,30.0,30.0,global_coverage,-1,bounded_design,0.49410893390829763,0.04086034183436192,0.060057663598684564,3.029038104183144,3.8159125582154383,3.9114935897582037,-0.09558103154276543,False,22159,20261302,dfn_and_2rc_do_not_share_current_history
phase7d1_development_30c_045,development,30.0,30.0,global_coverage,-1,bounded_design,0.5175464339082977,0.06252700850102859,0.08405766359868456,4.457609532754572,3.8648049410082423,4.0083277168497125,-0.1435227758414701,True,22160,20261302,dfn_and_2rc_do_not_share_current_history
