time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,control_mode,optimizer_success,prediction_feasible,used_fallback,safety_override,target_current_cap_active,solve_time_s,predicted_maximum_voltage_v,predicted_maximum_temperature_c,source
1605.0,3.972417274489999,0.5001291916272919,3.943245620339826,33.49850047198771,terminal_reference_governor,True,True,False,False,False,0.0,3.9339616926827508,33.50000999999836,chen2020_dfn
1610.0,3.9715133895515464,0.5012323897910561,3.944185885232501,33.49852338314054,terminal_reference_governor,True,True,False,False,False,0.0,3.934886468580335,33.50000999999904,chen2020_dfn
1615.0,3.9705903560388833,0.5023353315566224,3.94512318214906,33.498546831634485,terminal_reference_governor,True,True,False,False,False,0.0,3.935809654020158,33.500009999997694,chen2020_dfn
1620.0,3.969648848869838,0.5034380117924195,3.9460575351289817,33.498570800813695,terminal_reference_governor,True,True,False,False,False,0.0,3.9367313066786407,33.50000999999714,chen2020_dfn
1625.0,3.968689546600217,0.504540425555364,3.9469889711399344,33.49859527388759,terminal_reference_governor,True,True,False,False,False,0.0,3.937651484830744,33.50000999999696,chen2020_dfn
1630.0,3.967713128804462,0.5056425680911432,3.947917519853661,33.49862023400789,terminal_reference_governor,True,True,False,False,False,0.0,3.938570247258466,33.5000099999973,chen2020_dfn
1635.0,3.966720272874227,0.5067444348336082,3.948843213379266,33.498645664332685,terminal_reference_governor,True,True,False,False,False,0.0,3.9394876531437357,33.50000999999778,chen2020_dfn
1640.0,3.9657116515445523,0.5078460214034817,3.9497660859950123,33.49867154808197,terminal_reference_governor,True,True,False,False,False,0.0,3.940403761976194,33.500009999998355,chen2020_dfn
1645.0,3.9646879307110794,0.5089473236064569,3.9506861738892973,33.49869786857897,terminal_reference_governor,True,True,False,False,False,0.0,3.9413186334672896,33.500009999997786,chen2020_dfn
1650.0,3.9636497682658955,0.5100483374309752,3.95160351493517,33.498724609287876,terminal_reference_governor,True,True,False,False,False,0.0,3.942232327489016,33.50000999999954,chen2020_dfn
1655.0,3.962597812205786,0.5111490590454769,3.9525181484754404,33.4987517538176,terminal_reference_governor,True,True,False,False,False,0.0,3.9431449039969926,33.500009999999975,chen2020_dfn
1660.0,3.961532701359829,0.5122494847958546,3.9534301152807316,33.49877928702722,terminal_reference_governor,True,True,False,False,False,0.0,3.944056423017111,33.50000999999755,chen2020_dfn
1665.0,3.9604550137300976,0.5133496111885576,3.9543394562735,33.49880719329508,terminal_reference_governor,True,True,False,False,False,0.0,3.944966943360714,33.500009999999335,chen2020_dfn
1670.0,3.959365349437576,0.5144494348967348,3.955246213941898,33.49883545520839,terminal_reference_governor,True,True,False,False,False,0.0,3.9458765244984946,33.50000999999709,chen2020_dfn
1675.0,3.958264393004356,0.5155489527836804,3.9561504339236158,33.49886405707372,terminal_reference_governor,True,True,False,False,False,0.0,3.9467852281591354,33.50000999999769,chen2020_dfn
1680.0,3.9571527428051922,0.5166481618789039,3.9570521616052043,33.498892983238704,terminal_reference_governor,True,True,False,False,False,0.0,3.9476931143851353,33.500009999998916,chen2020_dfn
1685.0,3.956030994595494,0.5177470593774027,3.9579514436771874,33.49892221818868,terminal_reference_governor,True,True,False,False,False,0.0,3.9486002433251812,33.50000999999813,chen2020_dfn
1690.0,3.9548997371457517,0.5188456426377211,3.95884832809217,33.49895174654887,terminal_reference_governor,True,True,False,False,False,0.0,3.9495066751331875,33.50000999999907,chen2020_dfn
1695.0,3.9537595516594592,0.5199439091798488,3.9597428640841983,33.49898155307375,terminal_reference_governor,True,True,False,False,False,0.0,3.9504124699457495,33.500009999999904,chen2020_dfn
1700.0,3.95261101264623,0.5210418566833616,3.9606351022040736,33.49901162266815,terminal_reference_governor,True,True,False,False,False,0.0,3.9513176878933116,33.500009999998355,chen2020_dfn
1705.0,3.9514546873397194,0.5221394829854004,3.96152509430863,33.499041940409484,terminal_reference_governor,True,True,False,False,False,0.0,3.9522223890781016,33.5000099999986,chen2020_dfn
1710.0,3.950291134096915,0.5232367860782051,3.962412893499748,33.49907249155848,terminal_reference_governor,True,True,False,False,False,0.0,3.9531266335255397,33.500009999997424,chen2020_dfn
1715.0,3.949120902689174,0.5243337641067298,3.963298554078188,33.49910326160074,terminal_reference_governor,True,True,False,False,False,0.0,3.9540304811780262,33.50000999999739,chen2020_dfn
1720.0,3.947944532119436,0.5254304153656519,3.964182131416514,33.49913423626657,terminal_reference_governor,True,True,False,False,False,0.0,3.9549339918300253,33.50000999999945,chen2020_dfn
1725.0,3.94676254974911,0.5265267382961378,3.9650636818422726,33.49916540155925,terminal_reference_governor,True,True,False,False,False,0.0,3.955837225090366,33.50000999999995,chen2020_dfn
