temperature_c,controller_kind,seed,trajectory_count,maximum_voltage_v,maximum_average_temperature_c,maximum_current_violation_a,maximum_slew_violation_a,maximum_current_step_a,empty_interval_count,target_reach_fraction,optimizer_failure_count,prediction_infeasible_count,maximum_direction_reversals,maximum_voltage_residual_v,p95_voltage_residual_v,p99_voltage_residual_v,maximum_positive_residual_growth_v,minimum_voltage_slew_feasibility_margin_a,voltage_intervention_fraction,maximum_current_correction_a,mean_active_current_correction_a,first_intervention_soc,mean_base_decision_time_ms,mean_safety_layer_time_ms,mean_total_decision_time_ms,strict_success
15.0,mpc,-1,24,4.1898916840069695,29.10406961291756,0.0,4.440892098500626e-16,2.0000000000000004,0,1.0,1,0,0,0.0359703817185135,0.03342919751640396,0.035507021942970736,0.0113871030773613,1.8838504929153717,0.4424295774647887,0.8106858121391087,0.5388093744364673,0.6570120863753451,46.75722573937757,0.16014058102211814,46.91736632039973,False
30.0,mpc,-1,24,4.1880276176018665,42.263684287906415,0.0,4.440892098500626e-16,2.0000000000000004,0,1.0,0,0,1,0.0058675474749518,0.0049106501880044895,0.00515682989256853,0.0108453483649526,2.0,0.0,5.3290705182007506e-15,0.0,,46.90298305777503,0.155941278089542,47.058924335864624,False
