trajectory_id,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_core_temperature_c,state_surface_temperature_c,state_previous_current_a,state_ambient_temperature_c,split,teacher_accepted,completed_step_count,rejection_reason,mean_teacher_solve_time_s,maximum_teacher_solve_time_s
phase6r_ic_0160,0.5346875,0.046757812499999996,0.08925925925925925,27.43264,25.416326530612245,6.6190833959429005,25.0,validation,True,8,,0.44232356250176963,1.0638500999993994
phase6r_ic_0161,0.5373958333333334,0.0242578125,0.0007407407407407406,29.11264,26.616326530612245,7.52817430503381,25.0,train,True,8,,0.44644386249819945,0.9968539999972563
phase6r_ic_0162,0.5401041666666667,0.0692578125,0.03074074074074074,30.79264,27.816326530612244,8.43726521412472,25.0,train,True,8,,0.3738677249993998,1.277595300001849
phase6r_ic_0163,0.5428125,0.0130078125,0.060740740740740734,32.47264,29.016326530612243,9.346356123215628,25.0,train,True,8,,0.3547417249992577,0.9650512999942293
phase6r_ic_0164,0.5455208333333333,0.0580078125,0.01074074074074074,26.088639999999998,30.216326530612243,0.33809166040571,25.0,test,True,8,,0.6773276249996343,0.9441816999969888
phase6r_ic_0165,0.5482291666666667,0.0355078125,0.04074074074074074,27.768639999999998,31.416326530612242,1.2471825694966192,25.0,validation,True,8,,0.5472115624988874,1.2911852000033832
phase6r_ic_0166,0.5509375,0.0805078125,0.07074074074074073,29.44864,32.61632653061224,2.1562734785875284,25.0,validation,True,8,,0.43232924999938405,1.3049711999992724
phase6r_ic_0167,0.5536458333333333,0.0073828125,0.020740740740740737,31.12864,25.587755102040816,3.065364387678437,25.0,train,True,8,,0.393740237500424,0.9580753999980516
phase6r_ic_0168,0.5563541666666667,0.0523828125,0.05074074074074074,32.80864,26.787755102040816,3.9744552967693463,25.0,train,True,8,,0.29671686250094353,1.021694099996239
phase6r_ic_0169,0.5590625,0.029882812499999998,0.08074074074074072,26.42464,27.987755102040815,4.883546205860256,25.0,test,True,8,,0.2029793250012517,0.6361067000034382
phase6r_ic_0170,0.5617708333333333,0.07488281249999999,0.004074074074074074,28.10464,29.187755102040818,5.792637114951164,25.0,test,True,8,,0.48366791250100505,0.6712699000054272
phase6r_ic_0171,0.5644791666666666,0.0186328125,0.03407407407407407,29.78464,30.387755102040813,6.701728024042074,25.0,train,True,8,,0.4318903624998711,1.3074968000000808
phase6r_ic_0172,0.5671875000000001,0.0636328125,0.06407407407407407,31.46464,31.587755102040813,7.610818933132983,25.0,train,True,8,,0.2987122624999756,1.2694518999996944
phase6r_ic_0173,0.5698958333333334,0.0411328125,0.014074074074074072,33.144639999999995,32.78775510204081,8.519909842223893,25.0,train,True,8,,0.45675739999933285,1.5917706999971415
phase6r_ic_0174,0.5726041666666667,0.0861328125,0.04407407407407407,25.14784,25.759183673469387,9.429000751314803,25.0,train,True,8,,0.1585733750007421,0.4146437000017613
phase6r_ic_0175,0.5753125,0.0045703125,0.07407407407407406,26.82784,26.959183673469386,0.42073628850488354,25.0,train,True,8,,0.41955378750026284,0.8201015000013285
phase6r_ic_0176,0.5780208333333334,0.0495703125,0.024074074074074074,28.50784,28.159183673469386,1.3298271975957925,25.0,train,True,8,,0.47378341250168887,0.9491266999975778
phase6r_ic_0177,0.5807291666666667,0.0270703125,0.054074074074074066,30.18784,29.35918367346939,2.2389181066867017,25.0,test,True,8,,0.5554439625002487,1.6598537000027136
phase6r_ic_0178,0.5834375,0.0720703125,0.08407407407407405,31.86784,30.559183673469384,3.1480090157776104,25.0,train,True,8,,0.27422070000011445,1.113427899996168
phase6r_ic_0179,0.5861458333333334,0.0158203125,0.007407407407407407,25.48384,31.759183673469387,4.05709992486852,25.0,train,True,8,,0.26117845000044326,0.6656064999988303
phase6r_ic_0180,0.5888541666666667,0.0608203125,0.0374074074074074,27.16384,32.95918367346938,4.966190833959429,25.0,train,True,8,,0.24266513749989826,0.6371781999987434
phase6r_ic_0181,0.5915625,0.0383203125,0.0674074074074074,28.84384,25.930612244897958,5.875281743050338,25.0,train,True,8,,0.21632303750084247,0.6132433000020683
phase6r_ic_0182,0.5942708333333333,0.0833203125,0.017407407407407406,30.52384,27.13061224489796,6.784372652141247,25.0,train,True,8,,0.5661484500005827,1.1394853000019793
phase6r_ic_0183,0.5969791666666666,0.0101953125,0.0474074074074074,32.20384,28.33061224489796,7.693463561232157,25.0,train,True,8,,0.33825578750020213,1.1213362000053166
phase6r_ic_0184,0.5996875,0.055195312499999996,0.0774074074074074,25.81984,29.53061224489796,8.602554470323065,25.0,train,True,8,,0.14772487499976705,0.3144460999974399
phase6r_ic_0185,0.6023958333333334,0.0326953125,0.027407407407407408,27.49984,30.73061224489796,9.511645379413975,25.0,train,True,8,,0.18025249999936932,0.4872493000002578
phase6r_ic_0186,0.6051041666666667,0.0776953125,0.05740740740740741,29.17984,31.930612244897958,0.5033809166040571,25.0,train,True,8,,0.3597067375003462,0.9478734000003897
phase6r_ic_0187,0.6078125,0.0214453125,0.08740740740740739,30.85984,33.13061224489796,1.4124718256949662,25.0,train,True,8,,0.5173526874996242,1.6476223999998183
phase6r_ic_0188,0.6105208333333333,0.06644531249999999,0.0018518518518518515,32.53984,26.10204081632653,2.3215627347858754,25.0,train,True,8,,0.46457352499874105,1.3911258000007365
phase6r_ic_0189,0.6132291666666666,0.0439453125,0.03185185185185185,26.15584,27.30204081632653,3.230653643876784,25.0,train,True,8,,0.23263443749965518,0.6973840999999084
phase6r_ic_0190,0.6159374999999999,0.0889453125,0.06185185185185184,27.83584,28.50204081632653,4.139744552967693,25.0,train,True,8,,0.22360766249948938,0.6341189000013401
phase6r_ic_0191,0.6186458333333333,0.0010546875,0.01185185185185185,29.51584,29.70204081632653,5.048835462058604,25.0,train,True,8,,0.23132501249892812,0.7368777000010596
phase6r_ic_0192,0.6213541666666667,0.0460546875,0.04185185185185185,31.19584,30.90204081632653,5.9579263711495125,25.0,train,True,8,,0.24127116250110703,0.6030678999959491
phase6r_ic_0193,0.6240625,0.023554687499999998,0.07185185185185185,32.87584,32.10204081632653,6.867017280240421,25.0,train,True,8,,0.8554947375005213,2.1564528000017162
phase6r_ic_0194,0.6267708333333334,0.0685546875,0.021851851851851848,26.49184,33.302040816326524,7.776108189331331,25.0,test,True,8,,0.15055237500018848,0.3376308999941102
phase6r_ic_0195,0.6294791666666667,0.0123046875,0.05185185185185185,28.17184,25.09795918367347,8.68519909842224,25.0,test,True,8,,0.16806115000053978,0.36716940000042086
phase6r_ic_0196,0.6321875,0.0573046875,0.08185185185185184,29.85184,26.29795918367347,9.59429000751315,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.5564764000009745,0.5564764000009745
phase6r_ic_0197,0.6348958333333333,0.0348046875,0.005185185185185184,31.531840000000003,27.49795918367347,0.5860255447032306,25.0,train,True,8,,0.4325813375007783,1.0231790999969235
phase6r_ic_0198,0.6376041666666666,0.0798046875,0.03518518518518518,33.21184,28.69795918367347,1.4951164537941397,25.0,train,True,8,,0.7747785250012384,1.7488625999976648
phase6r_ic_0199,0.6403125000000001,0.0066796875,0.06518518518518518,25.21504,29.897959183673468,2.4042073628850487,25.0,train,True,8,,0.22144768750058574,0.6697330999959377
phase6r_ic_0200,0.6430208333333334,0.051679687499999995,0.015185185185185184,26.895039999999998,31.097959183673467,3.313298271975958,25.0,train,True,8,,0.2468121500005509,0.7163608999981079
phase6r_ic_0201,0.6457291666666667,0.0291796875,0.045185185185185175,28.57504,32.29795918367347,4.222389181066867,25.0,validation,True,8,,0.25354122500084486,0.9058613000015612
phase6r_ic_0202,0.6484375,0.0741796875,0.07518518518518517,30.25504,25.26938775510204,5.131480090157777,25.0,validation,True,8,,0.2962387124998713,0.6211542999953963
phase6r_ic_0203,0.6511458333333333,0.0179296875,0.025185185185185185,31.93504,26.46938775510204,6.040570999248685,25.0,validation,True,8,,0.2892886375011585,1.019930900001782
phase6r_ic_0204,0.6538541666666666,0.0629296875,0.055185185185185184,25.55104,27.66938775510204,6.9496619083395945,25.0,train,True,8,,0.22992632499881438,0.580867999997281
phase6r_ic_0205,0.6565624999999999,0.0404296875,0.08518518518518517,27.23104,28.86938775510204,7.858752817430505,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.15052270000160206,0.15052270000160206
phase6r_ic_0206,0.6592708333333334,0.08542968749999999,0.008518518518518517,28.91104,30.06938775510204,8.767843726521413,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.39226379999308847,0.39226379999308847
phase6r_ic_0207,0.6619791666666667,0.0038671875,0.038518518518518514,30.59104,31.269387755102038,9.676934635612323,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.14338359999965178,0.14338359999965178
phase6r_ic_0208,0.6646875,0.0488671875,0.06851851851851852,32.27104,32.46938775510204,0.6686701728024043,25.0,train,True,8,,0.33242430000154854,0.9821500000034575
phase6r_ic_0209,0.6673958333333333,0.0263671875,0.018518518518518517,25.88704,25.440816326530612,1.5777610818933132,25.0,train,True,8,,0.4061267124989172,1.2265926000036416
phase6r_ic_0210,0.6701041666666666,0.0713671875,0.0485185185185185,27.56704,26.64081632653061,2.4868519909842224,25.0,validation,True,8,,0.3742822125013845,1.633979600002931
phase6r_ic_0211,0.6728125,0.015117187499999999,0.0785185185185185,29.24704,27.84081632653061,3.395942900075131,25.0,train,True,8,,0.20050851249925472,0.9163363999978174
phase6r_ic_0212,0.6755208333333333,0.060117187499999995,0.028518518518518516,30.927039999999998,29.04081632653061,4.305033809166041,25.0,train,True,8,,0.25172289999954955,0.8281812999994145
phase6r_ic_0213,0.6782291666666667,0.037617187499999996,0.05851851851851851,32.60704,30.240816326530613,5.214124718256951,25.0,train,True,8,,0.21764215000075637,0.9186401000042679
phase6r_ic_0214,0.6809375,0.0826171875,0.0885185185185185,26.22304,31.44081632653061,6.123215627347859,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.09994759999972302,0.09994759999972302
phase6r_ic_0215,0.6836458333333334,0.009492187499999999,0.0029629629629629624,27.90304,32.64081632653061,7.032306536438768,25.0,validation,True,8,,0.3467930749993684,1.2785932999977376
phase6r_ic_0216,0.6863541666666667,0.0544921875,0.032962962962962965,29.58304,25.612244897959183,7.941397445529677,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.09902770000189776,0.09902770000189776
phase6r_ic_0217,0.6890625,0.0319921875,0.06296296296296296,31.26304,26.812244897959182,8.850488354620587,25.0,test,False,0,fallback_after_8: Positive directional derivative for linesearch,0.39968819999921834,0.39968819999921834
phase6r_ic_0218,0.6917708333333333,0.0769921875,0.01296296296296296,32.943039999999996,28.012244897959185,9.759579263711496,25.0,validation,False,0,fallback_after_8: Positive directional derivative for linesearch,1.1299682000026223,1.1299682000026223
phase6r_ic_0219,0.6944791666666666,0.0207421875,0.04296296296296296,26.55904,29.21224489795918,0.7513148009015779,25.0,train,True,8,,0.304893962499591,1.209518299998308
phase6r_ic_0220,0.6971875,0.0657421875,0.07296296296296295,28.23904,30.412244897959184,1.660405709992487,25.0,test,True,8,,0.4824344749995362,1.7715119999993476
phase6r_ic_0221,0.6998958333333334,0.0432421875,0.022962962962962963,29.91904,31.61224489795918,2.569496619083396,25.0,train,True,8,,0.28783279999970546,1.0794263999996474
phase6r_ic_0222,0.7026041666666667,0.0882421875,0.05296296296296296,31.599040000000002,32.81224489795918,3.4785875281743044,25.0,test,True,8,,0.5090353124996909,0.8641553000052227
phase6r_ic_0223,0.7053125,0.0024609375,0.08296296296296295,33.27904,25.783673469387754,4.387678437265214,25.0,train,True,8,,0.29027087499889603,1.647539700003108
phase6r_ic_0224,0.7080208333333333,0.0474609375,0.006296296296296296,25.28224,26.983673469387753,5.296769346356124,25.0,train,True,8,,0.19988597500105243,0.8860760000025039
phase6r_ic_0225,0.7107291666666666,0.0249609375,0.03629629629629629,26.96224,28.183673469387756,6.205860255447032,25.0,train,True,8,,0.17565108750022773,0.7504696999967564
phase6r_ic_0226,0.7134375,0.0699609375,0.0662962962962963,28.64224,29.383673469387755,7.114951164537942,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.1880922000054852,0.1880922000054852
phase6r_ic_0227,0.7161458333333333,0.0137109375,0.016296296296296295,30.32224,30.583673469387755,8.02404207362885,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,1.2153101000003517,1.2153101000003517
phase6r_ic_0228,0.7188541666666667,0.0587109375,0.046296296296296294,32.00224,31.783673469387754,8.93313298271976,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.2982064000025275,0.2982064000025275
phase6r_ic_0229,0.7215625,0.0362109375,0.07629629629629628,25.61824,32.98367346938775,9.84222389181067,25.0,test,False,0,fallback_after_9: Iteration limit reached,7.7816448000012315,7.7816448000012315
phase6r_ic_0230,0.7242708333333333,0.0812109375,0.026296296296296297,27.29824,25.955102040816325,0.8339594290007514,25.0,test,True,8,,0.34815440000056697,1.2230339999950957
phase6r_ic_0231,0.7269791666666666,0.0080859375,0.05629629629629629,28.97824,27.155102040816328,1.7430503380916604,25.0,validation,True,8,,0.28761013749863196,1.4507620000003953
phase6r_ic_0232,0.7296875,0.0530859375,0.08629629629629627,30.65824,28.355102040816327,2.6521412471825694,25.0,train,True,8,,0.7177202749990101,1.2188878999950248
phase6r_ic_0233,0.7323958333333334,0.0305859375,0.009629629629629629,32.33824,29.555102040816323,3.561232156273478,25.0,train,True,8,,0.20107273750090826,1.0280597000019043
phase6r_ic_0234,0.7351041666666667,0.07558593749999999,0.039629629629629626,25.95424,30.755102040816325,4.470323065364388,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.08979120000003604,0.08979120000003604
phase6r_ic_0235,0.7378125,0.0193359375,0.06962962962962962,27.63424,31.955102040816325,5.379413974455297,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.10538410000299336,0.10538410000299336
phase6r_ic_0236,0.7405208333333334,0.0643359375,0.019629629629629625,29.314239999999998,33.155102040816324,6.288504883546206,25.0,validation,False,0,fallback_after_8: Positive directional derivative for linesearch,0.14944959999411367,0.14944959999411367
phase6r_ic_0237,0.7432291666666667,0.041835937499999996,0.04962962962962962,30.99424,26.1265306122449,7.197595792637116,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.5498021000021254,0.5498021000021254
phase6r_ic_0238,0.7459375,0.0868359375,0.07962962962962962,32.67424,27.3265306122449,8.106686701728025,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.08769570000004023,0.08769570000004023
phase6r_ic_0239,0.7486458333333333,0.0052734374999999995,0.029629629629629627,26.29024,28.526530612244898,9.015777610818935,25.0,train,False,0,fallback_after_8: Positive directional derivative for linesearch,0.40142569999443367,0.40142569999443367
