run_key,controller,initialization_seed,parameter_count,fit_time_s,optimization_iterations,optimizer_reached_iteration_limit,warning_count,train_mae_a,train_rmse_a,train_nrmse,train_maximum_absolute_error_a,train_bias_a,train_r2,validation_mae_a,validation_rmse_a,validation_nrmse,validation_maximum_absolute_error_a,validation_bias_a,validation_r2,test_mae_a,test_rmse_a,test_nrmse,test_maximum_absolute_error_a,test_bias_a,test_r2
five_state_pure__seed-22,five_state_pure,22,1793,7.196972500001721,1324,False,0,0.03417478990603898,0.044392433332639536,0.004439243333263954,0.266434913432688,0.01810678889510575,0.9989306875312515,0.05546572228192098,0.08472373789584943,0.008472373789584943,0.41330373694281164,0.017944795519618067,0.9963345380268126,0.06705190231438758,0.11929198228687947,0.011929198228687947,1.157146748450372,0.026921992548754513,0.9945850481544936
five_state_pure__seed-42,five_state_pure,42,1793,7.715460199993686,1611,False,0,0.03874535048895077,0.04981418975537104,0.004981418975537104,0.25408546868098547,0.022647738169557653,0.9986535418166155,0.05813986125853163,0.09319280031175771,0.009319280031175771,0.5090882252237714,0.022148542804212256,0.9955651061838191,0.06819476497610723,0.14781634166910743,0.014781634166910742,1.848861501262041,0.03934707345477108,0.9916858666197642
five_state_pure__seed-73,five_state_pure,73,1793,11.295873800001573,1769,False,0,0.034674931911866165,0.04542680201383002,0.004542680201383003,0.21347340654729585,-0.01894499959549742,0.9988802758194752,0.058446049235782456,0.08916659384317922,0.008916659384317922,0.4639595824205607,-0.021440002495940746,0.9959400297033857,0.06110172864318842,0.11004622931883347,0.011004622931883347,0.9637537149879472,-0.014912713624324767,0.9953918944238055
full_state_feasible_interval__seed-22,full_state_feasible_interval,22,1857,11.830569300000207,2421,False,0,0.02670750084580233,0.03832777843337806,0.003832777843337806,0.20489606706316188,0.005134300109550307,0.9992028977717123,0.0660839854147355,0.11342228043458441,0.011342228043458441,0.6203368098225344,0.006003677250394793,0.9934307581338965,0.12291325950823415,0.3074500918446335,0.03074500918446335,3.165135391253168,0.04441106722410464,0.9640315815264352
full_state_feasible_interval__seed-42,full_state_feasible_interval,42,1857,13.871731400002318,2500,True,1,0.02756282976978483,0.03890884864213675,0.003890884864213675,0.24982998752681773,0.005562556251970615,0.9991785455472338,0.07258689425095319,0.13597713453648272,0.013597713453648273,1.0127072900248724,0.016802779059454997,0.9905582983640715,0.11059404426960683,0.2832231366769944,0.02832231366769944,2.2379184990382086,0.06324174484586559,0.9694768363857972
full_state_feasible_interval__seed-73,full_state_feasible_interval,73,1857,14.380473699995491,2500,True,1,0.02832538393317161,0.04034597602201609,0.004034597602201609,0.22476587863888042,0.01000779289528454,0.999116742811227,0.09555009522905443,0.22524284221800156,0.022524284221800157,1.999551168418657,0.03201731602433046,0.9740927986768176,0.12411965449279876,0.33680429906629916,0.033680429906629915,3.1816528435081306,0.09165497010187834,0.956835437762758
full_state_pure__seed-22,full_state_pure,22,1857,13.49925219999568,2500,True,1,0.029311413187592648,0.03890774757703677,0.003890774757703677,0.18697462999123182,-0.005689100998688734,0.9991785920385623,0.054428486157214566,0.09367044374715536,0.009367044374715536,0.6061164724557573,-0.010740688451341868,0.9955195291350762,0.0730521561353896,0.19753511929347586,0.019753511929347586,2.5761486816454546,0.01282700580650234,0.985152247276694
full_state_pure__seed-42,full_state_pure,42,1857,7.759367000006023,1710,False,0,0.02973837807870127,0.03912469599087087,0.003912469599087087,0.26447819973965814,-0.0066586713902839064,0.999169406208328,0.0597021137310584,0.1022021216559689,0.01022021216559689,0.6105638438906036,-0.010085803243594496,0.9946661803682646,0.07801770405538294,0.20919884552951404,0.020919884552951403,2.7769900825808884,0.011973971777611319,0.9833470700503003
full_state_pure__seed-73,full_state_pure,73,1857,17.83316599999671,2500,True,1,0.034821840647890276,0.0453235530901468,0.00453235530901468,0.3505634451837363,0.017397206433378366,0.998885359995693,0.06727116693682184,0.11577913658138919,0.011577913658138919,0.7693458888800118,0.0058487559492336125,0.9931549107456696,0.08030962430319662,0.19027878843924634,0.019027878843924633,2.003775349326512,0.022934126402011014,0.9862230575867432
