trajectory_id,step_index,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_core_temperature_c,state_surface_temperature_c,state_ambient_temperature_c,state_previous_current_a,state_average_temperature_c,teacher_current_a,teacher_solve_time_s,teacher_optimizer_success,teacher_prediction_feasible,teacher_used_fallback,teacher_minimum_constraint_margin,active_voltage_constraint,active_temperature_constraint,active_current_upper_constraint,active_current_change_constraint,next_soc,next_core_temperature_c,next_surface_temperature_c,split
phase6r_ic_0139,2,0.48286765419488115,0.046130229519524925,0.07703101186698472,26.442430434499684,26.43523227929077,25.0,9.051976864757552,26.4409908034579,8.677532190399578,0.4116896999985329,True,True,False,-7.069687057992269e-10,False,True,False,False,0.4852780798033255,26.64262291960503,26.635450275774634,train
phase6r_ic_0139,3,0.4852780798033255,0.05443511365013334,0.0789279254145777,26.64262291960503,26.635450275774634,25.0,8.677532190399578,26.641188390838952,8.591481443655937,0.12532610000198474,True,True,False,-2.6661538754524372e-08,False,True,False,False,0.48766460242656323,26.84424815938206,26.83685202535545,train
phase6r_ic_0139,4,0.48766460242656323,0.06045208861003468,0.08071908517390365,26.84424815938206,26.83685202535545,25.0,8.591481443655937,26.84276893257674,8.505886078257356,0.12064150000514928,True,True,False,-2.865397163986927e-08,False,True,False,False,0.4900273485594125,27.04578455302154,27.038206467753373,train
phase6r_ic_0139,5,0.4900273485594125,0.06475808567662049,0.08240817835301954,27.04578455302154,27.038206467753373,25.0,8.505886078257356,27.044268935967906,8.151429780342449,1.088994099998672,True,True,False,-5.203943942433398e-10,False,True,False,False,0.4922916346095076,27.23541849201862,27.228002271942334,train
phase6r_ic_0139,6,0.4922916346095076,0.06716669582340837,0.08386178009359356,27.23541849201862,27.228002271942334,25.0,8.151429780342449,27.233935248003363,8.07485552483465,0.33360199999879114,True,True,False,-2.0246325505013374e-08,False,True,False,False,0.4945346500330728,27.423103410984726,27.415572397231553,train
phase6r_ic_0139,7,0.4945346500330728,0.06879328886577629,0.08522893389169027,27.423103410984726,27.415572397231553,25.0,8.07485552483465,27.421597208234093,7.999022573324758,0.29205650000221794,True,True,False,-1.835591945109627e-08,False,True,False,False,0.49675660074788525,27.608328313779726,27.60069757846377,train
phase6r_ic_0140,0,0.4805208333333334,0.0622265625,0.022592592592592588,27.701439999999998,27.27755102040816,25.0,8.271975957926372,27.61666220408163,8.461804180406785,0.9852585999979055,True,True,False,-5.180025652862241e-08,False,True,False,False,0.4828713344945575,27.77665920702537,27.769629873428094,train
phase6r_ic_0140,1,0.4828713344945575,0.06598473481920253,0.026158582751396674,27.77665920702537,27.769629873428094,25.0,8.461804180406785,27.775253340305916,8.485022983569621,0.806266500003403,True,True,False,-6.981075273415627e-09,False,True,False,False,0.48522828532332685,27.939503784307753,27.93220524119809,train
phase6r_ic_0140,2,0.48522828532332685,0.0688502340257416,0.029619862504408945,27.939503784307753,27.93220524119809,25.0,8.485022983569621,27.93804407568582,8.403627417550066,0.29731089999404503,True,True,False,-2.8628861059587507e-08,False,True,False,False,0.4875626262726463,28.102174554998808,28.09473152503345,train
phase6r_ic_0140,3,0.4875626262726463,0.07080764764402275,0.0329266397391987,28.102174554998808,28.09473152503345,25.0,8.403627417550066,28.100685949005737,8.322806009326209,0.32816140000068117,True,True,False,-2.7071664021605102e-08,False,True,False,False,0.4898745168307925,28.264057659566387,28.256488852019636,train
phase6r_ic_0140,4,0.4898745168307925,0.0720868662839008,0.03608425497670647,28.264057659566387,28.256488852019636,25.0,8.322806009326209,28.262543898057036,8.242634819910311,0.2629626000052667,True,True,False,-3.034696050008279e-08,False,True,False,False,0.4921641376141009,28.42467438047574,28.416994536238683,train
phase6r_ic_0140,5,0.4921641376141009,0.07286008971400551,0.03909791292249603,28.42467438047574,28.416994536238683,25.0,8.242634819910311,28.42313841162833,8.000882824170771,0.6936074000041117,True,True,False,-1.1505392194521846e-08,False,True,False,False,0.49438660506525944,28.577758232328605,28.57015079480392,train
phase6r_ic_0140,6,0.49438660506525944,0.07288382873733928,0.04189012709011482,28.577758232328605,28.57015079480392,25.0,8.000882824170771,28.576236744823667,7.927039514415219,0.2759806000030949,True,True,False,-2.255040953969001e-08,False,True,False,False,0.49658856048593036,28.72894125755372,28.721250345207142,train
phase6r_ic_0140,7,0.49658856048593036,0.07273211084374527,0.04455354244306099,28.72894125755372,28.721250345207142,25.0,7.927039514415219,28.727403075084407,7.85394092565049,0.3235119999953895,True,True,False,-2.094396478469207e-08,False,True,False,False,0.4987702107430555,28.878048407665926,28.870279960533004,train
phase6r_ic_0141,0,0.4832291666666667,0.0397265625,0.052592592592592594,29.381439999999998,28.477551020408164,25.0,9.18106686701728,29.20066220408163,7.735184052006203,0.7366957999984152,True,True,False,-5.121613355640875e-09,False,True,False,False,0.4853778289033351,29.33165379168228,29.324029577451917,train
phase6r_ic_0141,1,0.4853778289033351,0.04748047182736452,0.054808708106537186,29.33165379168228,29.324029577451917,25.0,7.735184052006203,29.330128948836208,7.66467231974203,0.24840369999583345,True,True,False,-1.6741623198868183e-08,False,True,False,False,0.4875069045477079,29.46313851856535,29.45533498787878,train
phase6r_ic_0141,2,0.4875069045477079,0.053120821403374305,0.05691654384767353,29.46313851856535,29.45533498787878,25.0,7.66467231974203,29.46157781242804,7.376002293892816,0.4954511000032653,True,True,False,-4.041147860789351e-09,False,True,False,False,0.48955579407378924,29.587984812979574,29.580253778059802,train
phase6r_ic_0141,3,0.48955579407378924,0.05667890571549973,0.05880866859817088,29.587984812979574,29.580253778059802,25.0,7.376002293892816,29.58643860599562,7.312454637429323,0.16171069999836618,True,True,False,-1.4382983692939888e-08,False,True,False,False,0.49158703147307514,29.71273129415034,29.70489008501733,train
