controller,plant,seed_count,passing_seed_count,current_nrmse_mean,current_nrmse_std,current_nrmse_best,charge_time_gap_mean,speedup_mean
five_state_pure,dfn,1,0,0.0336052144049115,,0.0336052144049115,0.0708782742681047,2607.4836749544625
five_state_pure,reduced,3,0,0.026235017624566898,0.004469419309300352,0.0229807564357421,0.06408268733850124,6045.320692935235
full_state_feasible_interval,reduced,3,0,0.02536015770255477,0.0038376113792380783,0.0227022149614459,0.07596899224806193,2211.7978745249216
full_state_feasible_interval,dfn,1,0,0.0333949968973017,,0.0333949968973017,0.0693374422187981,1924.24456347321
full_state_pure,reduced,3,0,0.026251070048346536,0.0019292284804655754,0.0244657796451854,0.06098191214470277,2885.8703453596377
full_state_pure,dfn,1,0,0.030321660883403,,0.030321660883403,0.061633281972265,2708.265614075969
