trajectory_id,step_index,generated_current_a,closed_loop_current_a,absolute_difference_a,generated_used_fallback,closed_loop_used_fallback
phase6r_ic_0000,0,2.909090909090907,2.909090909090907,0.0,False,False
phase6r_ic_0000,1,4.90909090909091,4.90909090909091,0.0,False,False
phase6r_ic_0000,2,6.909090909090908,6.909090909090908,0.0,False,False
phase6r_ic_0001,0,3.8181818181818175,3.8181818181818175,0.0,False,False
phase6r_ic_0001,1,5.81818181818181,5.81818181818181,0.0,False,False
phase6r_ic_0001,2,7.812582274214969,7.812582274214969,0.0,False,False
phase6r_ic_0002,0,4.727272727272732,4.727272727272732,0.0,False,False
phase6r_ic_0002,1,6.72727272727273,6.72727272727273,0.0,False,False
phase6r_ic_0002,2,7.366507350373276,7.366507350373276,0.0,False,False
