trajectory_id,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,split
terminal_033,0.7891973862364658,0.07888888888888888,0.0636,0.8454810495626821,train
terminal_034,0.7793717260543654,0.028888888888888888,0.0936,2.2740524781341103,train
terminal_035,0.7516608988718709,0.08888888888888888,0.0096,5.131195335276968,terminal_test
terminal_036,0.763897731325379,0.010370370370370368,0.12960000000000002,1.0495626822157436,train
terminal_037,0.7880791177383696,0.04037037037037036,0.015600000000000001,2.4781341107871717,train
terminal_038,0.7779651361448896,0.07037037037037036,0.04560000000000001,3.9067055393586,train
terminal_039,0.7944452850346106,0.0337037037037037,0.0516,1.2536443148688046,train
terminal_040,0.7680831633278732,0.0637037037037037,0.0816,2.6822157434402327,validation
terminal_041,0.7918877243430468,0.007037037037037036,0.1476,1.4868804664723032,train
terminal_042,0.7627312766359481,0.037037037037037035,0.0048,2.9154518950437316,train
terminal_043,0.787510114054799,0.06703703703703703,0.0348,4.3440233236151595,train
terminal_044,0.7851624671325649,0.027037037037037033,0.0108,0.26239067055393583,train
terminal_045,0.7741964682021404,0.05703703703703703,0.0408,1.6909620991253642,train
terminal_046,0.767097480279539,0.0014814814814814816,0.1008,4.548104956268221,validation
terminal_047,0.7537973616137289,0.04148148148148147,0.0768,0.46647230320699706,validation
terminal_048,0.7929255815981271,0.05148148148148148,0.022799999999999997,4.752186588921282,train
terminal_049,0.760197269308003,0.014814814814814814,0.0288,2.099125364431487,terminal_test
terminal_050,0.7863511562692885,0.04481481481481481,0.0588,3.527696793002915,train
terminal_051,0.7813920848411867,0.008148148148148147,0.03024,0.8746355685131195,train
terminal_052,0.7987690793487529,0.038148148148148146,0.06024,2.3032069970845477,train
terminal_053,0.7436875,0.06814814814814814,0.09024,3.731778425655976,train
terminal_054,0.7867891296804076,0.05814814814814814,0.09624,1.0787172011661808,train
terminal_055,0.7953125000000001,0.0025925925925925925,0.012240000000000001,3.9358600583090375,validation
terminal_056,0.7552039519944651,0.03259259259259259,0.04224,5.3644314868804654,train
terminal_057,0.7658125,0.07259259259259258,0.01824,1.282798833819242,train
terminal_058,0.7890589966902096,0.022592592592592588,0.04824,2.7113702623906697,train
terminal_059,0.7922793353654195,0.015925925925925927,0.08424000000000001,0.08746355685131196,train
terminal_060,0.7636115206255336,0.045925925925925926,0.11424000000000001,1.5160349854227404,train
terminal_061,0.7777856309494761,0.02592592592592592,0.00144,4.373177842565598,train
terminal_062,0.7747878054244588,0.03925925925925925,0.12144,0.29154518950437314,terminal_test
terminal_063,0.7943202669935449,0.06925925925925926,0.0074399999999999996,1.7201166180758016,terminal_test
terminal_064,0.7678400144800609,0.019259259259259257,0.03744,3.1486880466472305,train
terminal_065,0.7825263245678485,0.08925925925925925,0.04344,0.49562682215743437,terminal_test
terminal_066,0.7706306754945105,0.0007407407407407408,0.07344,1.9241982507288626,train
terminal_067,0.7568982478751497,0.020740740740740737,0.10944,0.6997084548104957,train
terminal_068,0.7739970701862675,0.08074074074074072,0.02544,3.556851311953353,train
terminal_069,0.7938172907275163,0.004074074074074074,0.055439999999999996,4.985422740524782,validation
terminal_070,0.7977185046692133,0.04407407407407407,0.00264,0.9037900874635568,train
terminal_071,0.7532954703282735,0.07407407407407406,0.03264,2.332361516034985,train
terminal_072,0.7837866364459524,0.024074074074074074,0.06264,3.760932944606414,validation
terminal_073,0.7784986302516077,0.0674074074074074,0.06863999999999999,1.1078717201166182,train
terminal_074,0.7967683409238812,0.017407407407407406,0.09864,2.536443148688047,train
terminal_075,0.7862042425676474,0.0774074074074074,0.01464,5.393586005830903,validation
terminal_076,0.790694743625449,0.0018518518518518517,0.13464,1.3119533527696792,terminal_test
terminal_077,0.7812275033351525,0.03185185185185185,0.02064,2.7405247813411076,train
terminal_078,0.7463869373529103,0.01185185185185185,0.08064,5.597667638483964,terminal_test
terminal_079,0.7618155442001798,0.05185185185185185,0.056639999999999996,0.11661807580174927,train
terminal_080,0.7766901617433066,0.005185185185185185,0.11664000000000001,2.9737609329446064,train
terminal_081,0.7560734398543062,0.06518518518518518,0.00384,5.830903790087463,train
terminal_082,0.7663340173302517,0.025185185185185185,0.12384,1.749271137026239,terminal_test
terminal_083,0.7893353875909574,0.055185185185185184,0.00984,3.177842565597668,train
terminal_084,0.7719346867645512,0.018518518518518517,0.01584,0.5247813411078717,train
terminal_085,0.7925387877548579,0.0485185185185185,0.045840000000000006,1.9533527696793,train
terminal_086,0.7641805545583636,0.0785185185185185,0.07584,3.3819241982507284,terminal_test
terminal_087,0.7859090047675835,0.032962962962962965,0.08184000000000001,0.728862973760933,train
terminal_088,0.7683242249452655,0.04296296296296296,0.027839999999999997,5.014577259475218,train
terminal_089,0.7828448782674196,0.006296296296296296,0.005039999999999999,2.3615160349854225,validation
terminal_090,0.7710714272885878,0.03629629629629629,0.03504,3.790087463556851,train
terminal_091,0.7960451478162919,0.026296296296296297,0.04104,1.1370262390670556,validation
terminal_092,0.7576846287422156,0.05629629629629629,0.07103999999999999,2.565597667638484,train
terminal_093,0.7802258759227192,0.04962962962962962,0.10704,1.3411078717201166,train
terminal_094,0.7542816260891398,0.029629629629629627,0.023039999999999998,4.198250728862974,train
terminal_095,0.7887810397977534,0.060123456790123445,0.029039999999999996,0.14577259475218657,train
terminal_096,0.7788502232136445,0.010123456790123456,0.059039999999999995,1.574344023323615,train
terminal_097,0.7970073665744174,0.040123456790123455,0.08904000000000002,3.0029154518950434,train
terminal_098,0.769268623878652,0.00345679012345679,0.06048,0.34985422740524785,train
terminal_099,0.7909622639190019,0.03345679012345679,0.09047999999999999,1.7784256559766762,train
terminal_100,0.7988846528711006,0.01345679012345679,0.0064800000000000005,4.635568513119534,train
terminal_101,0.7426074562556254,0.04345679012345679,0.036480000000000005,6.0641399416909625,terminal_test
terminal_102,0.7610219844002654,0.08345679012345678,0.01248,1.9825072886297375,train
terminal_103,0.7867164192562422,0.0067901234567901226,0.04248,3.411078717201166,terminal_test
terminal_104,0.7762239399862163,0.03679012345679012,0.07248,4.839650145772595,train
terminal_105,0.773084910882833,0.07679012345679011,0.048479999999999995,0.7580174927113703,train
terminal_106,0.7932457634758391,0.026790123456790122,0.07848,2.186588921282799,validation
terminal_107,0.783082247830458,0.011234567901234567,0.11448,0.9620991253644315,train
terminal_108,0.792214270828242,0.07123456790123456,0.0016799999999999999,3.8192419825072883,train
terminal_109,0.7634671063006285,0.021234567901234565,0.03168,5.247813411078718,train
terminal_110,0.7582521937893778,0.0345679012345679,0.00768,1.1661807580174925,train
terminal_111,0.785537265817405,0.0645679012345679,0.037680000000000005,2.594752186588921,train
terminal_112,0.7746899492378556,0.014567901234567901,0.06767999999999999,4.02332361516035,validation
terminal_113,0.7478223687668761,0.007901234567901233,0.10367999999999998,2.798833819241982,train
terminal_114,0.770519493002424,0.06790123456790123,0.01968,5.65597667638484,train
terminal_115,0.7769670725528138,0.027901234567901233,0.13968,0.17492711370262393,train
terminal_116,0.7957410481882518,0.05790123456790122,0.02568,1.6034985422740524,train
terminal_117,0.7566958663484409,0.08790123456790122,0.05567999999999999,3.032069970845481,train
terminal_118,0.7849360874256427,0.0023456790123456786,0.08568,4.460641399416909,train
terminal_119,0.7895416688568825,0.04234567901234568,0.032880000000000006,0.37900874635568516,validation
terminal_120,0.7798010923609516,0.07234567901234566,0.06288,1.8075801749271136,train
terminal_121,0.7976595781559751,0.022345679012345677,0.09287999999999999,3.2361516034985423,train
terminal_122,0.7645986931182329,0.06567901234567901,0.09888,0.5830903790087463,train
terminal_123,0.7884313504160787,0.015679012345679012,0.12888,2.011661807580175,validation
terminal_124,0.7784102291469994,0.04567901234567901,0.014879999999999999,3.4402332361516033,validation
terminal_125,0.7947565813681333,0.009012345679012344,0.020880000000000003,0.7871720116618075,train
terminal_126,0.7686820188118794,0.03901234567901234,0.05088,2.2157434402332363,train
terminal_127,0.7700706524808658,0.05901234567901234,0.08688,0.9912536443148687,train
terminal_128,0.7616591583544929,0.0004938271604938272,0.14688,3.8483965014577253,train
terminal_129,0.7870065861409336,0.030493827160493824,0.00408,5.276967930029155,train
terminal_130,0.7734933820422035,0.020493827160493826,0.010079999999999999,2.6239067055393583,train
terminal_131,0.7935005293490167,0.050493827160493825,0.04008,4.052478134110787,train
terminal_132,0.7519488656626895,0.013827160493827161,0.04608,1.3994169096209914,validation
terminal_133,0.7833967209662781,0.04382716049382716,0.07608,2.8279883381924193,terminal_test
terminal_134,0.7964681360647313,0.03716049382716049,0.11208,0.004164931278633903,train
terminal_135,0.7858348981740442,0.017160493827160495,0.02808,2.861307788421491,validation
terminal_136,0.7750797361823746,0.047160493827160484,0.05807999999999999,4.28987921699292,train
terminal_137,0.7808131460515482,0.08716049382716048,0.00528,0.2082465639316951,terminal_test
terminal_138,0.7983627697305826,0.0016049382716049382,0.03528,1.6368179925031234,terminal_test
terminal_139,0.7494013172281867,0.03160493827160493,0.06528,3.0653894210745527,train
terminal_140,0.7875816116333295,0.021604938271604937,0.07128,0.41232819658475633,train
terminal_141,0.777333092098365,0.051604938271604936,0.10128,1.8408996251561847,train
terminal_142,0.7574913483078064,0.0049382716049382715,0.01728,4.698042482299042,train
terminal_143,0.7672226425173053,0.04493827160493827,0.13727999999999999,0.6164098292378175,train
terminal_144,0.789815381817517,0.07493827160493825,0.02328,2.044981257809246,train
terminal_145,0.7801412788239862,0.024938271604938268,0.053279999999999994,3.4735526863806747,train
terminal_146,0.7929897727455497,0.0682716049382716,0.05928,0.8204914618908787,train
terminal_147,0.7651453975038177,0.018271604938271607,0.08928000000000001,2.249062890462307,train
terminal_148,0.7758465969880685,0.0027160493827160493,0.09072,1.02457309454394,terminal_test
terminal_149,0.7691522471796772,0.06271604938271604,0.006719999999999999,3.881715951686797,train
terminal_150,0.7908955156730434,0.01271604938271605,0.03672,5.3102873802582256,train
terminal_151,0.7819630371204827,0.05271604938271605,0.01272,1.2286547271970012,terminal_test
terminal_152,0.76984370091619,0.08271604938271604,0.04272000000000001,2.65722615576843,train
terminal_153,0.7912947023032106,0.006049382716049382,0.07272,4.085797584339859,train
terminal_154,0.755425919239222,0.07604938271604936,0.07872,0.03331945022907122,train
terminal_155,0.7844798716766922,0.02604938271604938,0.10872,1.4618908788004994,train
terminal_156,0.7513656383179741,0.049382716049382706,0.0019199999999999998,1.6659725114535606,terminal_test
terminal_157,0.7832397702858722,0.0793827160493827,0.031920000000000004,3.0945439400249897,train
terminal_158,0.7716137269927954,0.029382716049382713,0.06192,4.523115368596418,train
terminal_159,0.7778754898895711,0.030864197530864196,0.03792,0.44148271553519364,train
