trajectory_id,role,ambient_temperature_c,initial_temperature_c,risk_stratum,historical_center_index,historical_evidence,initial_soc,initial_polarization_1_v,initial_polarization_2_v,initial_previous_current_a,initial_dfn_voltage_v,initial_2rc_voltage_v,initial_measured_residual_v,initial_residual_extreme,design_candidate_index,design_seed,initial_state_history_contract
phase7cr2f3_development_25c_000,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.5602228334205166,0.04406364846941259,0.09960754268969894,9.683804419224536,3.99025159664857,4.155228383650558,-0.1649767870019878,True,6101,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_001,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.6877228334205165,0.04529821637064716,0.05960754268969895,7.112375847795965,4.0862368229007,4.191420166323257,-0.10518334342255731,True,6102,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_002,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.6027228334205166,0.05363154970398049,0.06960754268969893,7.540947276367393,3.998243258673378,4.127669362501758,-0.1294261038283806,True,6103,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_003,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.6345978334205165,0.061964883037313824,0.07960754268969894,8.03074319473474,4.034557770769016,4.190666771398428,-0.1561090006294119,True,6104,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_004,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.5495978334205166,0.048075994148424936,0.09160754268969894,8.459314623306168,3.9653825214024168,4.115577969084523,-0.15019544768210613,True,6105,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_005,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.5920978334205166,0.06474266081509161,0.06160754268969894,9.316457480449026,4.01259311481944,4.158660703310378,-0.14606758849093815,True,6107,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_006,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.5708478334205166,0.05918710525953605,0.08160754268969894,7.173600337591884,3.9665830611010993,4.108312579796623,-0.14172951869552364,True,6109,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_007,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.5283478334205166,0.04252043859286938,0.09360754268969894,7.602171766163312,3.934214744008697,4.074668246204721,-0.14045350219602337,True,6110,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_008,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.6133478334205166,0.04622414229657309,0.053607542689698945,8.091967684530658,4.014830651071787,4.127425053489195,-0.11259440241740837,True,6111,20260822,dfn_and_2rc_do_not_share_current_history
phase7cr2f3_development_25c_009,development,25.0,25.0,startup_transient_stress,-1,bounded_design,0.6213165834205165,0.05455747562990642,0.06360754268969893,8.520539113102087,4.0277084725800165,4.163457358245256,-0.13574888566523935,True,6112,20260822,dfn_and_2rc_do_not_share_current_history
