time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filtered_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source,anchor_temperature_c
75.0,4.040022254594262,4.040022254594262,4.040022254594262,4.040022254594262,False,False,False,8.65e-05,0.1128531533730942,3.5561703903757853,15.72584522586402,chen2020_dfn,15.0
80.0,4.117306757565242,4.117306757565242,4.117306757565242,4.117306757565242,False,False,False,8.950000000000001e-05,0.1139968496946401,3.563771083740415,15.801698548527725,chen2020_dfn,15.0
85.0,4.1722056966747205,4.1722056966747205,4.1722056966747205,4.1722056966747205,False,False,False,9.190000000000001e-05,0.11515579572149419,3.5705300525358883,15.879013046096418,chen2020_dfn,15.0
90.0,4.205340443070595,4.205340443070595,4.205340443070595,4.205340443070595,False,False,False,8.98e-05,0.11632394584456936,3.576438239364436,15.957097683208588,chen2020_dfn,15.0
95.0,4.218207985973719,4.218207985973719,4.218207985973719,4.218207985973719,False,False,False,9.44e-05,0.11749567028511762,3.581511234302932,16.03529509895543,chen2020_dfn,15.0
100.0,4.213069246538151,4.213069246538151,4.213069246538151,4.213069246538151,False,False,False,9.26e-05,0.11866596729804488,3.5857950842202997,16.113010484205006,chen2020_dfn,15.0
105.0,4.192883871525004,4.192883871525004,4.192883871525004,4.192883871525004,False,False,False,9.080000000000001e-05,0.11983065726235738,3.5893560782581266,16.18973248053271,chen2020_dfn,15.0
110.0,4.1612315792366985,4.1612315792366985,4.1612315792366985,4.1612315792366985,False,False,False,0.00010200000000000001,0.12098655492325647,3.5922934263204604,16.265078290239842,chen2020_dfn,15.0
115.0,4.1221458398669455,4.1221458398669455,4.1221458398669455,4.1221458398669455,False,False,False,0.0001,0.12213159543433061,3.5947214421054223,16.33878846952223,chen2020_dfn,15.0
120.0,4.079800763366035,4.079800763366035,4.079800763366035,4.079800763366035,False,False,False,8.66e-05,0.12326487342415451,3.5967670796350726,16.410739171002888,chen2020_dfn,15.0
125.0,4.038092372141595,4.038092372141595,4.038092372141595,4.038092372141595,False,False,False,9.27e-05,0.12438656574974939,3.5985585976361234,16.480930069279054,chen2020_dfn,15.0
130.0,4.000214902943699,4.000214902943699,4.000214902943699,4.000214902943699,False,False,False,8.94e-05,0.12549773655612265,3.600212539082901,16.5494618007246,chen2020_dfn,15.0
135.0,3.968373796654231,3.968373796654231,3.968373796654231,3.968373796654231,False,False,False,0.00010310000000000001,0.12660006261074883,3.6018232226573925,16.61650458585393,chen2020_dfn,15.0
140.0,3.9437207583409988,3.9437207583409988,3.9437207583409988,3.9437207583409988,False,False,False,9.31e-05,0.12769554059917687,3.6034574006071636,16.68226663834622,chen2020_dfn,15.0
145.0,3.9265003992164544,3.9265003992164544,3.9265003992164544,3.9265003992164544,False,False,False,8.2e-05,0.1287862351545148,3.605157406611064,16.746928873141428,chen2020_dfn,15.0
150.0,3.9163176669639417,3.9163176669639417,3.9163176669639417,3.9163176669639417,False,False,False,8.94e-05,0.12987410117311587,3.606937478558238,16.81073412402725,chen2020_dfn,15.0
155.0,3.912428447422338,3.912428447422338,3.912428447422338,3.912428447422338,False,False,False,9.080000000000001e-05,0.13096088685295543,3.608801946847807,16.87386949960927,chen2020_dfn,15.0
