time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filtered_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source,anchor_temperature_c
2350.0,3.5908972697333823,3.5908972697333823,3.5908972697333823,3.5908972697333823,False,False,False,8.690000000000001e-05,0.6254632840368219,4.05043829092328,23.97315377085721,chen2020_dfn,15.0
2355.0,3.589230230810082,3.589230230810082,3.589230230810082,3.589230230810082,False,False,False,9.45e-05,0.6264602924342692,4.051268271876453,23.97114520251057,chen2020_dfn,15.0
2360.0,3.587558764743785,3.587558764743785,3.587558764743785,3.587558764743785,False,False,False,0.0001155,0.6274568365355867,4.052100015076723,23.969122341099023,chen2020_dfn,15.0
2365.0,3.5858828971391525,3.5858828971391525,3.5858828971391525,3.5858828971391525,False,False,False,0.00010300000000000001,0.6284529151181254,4.0529335481312,23.967084973260626,chen2020_dfn,15.0
2370.0,3.584202654197997,3.584202654197997,3.584202654197997,3.584202654197997,False,False,False,0.00010350000000000001,0.6294485269665138,4.0537688983303735,23.965032885942037,chen2020_dfn,15.0
2375.0,3.5825180627494166,3.5825180627494166,3.5825180627494166,3.5825180627494166,False,False,False,9.190000000000001e-05,0.630443670872833,4.054606092648439,23.962965866355205,chen2020_dfn,15.0
2380.0,3.5808291502796186,3.5808291502796186,3.5808291502796186,3.5808291502796186,False,False,False,0.0001023,0.6314383456367996,4.055445157737243,23.960883701928708,chen2020_dfn,15.0
2385.0,3.57913594496333,3.57913594496333,3.57913594496333,3.57913594496333,False,False,False,8.71e-05,0.6324325500659561,4.056286119928992,23.958786180259494,chen2020_dfn,15.0
2390.0,3.5774384756948416,3.5774384756948416,3.5774384756948416,3.5774384756948416,False,False,False,8.690000000000001e-05,0.6334262829758713,4.0571290052297915,23.956673089059336,chen2020_dfn,15.0
2395.0,3.5757367721205973,3.5757367721205973,3.5757367721205973,3.5757367721205973,False,False,False,8.960000000000001e-05,0.6344195431903494,4.057973839320734,23.954544216100487,chen2020_dfn,15.0
2400.0,3.574030864671918,3.574030864671918,3.574030864671918,3.574030864671918,False,False,False,0.0001099,0.6354123295416471,4.058820647555262,23.952399349158327,chen2020_dfn,15.0
2405.0,3.5723207845983818,3.5723207845983818,3.5723207845983818,3.5723207845983818,False,False,False,9.71e-05,0.6364046408707021,4.059669454956783,23.95023827595071,chen2020_dfn,15.0
2410.0,3.570606564002173,3.570606564002173,3.570606564002173,3.570606564002173,False,False,False,9.26e-05,0.6373964760273695,4.060520286218252,23.94806078407555,chen2020_dfn,15.0
2415.0,3.568888235872749,3.568888235872749,3.568888235872749,3.568888235872749,False,False,False,9.37e-05,0.6383878338706674,4.061373165698089,23.945866660943636,chen2020_dfn,15.0
2420.0,3.5671658341230237,3.5671658341230237,3.5671658341230237,3.5671658341230237,False,False,False,8.31e-05,0.6393787132690348,4.06222811742159,23.943655693712003,chen2020_dfn,15.0
2425.0,3.56543939362493,3.56543939362493,3.56543939362493,3.56543939362493,False,False,False,8.510000000000001e-05,0.6403691131005974,4.063085165076414,23.94142766921061,chen2020_dfn,15.0
2430.0,3.563708950247076,3.563708950247076,3.563708950247076,3.563708950247076,False,False,False,8.25e-05,0.6413590322534439,4.06394433201299,23.939182373868448,chen2020_dfn,15.0
2435.0,3.5619745408924537,3.5619745408924537,3.5619745408924537,3.5619745408924537,False,False,False,8.850000000000001e-05,0.6423484696259141,4.064805641241422,23.936919593636162,chen2020_dfn,15.0
2440.0,3.5602362035369084,3.5602362035369084,3.5602362035369084,3.5602362035369084,False,False,False,8.280000000000001e-05,0.6433374241268965,4.065669115431286,23.934639113904893,chen2020_dfn,15.0
2445.0,3.5584939772687294,3.5584939772687294,3.5584939772687294,3.5584939772687294,False,False,False,8.87e-05,0.6443258946761378,4.066534776909541,23.932340719422484,chen2020_dfn,15.0
2450.0,3.5567479023288726,3.5567479023288726,3.5567479023288726,3.5567479023288726,False,False,False,0.0001284,0.6453138802045624,4.067402647658505,23.9300241942056,chen2020_dfn,15.0
2455.0,3.55499802015242,3.55499802015242,3.55499802015242,3.55499802015242,False,False,False,9.26e-05,0.6463013796546047,4.068272749316122,23.927689321449975,chen2020_dfn,15.0
2460.0,3.553244373410278,3.553244373410278,3.553244373410278,3.553244373410278,False,False,False,9.410000000000001e-05,0.647288391980552,4.069145103173001,23.92533588343599,chen2020_dfn,15.0
2465.0,3.5514870060522226,3.5514870060522226,3.5514870060522226,3.5514870060522226,False,False,False,8.26e-05,0.6482749161488998,4.070019730171438,23.922963661431027,chen2020_dfn,15.0
2470.0,3.549725963350863,3.549725963350863,3.549725963350863,3.549725963350863,False,False,False,9.94e-05,0.6492609511387195,4.070896650905002,23.92057243558901,chen2020_dfn,15.0
2475.0,3.547961291946179,3.547961291946179,3.547961291946179,3.547961291946179,False,False,False,9.56e-05,0.6502464959420379,4.0717758856137305,23.91816198484554,chen2020_dfn,15.0
2480.0,3.5461930398913153,3.5461930398913153,3.5461930398913153,3.5461930398913153,False,False,False,8.53e-05,0.65123154956423,4.07265745418662,23.915732086810692,chen2020_dfn,15.0
2485.0,3.5444212566987834,3.5444212566987834,3.5444212566987834,3.5444212566987834,False,False,False,8.690000000000001e-05,0.6522161110244241,4.073541376154939,23.91328251765725,chen2020_dfn,15.0
2490.0,3.5426459933878762,3.5426459933878762,3.5426459933878762,3.5426459933878762,False,False,False,8.450000000000001e-05,0.6532001793559208,4.074427670693316,23.910813052006574,chen2020_dfn,15.0
2495.0,3.5408673025324697,3.5408673025324697,3.5408673025324697,3.5408673025324697,False,False,False,8.76e-05,0.6541837536066241,4.075316356614639,23.908323462810586,chen2020_dfn,15.0
2500.0,3.5390852383096907,3.5390852383096907,3.5390852383096907,3.5390852383096907,False,False,False,8.730000000000001e-05,0.6551668328394878,4.076207452366704,23.905813521230243,chen2020_dfn,15.0
2505.0,3.537299856549367,3.537299856549367,3.537299856549367,3.537299856549367,False,False,False,8.82e-05,0.6561494161329737,4.077100976029545,23.90328299651196,chen2020_dfn,15.0
2510.0,3.535511214783548,3.535511214783548,3.535511214783548,3.535511214783548,False,False,False,8.400000000000001e-05,0.6571315025815246,4.077996945309129,23.900731655859488,chen2020_dfn,15.0
2515.0,3.5337193722970595,3.5337193722970595,3.5337193722970595,3.5337193722970595,False,False,False,8.55e-05,0.6581130912960516,4.078895377533646,23.89815926430515,chen2020_dfn,15.0
2520.0,3.5319243901774913,3.5319243901774913,3.5319243901774913,3.5319243901774913,False,False,False,8.47e-05,0.6590941814044342,4.079796289645083,23.895565584576048,chen2020_dfn,15.0
2525.0,3.5301263313662874,3.5301263313662874,3.5301263313662874,3.5301263313662874,False,False,False,9.470000000000001e-05,0.660074772052036,4.080699698192237,23.89295037695979,chen2020_dfn,15.0
2530.0,3.5283252607091637,3.5283252607091637,3.5283252607091637,3.5283252607091637,False,False,False,8.510000000000001e-05,0.6610548624022331,4.081605619323142,23.89031339916744,chen2020_dfn,15.0
2535.0,3.5265212450065144,3.5265212450065144,3.5265212450065144,3.5265212450065144,False,False,False,0.0001183,0.6620344516369571,4.082514068772031,23.887654406195054,chen2020_dfn,15.0
2540.0,3.524714353063341,3.524714353063341,3.524714353063341,3.524714353063341,False,False,False,0.00010300000000000001,0.6630135389572525,4.083425061850283,23.88497315018492,chen2020_dfn,15.0
2545.0,3.522904655738007,3.522904655738007,3.522904655738007,3.522904655738007,False,False,False,8.37e-05,0.6639921235838463,4.084338613428239,23.882269380284015,chen2020_dfn,15.0
2550.0,3.5210922259908894,3.5210922259908894,3.5210922259908894,3.5210922259908894,False,False,False,9.080000000000001e-05,0.6649702047577326,4.085254737922566,23.879542842504918,chen2020_dfn,15.0
2555.0,3.519277138930698,3.519277138930698,3.519277138930698,3.519277138930698,False,False,False,8.31e-05,0.6659477817407689,4.086173449275283,23.876793279587048,chen2020_dfn,15.0
2560.0,3.517459471858914,3.517459471858914,3.517459471858914,3.517459471858914,False,False,False,9.42e-05,0.6669248538162852,4.087094760931214,23.874020430858195,chen2020_dfn,15.0
2565.0,3.515639304312578,3.515639304312578,3.515639304312578,3.515639304312578,False,False,False,0.00010420000000000001,0.6679014202897053,4.088018685813527,23.871224032099747,chen2020_dfn,15.0
2570.0,3.513816718103827,3.513816718103827,3.513816718103827,3.513816718103827,False,False,False,9.65e-05,0.6688774804891786,4.088945236295191,23.868403815415718,chen2020_dfn,15.0
2575.0,3.511991797355839,3.511991797355839,3.511991797355839,3.511991797355839,False,False,False,0.00010530000000000001,0.6698530337662219,4.089874424163179,23.865559509105765,chen2020_dfn,15.0
2580.0,3.510164628535073,3.510164628535073,3.510164628535073,3.510164628535073,False,False,False,9.640000000000001e-05,0.6708280794963705,4.090806260583275,23.8626908375453,chen2020_dfn,15.0
2585.0,3.5083353004783406,3.5083353004783406,3.5083353004783406,3.5083353004783406,False,False,False,0.00010570000000000001,0.6718026170798366,4.091740756054602,23.859797521072778,chen2020_dfn,15.0
2590.0,3.5065039044144655,3.5065039044144655,3.5065039044144655,3.5065039044144655,False,False,False,9.790000000000001e-05,0.6727766459421739,4.092677920363165,23.856879275887195,chen2020_dfn,15.0
2595.0,3.504670533979089,3.504670533979089,3.504670533979089,3.504670533979089,False,False,False,0.00010250000000000001,0.6737501655349459,4.093617762522749,23.853935813955957,chen2020_dfn,15.0
2600.0,3.502835285222373,3.502835285222373,3.502835285222373,3.502835285222373,False,False,False,9.04e-05,0.6747231753363965,4.094560290715549,23.85096684293694,chen2020_dfn,15.0
2605.0,3.5009982566078515,3.5009982566078515,3.5009982566078515,3.5009982566078515,False,False,False,8.950000000000001e-05,0.675695674852121,4.095505512221157,23.847972066117336,chen2020_dfn,15.0
2610.0,3.4991595490009177,3.4991595490009177,3.4991595490009177,3.4991595490009177,False,False,False,8.64e-05,0.6766676636157323,4.0964534333350215,23.84495118236856,chen2020_dfn,15.0
2615.0,3.497319265647323,3.497319265647323,3.497319265647323,3.497319265647323,False,False,False,9.54e-05,0.6776391411895232,4.0974040592840595,23.841903886124953,chen2020_dfn,15.0
2620.0,3.4954775121380113,3.4954775121380113,3.4954775121380113,3.4954775121380113,False,False,False,8.580000000000001e-05,0.678610107165117,4.098357394124976,23.838829867385243,chen2020_dfn,15.0
2625.0,3.493634396360532,3.493634396360532,3.493634396360532,3.493634396360532,False,False,False,8.300000000000001e-05,0.679580561164106,4.099313440636928,23.83572881174274,chen2020_dfn,15.0
2630.0,3.4917900284343135,3.4917900284343135,3.4917900284343135,3.4917900284343135,False,False,False,9.56e-05,0.6805505028386711,4.100272200198576,23.83260040044655,chen2020_dfn,15.0
2635.0,3.4899445206285273,3.4899445206285273,3.4899445206285273,3.4899445206285273,False,False,False,9.410000000000001e-05,0.681519931872179,4.101233672655237,23.829444310498104,chen2020_dfn,15.0
2640.0,3.488097987260614,3.488097987260614,3.488097987260614,3.488097987260614,False,False,False,8.55e-05,0.6824888479797514,4.102197856169498,23.826260214786885,chen2020_dfn,15.0
2645.0,3.486250544573514,3.486250544573514,3.486250544573514,3.486250544573514,False,False,False,8.61e-05,0.6834572509087995,4.103164747060992,23.82304778227052,chen2020_dfn,15.0
2650.0,3.4844023105893154,3.4844023105893154,3.4844023105893154,3.4844023105893154,False,False,False,8.86e-05,0.6844251404395189,4.104134339626116,23.819806678203463,chen2020_dfn,15.0
2655.0,3.482553404937212,3.482553404937212,3.482553404937212,3.482553404937212,False,False,False,9.15e-05,0.6853925163853347,4.105106625945533,23.816536564418413,chen2020_dfn,15.0
2660.0,3.480703948654039,3.480703948654039,3.480703948654039,3.480703948654039,False,False,False,0.0001,0.6863593785932941,4.106081595675079,23.813237099667788,chen2020_dfn,15.0
2665.0,3.478854063954021,3.478854063954021,3.478854063954021,3.478854063954021,False,False,False,8.65e-05,0.6873257269443925,4.107059235814258,23.8099079400277,chen2020_dfn,15.0
2670.0,3.477003873966702,3.477003873966702,3.477003873966702,3.477003873966702,False,False,False,8.570000000000001e-05,0.6882915613538276,4.108039530464215,23.806548739371692,chen2020_dfn,15.0
2675.0,3.4751535024400724,3.4751535024400724,3.4751535024400724,3.4751535024400724,False,False,False,8.7e-05,0.6892568817711722,4.10902246056115,23.803159149919225,chen2020_dfn,15.0
2680.0,3.473303073406653,3.473303073406653,3.473303073406653,3.473303073406653,False,False,False,9.98e-05,0.6902216881804517,4.110008003596958,23.799738822864015,chen2020_dfn,15.0
2685.0,3.4714527108106816,3.4714527108106816,3.4714527108106816,3.4714527108106816,False,False,False,9e-05,0.6911859806001214,4.110996133317156,23.796287409086517,chen2020_dfn,15.0
