source,reached_target_soc,final_soc,charge_time_min,maximum_voltage_v,maximum_temperature_c,maximum_current_a,maximum_current_change_a,voltage_limit_exceeded,temperature_limit_exceeded,current_limit_exceeded,current_change_limit_exceeded,safety_filter_intervention_count,safety_filter_intervention_fraction,mean_safety_filter_correction_a,p95_safety_filter_correction_a,maximum_safety_filter_correction_a,material_intervention_threshold_a,material_safety_filter_intervention_count,material_safety_filter_intervention_fraction,safety_override_count,target_current_cap_count,mean_ann_inference_time_ms,maximum_ann_inference_time_ms,success,anchor_temperature_c
chen2020_dfn,True,0.799517044484742,56.083333333333336,4.159182508655918,24.363127807658373,6.13510128357277,2.0,False,False,False,False,90,0.1337295690936107,0.1267191135909474,1.1939964003254333,1.6037870773439509,0.1,87,0.12927191679049035,0,0,0.09289554234769687,0.226,True,15.0
chen2020_dfn,True,0.7999305827612316,52.75,4.1425611301996215,33.50239903318766,8.353214392320325,2.0,False,False,False,False,258,0.4075829383886256,0.01657785825502735,0.04418838015521125,2.0312083231433586,0.1,10,0.01579778830963665,0,0,0.09255939968404425,0.29300000000000004,True,25.0
chen2020_dfn,False,0.612237573647544,,3.9634265291792588,33.503832297374345,9.443397811587193,3.36307791432434,False,False,False,True,664,0.9222222222222223,0.9560319895493977,1.3054064544452382,3.8409320744925277,0.1,658,0.9138888888888889,1,0,0.09263236111111112,0.35180000000000006,False,30.0
