scenario_id,scenario_kind,initial_soc,ambient_temperature_c,capacity_multiplier,resistance_multiplier,time_constant_multiplier,heat_capacity_multiplier,thermal_resistance_multiplier,heat_gain_multiplier,soc_bias,temperature_bias_c,polarization_fast_bias_v,polarization_slow_bias_v,noise_scale,controller_declared_complete,true_target_acceptable,completion_success,physical_safe,charge_time_min,final_true_soc,terminal_true_soc_error,maximum_voltage_v,maximum_temperature_c,maximum_current_a,maximum_current_change_a,material_intervention_fraction,mean_filter_correction_a
lhs_010,latin_hypercube,0.1917080401700475,28.892909192308682,0.9235432616970745,0.8168596193054966,0.906537285223686,0.9667741337409399,1.0220594621147512,0.9096934353432284,0.004167213428833186,-0.4315320858710706,0.0045065944428158275,0.004785128672516583,1.0,True,True,True,False,51.583333333333336,0.7958513771171319,-0.004148622882868103,4.11848563576085,34.36733551712726,8.07437683083188,6.158873016125229,0.420032310177706,0.8162152392632871
lhs_011,latin_hypercube,0.18815049976162246,15.112036572336581,1.008881518529197,1.0047831617971454,0.9861601215768409,0.8562946388374155,1.0973840513925543,1.0548405031154722,-0.0021639846991740952,-0.3992962625745801,-0.0009167094393001188,0.0024561766672019326,1.0,True,True,True,True,50.166666666666664,0.8013788310148747,0.0013788310148746818,4.142645225332609,24.37531924998079,5.6286049486035035,2.0,0.16943521594684385,0.18974707392870332
lhs_012,latin_hypercube,0.21964246830298356,20.942548083382434,0.942525151998616,0.8765169112056466,0.9221522396613288,0.9535143752691166,0.9098969634644449,0.9332169507086998,0.0008863313198978796,0.4247612321814347,0.0005459740865835427,0.0029298805200118566,1.0,True,True,True,True,51.75,0.7993340068585113,-0.000665993141488741,4.131742539184467,25.06221518788022,4.944516173063598,2.0,0.0853462157809984,0.03387243697599451
lhs_013,latin_hypercube,0.2619161548315484,17.483023870714703,1.0430609183839894,1.0565018895231437,1.0157099155524103,1.1335081114601093,1.1311398342385568,0.9092432325980361,0.0026650765084488227,-0.10912315775094106,-0.004787951763717251,-0.0025519570747600056,1.0,True,True,True,True,46.666666666666664,0.7933523872292727,-0.00664761277072734,4.149775484496733,24.463888390939903,5.085304127232863,2.0,0.1125,0.08283811345599448
lhs_014,latin_hypercube,0.2660204770554984,16.834726250340697,1.0708004778674836,0.8357300308815048,1.1567165763078384,0.9468050095798667,0.9201373804633413,0.9948039123259508,-0.0034772199940936105,-0.44167423970430386,0.00033476404349589307,-0.004433629744683056,1.0,True,True,True,True,45.75,0.8010608054814706,0.0010608054814705836,4.139259020155522,23.134207140501267,4.549809324770437,2.0,0.151183970856102,0.10795974733786687
lhs_015,latin_hypercube,0.14700500077659284,27.28581954923037,0.9737914906027598,1.051621832261186,1.1907977960377878,1.091601398976092,1.1392670859508534,1.0783624268161538,-0.0001999357942903653,0.2233056738239838,-0.0004921065452453124,0.003509972954744066,1.0,False,False,False,False,60.0,0.7201029501697834,-0.07989704983021662,4.144140352329965,33.67091067276905,8.585565277661763,5.920828966085421,0.5,1.0928910419954017
lhs_016,latin_hypercube,0.2583983988085057,25.653841998313347,1.076807215387398,1.1398287594619028,0.8713004713064227,1.0606133700526668,0.8033360533703556,1.0150784201051912,0.00402424848855771,0.08046767470580785,-0.0035367823532941036,0.004001048924928581,1.0,False,True,False,True,60.0,0.7933238627398262,-0.006676137260173798,4.152155315539777,30.723266274623235,8.188995395216253,2.0000000000000004,0.5444444444444444,0.6134446056102595
lhs_017,latin_hypercube,0.17218870201124864,26.156334656681828,0.910917524987172,1.121862825136953,1.133189679979666,0.9099434747926217,1.027773040508815,1.0496258238720122,0.004992151113136838,0.1807105070424545,0.0022827154099462855,-0.004095409041016127,1.0,True,True,True,False,55.25,0.7955089477303399,-0.0044910522696601785,4.156893488946775,33.54990670960936,8.324367034017827,6.727767867742408,0.45701357466063347,0.8146262194429353
lhs_018,latin_hypercube,0.2719846866049106,20.171966741064814,0.9704631331431075,1.1679841307796552,1.0930992401653894,0.9434774294879946,1.0480502274870398,1.004961298538613,-0.0048111652493763825,0.26894867330484573,0.001237995961049833,0.004470287612120784,1.0,True,True,True,True,53.833333333333336,0.8041243256567739,0.004124325656773897,4.15165218324419,25.831003699296723,8.316537729746065,2.0,0.12229102167182662,0.07164246601817381
lhs_019,latin_hypercube,0.141632039811806,19.48186584963336,0.9400794342480421,1.0438734209752925,1.0792667779065817,1.0531012287092614,0.9289218351658532,1.0184753439575442,-0.0037805787248938417,-0.31580104628456807,0.0034004474174345175,-0.0007282731013107373,1.0,True,True,True,True,53.5,0.8059244290155358,0.005924429015535804,4.147118278704712,27.7334840154326,8.460392202776081,2.0,0.1261682242990654,0.09661214191546205
