time_s,charge_current_a,terminal_voltage_v,soc,cell_temperature_c,ambient_temperature_c,discharge_capacity_ah,commanded_c_rate
0.0,5.0,3.4372036541517015,0.1,25.0,25.0,0.0,1.0
5.0,5.0,3.4696795870279455,0.10138888888888889,25.08377642870238,25.0,-0.006944444444444443,1.0
10.0,5.0,3.4894135831500135,0.10277777777777779,25.16969397792002,25.0,-0.013888888888888885,1.0
15.0,5.0,3.505182437613604,0.10416666666666667,25.257382913002402,25.0,-0.02083333333333333,1.0
20.0,5.0,3.518571685411871,0.10555555555555556,25.346511378096807,25.0,-0.02777777777777777,1.0
25.0,5.0,3.5302444118413296,0.10694444444444445,25.436776999566234,25.0,-0.03472222222222221,1.0
30.0,5.0,3.5405699799710133,0.10833333333333334,25.52790437268942,25.0,-0.04166666666666665,1.0
35.0,5.0,3.5497786738408403,0.10972222222222222,25.619646089182822,25.0,-0.0486111111111111,1.0
40.0,5.0,3.558046042543178,0.11111111111111112,25.71178367677834,25.0,-0.05555555555555554,1.0
45.0,5.0,3.565513125255955,0.1125,25.80412703215518,25.0,-0.062499999999999986,1.0
50.0,5.0,3.5722912625847085,0.11388888888888889,25.896512986551954,25.0,-0.06944444444444442,1.0
55.0,5.0,3.5784723696772005,0.11527777777777778,25.988801713820976,25.0,-0.07638888888888887,1.0
60.0,5.0,3.5841314500843144,0.11666666666666667,26.080876109683004,25.0,-0.08333333333333331,1.0
65.0,5.0,3.5893287161862575,0.11805555555555555,26.172640251697942,25.0,-0.09027777777777775,1.0
70.0,5.0,3.594121640182775,0.11944444444444444,26.264010670030586,25.0,-0.0972222222222222,1.0
75.0,5.0,3.598553976097031,0.12083333333333333,26.354921077956135,25.0,-0.10416666666666663,1.0
80.0,5.0,3.6026638763997996,0.12222222222222222,26.445315577426697,25.0,-0.11111111111111108,1.0
85.0,5.0,3.6064904286675667,0.12361111111111112,26.53514681419466,25.0,-0.11805555555555552,1.0
90.0,5.0,3.610063610264242,0.125,26.62437921475737,25.0,-0.12499999999999996,1.0
95.0,5.0,3.613407932153424,0.12638888888888888,26.712980937547627,25.0,-0.1319444444444444,1.0
100.0,5.0,3.616546627103604,0.12777777777777777,26.800928144684462,25.0,-0.13888888888888884,1.0
105.0,5.0,3.6194993776404885,0.12916666666666665,26.888202357907403,25.0,-0.14583333333333326,1.0
110.0,5.0,3.6222841004742676,0.13055555555555554,26.974788106311166,25.0,-0.1527777777777777,1.0
115.0,5.0,3.6249157639721306,0.13194444444444442,27.060675347052836,25.0,-0.15972222222222213,1.0
